Orthogroup	fly	mouse
OG0008207	tr|Q9W579|Q9W579_DROME	AAO17163.1, EDL22290.1, BAE25476.1, NP_081284.2, sp|Q8VC57.1|KCTD5_MOUSE, AAH21777.1, BAC97887.1, BAB27750.1, EDL34490.1
OG0008208	sp|Q9U3Z7|NH2L1_DROME	EDL04535.1, BAB23329.1, BAE26537.1, BAE40885.1, BAE40743.1, BAE22349.1, AAH54450.1, AAH83315.1, AAH26755.1, NP_035612.2, sp|Q9D0T1.4|NH2L1_MOUSE
OG0008209	sp|Q9VYQ8|UBP7_DROME	NP_001003918.2, sp|Q6A4J8.1|UBP7_MOUSE, AAQ12339.1, XP_006522202.1, XP_006522201.1, XP_006522204.1, XP_030104976.1
OG0008210	tr|Q9V9R2|Q9V9R2_DROME	AAH27428.1, EDL23059.1, XP_006526338.1, XP_030106470.1, NP_001347758.1, sp|Q9D4H8.2|CUL2_MOUSE, AAH26779.1, BAD90212.1, BAE35903.1, NP_083678.2
OG0008211	tr|Q7JY80|Q7JY80_DROME	EDL37411.1, BAC26226.1, NP_598664.3, AAR20834.1, XP_006503685.1, EDL37413.1, sp|Q8BMS2.2|SPON2_MOUSE, EDL37412.1, BAE41223.1, BAD21381.1, AAH17616.1
OG0008212	tr|Q9VKZ1|Q9VKZ1_DROME	XP_006534231.1, sp|Q8CFY5.1|COX10_MOUSE, NP_848466.1, AAH38046.1, BAE29227.1, BAE43143.1, BAE33878.1, BAE32754.1, EDL10389.1, BAE42594.1, EDL10390.1
OG0008213	tr|Q9VY48|Q9VY48_DROME	EDL34558.1, AAH02319.1, EDL34557.1, BAE30538.1, BAE34778.1, AAH30739.1, BAC40295.1, sp|Q8K2M0.2|RM38_MOUSE, NP_077139.2
OG0008214	tr|Q9VX02|Q9VX02_DROME	AAH12242.1, BAB27300.1, NP_080719.2, sp|Q9CRB8.1|MTFP1_MOUSE, EDL40457.1, BAB24432.1, BAC37244.1, AAH58737.1, BAB27999.1, BAE39981.1
OG0008216	tr|Q9VI65|Q9VI65_DROME	NP_808437.2, sp|Q3V1U8.2|ELMD1_MOUSE, NP_001391950.1
OG0008217	tr|Q9XTP7|Q9XTP7_DROME	BAE43374.1, XP_006530185.1, XP_011246462.1, AAI30223.1, AAK72101.1, AAH92242.1, sp|Q8K3Q3.1|FOXN4_MOUSE, NP_683737.2, XP_006530184.1, EDL19918.1, AAL06288.1
OG0008218	sp|Q9VP47|TSR1_DROME	sp|Q5SWD9.1|TSR1_MOUSE, NP_796299.2, EDL12784.1, EDL12782.1, BAE38324.1, BAE22117.1, BAE20453.1, EDL12783.1, AAH31531.1, EDK99279.1, BAE32349.1, BAC98160.1
OG0008219	sp|Q9VN93|CPR1_DROME	AAH58758.1, sp|Q9R013.1|CATF_MOUSE, AAF13147.1, BAC36013.1, AAF37228.1, NP_063914.1, EDL33074.1, AAG28508.1, CAB42884.1, EDL33073.1, AAH04054.2, XP_030106864.1, AAI15439.1
OG0008220	tr|Q9VRQ2|Q9VRQ2_DROME	AAD09238.1, EDL33805.1, sp|Q9Z1B5.2|MD2L1_MOUSE, AAH89012.1, BAB28338.1, AAF69525.1, NP_062372.2, BAC38700.1, BAE35726.1, EDK98786.1, EDK98785.1, NP_001342553.1
OG0008221	tr|Q8SYM9|Q8SYM9_DROME	XP_006519501.1, AAH16102.1, EDL35902.1, EDL35901.1, EDL35903.1, sp|Q91WD1.2|RPC4_MOUSE, BAB28687.1, BAE33768.1, NP_080221.3, NP_001157554.1
OG0008222	tr|B9A0M5|B9A0M5_DROME	XP_006521547.1, NP_082910.1, EDL04641.1, sp|Q9D1C2.1|CBY1_MOUSE, BAB22956.1, AAH05733.1, AAL56061.1
OG0008223	sp|Q9VTM5|TFB1M_DROME	pdb|4GC5|A, pdb|4GC9|A, AAH32930.1, EDL01644.1, XP_036016403.1, AAM33651.1, sp|Q8JZM0.1|TFB1M_MOUSE, NP_666186.1, pdb|7PNT|c
OG0008224	tr|Q9V9U9|Q9V9U9_DROME	XP_030103152.1, BAB22290.1, AAH12213.1, NP_848720.1, XP_036011061.1, EDL25341.1, NP_001095067.1, XP_011240886.1, BAC40235.1, sp|Q9CPT5.1|NOP16_MOUSE, BAB28746.1, EDL41146.1
OG0008226	sp|Q9VEC1|MED17_DROME	AAH04062.1, XP_036010752.1, pdb|6W1S|L, NP_659182.1, sp|Q8VCD5.1|MED17_MOUSE, BAE30349.1, AAH20185.1, BAC30005.1, EDL25016.1, BAC33548.1, NP_001351462.1, BAC28172.1
OG0008227	sp|Q9W4M9|NSUN2_DROME	AAH25549.1, ABF29536.1, sp|Q1HFZ0.2|NSUN2_MOUSE, NP_663329.3, AQS27603.1, EDL37015.1, BAC36110.1, AAH13625.1, BAC26795.1, EDL37016.1, BAE29720.1, BAE30795.1
OG0008228	tr|A8JNW3|A8JNW3_DROME	BAE35222.1, BAC28869.1, XP_006524666.1, XP_030105752.1, XP_006524665.1, XP_006524664.1, AAI00349.1, sp|Q9JLL0.2|CRIM1_MOUSE, NP_056615.1, EDL38454.1, AAF34410.1, EDL38453.1
OG0008229	sp|O61305|DDX19_DROME	XP_036009643.1, BAE27252.1, AAH11270.1, sp|Q61655.2|DD19A_MOUSE, EDL11480.1, BAC33762.1, NP_031942.2, NP_758488.1, AAH25594.1, BAE27953.1, EDL11481.1
OG0008231	sp|Q9VHR8|DPP3_DROME	BAE39063.1, NP_598564.2, NP_001347640.1, BAE29308.1, BAC27216.1, sp|Q99KK7.2|DPP3_MOUSE, BAE29326.1, AAH66817.1, BAE40155.1, EDL33079.1, BAC40082.1, EDL33081.1, AAH04600.1
OG0008232	tr|A1Z9M6|A1Z9M6_DROME	sp|O35633.3|VIAAT_MOUSE, BAC44889.1, AAT84437.1, BAE37446.1, NP_033534.2, AAH52020.1, CAA04864.1, BAC44888.1, EDL06275.1, XP_030105353.1, BAE37482.1, BAE24402.1
OG0008233	tr|Q9VEV3|Q9VEV3_DROME	NP_598556.1, sp|Q91Z38.1|TTC1_MOUSE, EDL33852.1, AAH10236.1, BAB31513.1, BAC36975.1, BAE38772.1, BAE41649.1
OG0008234	tr|A1ZB29|A1ZB29_DROME	AAH69902.1, BAB27937.1, BAB31646.1, NP_075625.1, BAB31722.1, BAE35986.1, EDL39931.1, sp|P97930.2|KTHY_MOUSE, NP_001099137.1, EDL39930.1, AAH30178.1, BAC40343.1
OG0008235	sp|Q9V439|MED22_DROME	BAE38661.1, BAE38795.1, EDL08336.1, CAA59453.1, BAE36173.1, AAH18225.1, NP_035643.1, BAE26044.1, pdb|6W1S|Q, NP_001365715.1, sp|Q62276.2|MED22_MOUSE, NP_001029080.1
OG0008236	sp|Q7K480|MEPCE_DROME, sp|Q9VNH1|BN3D2_DROME	EDL19235.1, EDL19234.1, XP_017176362.1, NP_659162.3, BAE32569.1, EDL19236.1, sp|Q8K3A9.2|MEPCE_MOUSE, AAH26876.1, AAX39492.1, AAH17157.2, BAE24116.1
OG0008237	tr|Q9Y166|Q9Y166_DROME, tr|Q9VHG7|Q9VHG7_DROME, tr|Q9VDM3|Q9VDM3_DROME, tr|A1Z787|A1Z787_DROME, tr|Q9VVS1|Q9VVS1_DROME	AAH03222.1, BAE30575.1, sp|Q9QZD8.2|DIC_MOUSE, EDL34757.1, NP_038798.2, BAC34165.1, BAB25425.1, AAF03412.1
OG0008238	tr|Q9VXY8|Q9VXY8_DROME, tr|E1JI03|E1JI03_DROME	NP_473429.2, AAK68636.1, sp|Q91WW7.1|PLPL3_MOUSE, AAH28792.1, NP_001395268.1, EDL04458.1, NP_001395271.1, NP_001395269.1, NP_001395270.1, EDL04459.1
OG0008239	tr|A1ZBM2|A1ZBM2_DROME	NP_001347577.1, pdb|1WHG|A, AAH10684.1, BAB26939.1, BAB22918.2, sp|Q9D1E6.2|TBCB_MOUSE, NP_001347578.1, pdb|1V6E|A, NP_079824.2, BAB22009.1, EDL24039.1, EDL24040.1
OG0008240	tr|Q9VYX5|Q9VYX5_DROME	BAB22856.1, BAB30845.1, BAC25272.1, BAE33193.1, BAC40103.1, EDL01655.1, sp|Q8VCR3.1|TM242_MOUSE, NP_081733.3, AAH19420.1, BAE34359.1
OG0008241	tr|Q9VYA4|Q9VYA4_DROME	EDL36089.1, pdb|3P5J|B, pdb|3KIO|B, AAH47997.1, sp|Q80ZV0.2|RNH2B_MOUSE, BAB27913.1, EDL36088.1, NP_080277.1, BAC38602.1
OG0008242	tr|Q7K4I5|Q7K4I5_DROME	XP_011244182.1, XP_036015791.1, BAC98028.1, XP_036015790.1, NP_001392826.1, sp|Q6P5G6.2|UBXN7_MOUSE, EDK97784.1, AAH62904.1, BAE28100.1, NP_808301.3, EDK97783.1, EDK97785.1
OG0008243	sp|B7YZT2|FIS1_DROME	pdb|1IYG|A, BAB23324.1, BAB25601.1, BAB23668.1, EDL19298.1, AAH10783.1, sp|Q9CQ92.1|FIS1_MOUSE, EDL19299.1, NP_001156715.1, NP_001334433.1, BAB25445.1, BAB25966.1, NP_079838.1
OG0008244	tr|Q9VS57|Q9VS57_DROME	NP_001346212.1, NP_694695.3, AAH19366.1, NP_001346215.1, AAH29774.1, NP_001346213.1, NP_001346214.1, AAK00580.1, AAH31846.1, sp|Q8VHE0.4|SEC63_MOUSE, AAO88962.1, EDL05007.1
OG0008245	tr|Q9W147|Q9W147_DROME	XP_006526588.1, AAH53435.1, NP_080571.2, sp|Q7TSG2.1|CTDP1_MOUSE, BAB30150.1, EDL09405.1, AAH52934.1, XP_011245398.1, EDL09406.1, EDL09404.1, BAE33777.1
OG0008246	tr|Q5BI03|Q5BI03_DROME	BAC30751.1, EDL33959.1, NP_766066.3, AAI28566.1, NP_001159909.1, AAI13778.1, EDL33960.1, XP_030107154.1, AAI28567.1, sp|A1A5B6.1|TBC25_MOUSE, BAC37146.1
OG0008247	tr|A1ZAD7|A1ZAD7_DROME	NP_001128189.1, AAH46909.1, sp|Q80VP5.1|MTRFR_MOUSE, EDL19596.1, BAE24439.1, BAB28408.3, NP_082586.1, BAC30294.1, EDL19595.1, pdb|2RSM|A
OG0008248	sp|Q9VFS8|PSMD9_DROME	BAE40276.1, EDL19646.1, BAE40682.1, BAB26813.1, BAB21984.1, AAH51930.1, BAB27957.1, BAE26465.1, sp|Q9CR00.1|PSMD9_MOUSE, NP_080276.2, AAH60245.1
OG0008249	tr|Q9W0M5|Q9W0M5_DROME	AAH27559.1, NP_766227.1, sp|Q8BPA8.1|DPCD_MOUSE, BAC36762.1, EDL41958.1, EDL41960.1, NP_001343876.1, XP_030106761.1, EDL41959.1, XP_011245540.1
OG0008250	tr|Q9VH79|Q9VH79_DROME, tr|Q9V405|Q9V405_DROME	BAE39598.1, BAE40993.1, BAE39209.1, BAE35967.1, sp|P54775.2|PRS6B_MOUSE, AAH12708.1, BAC36835.1, NP_036004.2, EDL24160.1, BAE32301.1
OG0008251	sp|Q9W358|RIC8_DROME	XP_006513688.1, NP_898995.1, EDL21411.1, AAX46315.1, AAH51080.1, XP_036011669.1, XP_036011670.1, NP_001013459.1, sp|Q80XE1.2|RIC8B_MOUSE, AAX46316.1, BAE21130.1
OG0008252	sp|Q9W148|URI_DROME	BAE38015.1, BAE42121.1, XP_006539740.1, XP_006539741.1, BAE21626.1, AAD08680.1, CAC07508.1, XP_006539739.2, EDL02994.1, sp|Q3TLD5.2|RMP_MOUSE, BAE38857.1, NP_035404.4
OG0008253	sp|Q9V968|GALL1_DROME	BAB22285.1, NP_080911.1, sp|Q9DCL2.1|CIA2A_MOUSE, EDL26116.1, BAE41803.1, BAC36966.1, AAH05745.1, EDL26117.1, NP_001346139.1, XP_011241107.1
OG0008254	sp|P05527|HMIN_DROME, sp|P02836|HMEN_DROME	CAA68361.1, CAA68362.1, NP_034264.1, BAE34186.1, NP_001381989.1, sp|P09066.2|HME2_MOUSE, EDL37227.1, AAA53527.1, prf||1703276B, prf||1703276A
OG0008255	tr|Q9VD15|Q9VD15_DROME	sp|Q8CDK3.2|IQUB_MOUSE, NP_766123.2, AAI37958.1, BAC26685.1, AAI37938.1, XP_017176995.1, EDL13825.1, BAE36427.1
OG0008256	tr|Q9VT69|Q9VT69_DROME	BAC33613.1, sp|Q9CZX7.1|PP4P2_MOUSE, AAH21435.1, NP_082540.1, EDL05604.1, XP_036020356.1, EDL05603.1, XP_036020355.1, EDL05605.1, BAB27995.1, BAC28493.1, CAE11679.1
OG0008257	tr|Q9VQ40|Q9VQ40_DROME	EDL29248.1, NP_084408.1, BAE22147.1, EDL29247.1, BAB24263.1, EDL29249.1, BAC31281.1, AAH46791.1, sp|Q9CX11.1|UTP23_MOUSE, XP_036016753.1, AAH56961.1, BAB32368.1
OG0008258	sp|Q9XYQ2|UN119_DROME	NP_001300917.1, NP_001300916.1, NP_001300915.1, NP_780561.1, BAC32235.1, EDL19880.1, EDL19882.1, AAI12389.1, BAC38549.1, sp|Q8C4B4.1|U119B_MOUSE, AAI15530.1
OG0008259	sp|Q9V5Q4|SYF2_DROME	AAH51484.1, sp|Q9D198.1|SYF2_MOUSE, AAO06147.1, BAB22995.1, NP_081056.1, BAE31500.1, EDL29994.1, AAK54459.1
OG0008260	sp|Q9VLV5|RUXE_DROME	EDL39644.1, pdb|4F7U|E, sp|P62305.1|RUXE_MOUSE, pdb|4F7U|H, AAH51207.1, AAH55765.1, AAH08262.1, NP_033253.1, BAB31734.1, EDL39643.1, CAA46626.1
OG0008261	sp|Q9V3P6|PSMD1_DROME	BAC40055.2, AAH39937.1, AAH25802.1, AAH22955.1, AAH31587.1, AAH89028.1, sp|Q3TXS7.1|PSMD1_MOUSE, AAI38528.1, BAE34838.1, BAE31950.1, NP_081633.1, AAI38527.1
OG0008262	tr|Q9VKZ7|Q9VKZ7_DROME	CBC04639.1, CAW54088.1, CAW38767.1, BAC33498.1, XP_017169251.1, NP_598770.1, AAH19501.2, EDL31403.1, CBC26781.1, sp|Q8VCM8.2|NCLN_MOUSE, BAB31708.1, EDL31404.1
OG0008263	sp|Q9VZV5|CYHR1_DROME	CAB62575.1, NP_062269.1, XP_006521232.1, NP_001395027.1, sp|Q9QXA1.1|CYHR1_MOUSE, EDL29599.1, NP_001395137.1, NP_001395032.1, NP_001344811.1
OG0008264	tr|Q9VD81|Q9VD81_DROME	NP_001342351.1, EDL23316.1, BAB24350.1, AAG50161.1, BAB22954.1, AAH43016.1, AAG50162.1, NP_075651.1, EDL23315.1, sp|Q791N7.1|RPA12_MOUSE
OG0008265	tr|Q9VLL5|Q9VLL5_DROME	XP_030101908.1, EDL03875.1, XP_006533528.1, XP_030101909.1, AAM21194.1, AAB88084.1, NP_038820.2, EDL03876.1, AAC26842.1, AAH55733.1, BAE37639.1, BAE42009.1
OG0008266	sp|P23572|CDK1_DROME	sp|P11440.3|CDK1_MOUSE, AAA37408.1, BAC26856.1, BAE40034.1, BAE22561.1, EDL31998.1, EDL31997.1, AAH24396.1, NP_031685.2
OG0008267	tr|O18333|O18333_DROME	BAC37524.1, CAA64684.1, BAE35226.1, BAE37298.1, BAE29254.1, BAF02847.1, sp|P53994.1|RAB2A_MOUSE, NP_067493.1, BAE35742.1, BAE26957.1, BAE22525.1, EDL05680.1
OG0008268	sp|Q9W2U4|PP4R2_DROME	BAC38523.1, XP_006506071.1, AAI12400.1, AAH56340.2, XP_036021951.1, EDL29230.1, EDK99379.1, AAH62117.1, NP_891984.1, sp|Q0VGB7.1|PP4R2_MOUSE, AAI10430.1, AAH98464.1
OG0008269	sp|Q7JZB4|GMPPB_DROME	BAE34527.1, NP_808578.1, BAE28361.1, sp|Q8BTZ7.1|GMPPB_MOUSE, EDL21260.1, EDL21259.1, NP_001344611.1, BAC40266.1, NP_001397558.1, AAH61207.1
OG0008270	sp|Q9U616|GCSH_DROME	BAB26349.1, EDL11573.1, pdb|2EDG|A, AAH14745.1, EDL32245.1, BAB22996.2, EDL11574.1, NP_080848.1, sp|Q91WK5.2|GCSH_MOUSE, BAC34217.1, BAB31951.1
OG0008271	sp|Q9V3H2|PSDE_DROME	CAA73514.1, BAB27974.1, AAH03742.1, BAE30114.1, NP_067501.2, sp|O35593.2|PSDE_MOUSE, EDL26980.1, BAE30648.1
OG0008272	sp|Q9V9Z1|RM32_DROME	BAB22330.1, EDL32740.1, BAB40855.1, AAH52214.1, sp|Q9DCI9.1|RM32_MOUSE, NP_083547.1, AAK69482.1, EDL32739.1
OG0008273	sp|Q9W552|VPS26_DROME	NP_821170.1, AAH52721.1, AAH49180.1, EDL25315.1, AAH62972.1, BAE29967.1, BAE33333.1, BAC27465.1, BAE42279.1, sp|Q8C0E2.1|VP26B_MOUSE
OG0008274	sp|O46106|NOI_DROME	BAE40771.1, BAE30148.1, AAH09141.1, sp|Q9D554.2|SF3A3_MOUSE, BAE41078.1, XP_036020403.1, BAC27111.1, BAE29808.1, BAE30354.1, NP_083433.1, BAE36510.1, AAH92058.1
OG0008275	tr|A1ZAQ6|A1ZAQ6_DROME, tr|Q9VCB9|Q9VCB9_DROME	XP_036020506.1, BAB23927.1, sp|Q9CQK7.1|RWDD1_MOUSE, NP_079890.1, AAM27457.1, BAB22678.2, AAH62136.1, BAB27511.1, BAB28287.1, EDL04879.1
OG0008276	tr|A1Z823|A1Z823_DROME	AAA78788.1, AAF68476.1, sp|Q9Z0S9.1|PRAF1_MOUSE, AAH08242.1, NP_034391.1, AAD17296.1, BAE29761.1, BAB26465.1, BAE41689.1, BAB25744.1, EDL24300.1, EDL24299.1
OG0008277	tr|O76513|O76513_DROME	BAE23508.1, NP_001334516.1, EDL37165.1, NP_075732.1, AAH38861.1, XP_006517388.1, NP_001334517.1, AAF90198.1, EDL37164.1, sp|Q61458.2|CCNH_MOUSE, BAC37112.1
OG0008278	sp|Q9VNG0|MED27_DROME	XP_017174735.1, NP_001277418.1, AAH16537.1, EDL08414.1, BAB26488.2, BAE27743.1, NP_083891.1, pdb|6W1S|V, sp|Q9DB40.2|MED27_MOUSE, BAB23906.2, NP_081172.2
OG0008279	tr|Q9VRP4|Q9VRP4_DROME	XP_006534319.1, pdb|2F6R|A, AAH20046.1, EDL03878.1, sp|Q9DBL7.2|COASY_MOUSE, NP_001292911.1, AAM77669.1, BAB23636.2, EDL03879.1, BAE35475.1, BAE35057.1, BAE39099.1
OG0008280	tr|A0A0B4KH20|A0A0B4KH20_DROME, tr|Q9V3B8|Q9V3B8_DROME	NP_058585.2, AAH51240.1, sp|Q63ZV0.1|INSM1_MOUSE, AAH82809.1, AAD15718.1, EDL28501.1, BAA92776.1, EDL36724.1, NP_064683.2, sp|Q9JMC2.2|INSM2_MOUSE
OG0008281	tr|Q9VC53|Q9VC53_DROME	pdb|1V60|A, sp|Q9D8S9.1|BOLA1_MOUSE, EDL38873.1, XP_006502075.1, XP_036019163.1, BAB25210.1, EDL38871.1, EDL38872.1, NP_081251.1, AAH27558.1
OG0008282	tr|Q95RF6|Q95RF6_DROME	BAE24663.1, EDL32262.1, BAB22444.1, AAH02087.1, BAE35669.1, sp|Q9DCC8.1|TOM20_MOUSE, NP_077176.1, EDL11821.1, CAH56825.1, AAH99449.1
OG0008283	sp|Q9VWA8|FRG1_DROME	sp|P97376.2|FRG1_MOUSE, AAK21978.1, AAH02027.1, XP_017168059.1, BAC36616.1, AAB39540.1, BAC37582.1, NP_038550.2, EDL35522.1, BAE20532.1, pdb|2YUG|A
OG0008284	tr|Q9VUL8|Q9VUL8_DROME	EDL03500.1, AAG24507.1, BAE27544.1, AAF14524.1, AAH37606.1, AAH33415.1, EDL03499.1, NP_001334290.1, NP_064345.1, BAC35986.1, NP_001157667.1, sp|Q9QXY9.1|PEX3_MOUSE
OG0008285	tr|Q9VLC4|Q9VLC4_DROME, tr|Q9W4J4|Q9W4J4_DROME	AAI14599.1, NP_001028485.1, BAE27734.1, AAI39206.1, EDL19000.1, sp|Q3UHX2.1|HAP28_MOUSE, AAI39205.1, AAH07162.1, AAI06169.1
OG0008286	sp|P12426|APT_DROME	AAA37255.1, EDL11692.1, NP_033828.2, BAD95572.1, EDL11691.1, BAE31801.1, AAH05667.1, BAB22029.1, sp|P08030.2|APT_MOUSE, BAD95571.1
OG0008287	tr|Q8SX81|Q8SX81_DROME	EDL25583.1, EDL25584.1, BAC27894.1, EDL25582.1, AAH29004.1, NP_001344322.1, BAC30098.1, AAH16258.1, sp|Q91W86.3|VPS11_MOUSE, BAB23481.1, NP_082165.1
OG0008288	tr|Q9VKC8|Q9VKC8_DROME	BAB28018.1, AAI39422.1, NP_613065.2, BAE26448.1, BAE29552.1, AAI39421.1, sp|Q9CZW5.2|TOM70_MOUSE, EDK98167.1, BAC38960.1, AAH57096.1, BAE36547.1, BAC65638.1
OG0008290	tr|Q7KUL4|Q7KUL4_DROME	CAA32710.1, sp|P31315.2|GSX1_MOUSE, AAI37770.1, NP_032204.1, AAA96814.1, EDL05827.1, BAE34794.1, NP_573555.1, AAB34947.1, sp|P31316.2|GSX2_MOUSE, CAB57812.1
OG0008291	sp|Q9NJG9|SUZ12_DROME	AAH03922.1, BAE24622.1, AAH51099.1, BAE22718.1, AAH84591.1, EDL15616.1, NP_001156490.1, EDL15617.1, BAC65495.1, sp|Q80U70.2|SUZ12_MOUSE, AAH64461.1, NP_954666.1
OG0008292	tr|B7Z0J4|B7Z0J4_DROME	BAC24989.1, EDL11567.1, AAH27549.1, sp|Q8K199.1|COXM2_MOUSE, BAC25407.1, XP_006531345.1, XP_011246787.1, NP_081120.2
OG0008296	tr|Q9VEJ3|Q9VEJ3_DROME	XP_006521315.1, BAB22451.1, NP_079688.2, AAH26536.1, sp|Q9DCC4.2|P5CR3_MOUSE, EDL29502.1, BAB23252.1, EDL29501.1
OG0008303	tr|Q9VY41|Q9VY41_DROME	EDL41678.1, EDL41677.1, XP_030106919.1, EDL41680.1, NP_080638.1, sp|Q9D3P8.1|PLRKT_MOUSE, XP_030106920.1, BAE40355.1, AAH24953.1, XP_030106918.1, BAB30638.1, BAE41963.1, EDL41679.1
OG0008306	tr|Q962I0|Q962I0_DROME	XP_006527048.1, sp|Q6XP49.2|GLIS3_MOUSE, AAP59883.1, NP_001292600.1, AAI29907.1, AAI29908.1, ABI31654.1, NP_001391053.1, NP_780668.3, XP_036017454.1, XP_006527050.1, XP_036017455.1, BAC35623.1
OG0008317	tr|Q7KUW4|Q7KUW4_DROME	BAB28953.1, AAH28449.1, AAH55064.1, EDL39469.1, AAH60204.1, NP_080095.3, sp|Q9DBQ9.3|SWT1_MOUSE, BAB23575.2, EDL39470.1, XP_011246360.1, XP_011246361.1, XP_030098059.1
OG0008320	tr|Q7K9H6|Q7K9H6_DROME	BAE22464.1, ABC18000.1, NP_899123.2, EDL30733.1, NP_001371047.1, XP_036019923.1, XP_030109298.1, XP_006503049.1, XP_006503052.1, XP_006503051.1, NP_001334092.1, XP_036019924.1
OG0008334	tr|Q960W0|Q960W0_DROME	BAC38800.1, BAC26950.1, sp|Q6DI86.1|FAKD1_MOUSE, AAH75689.1, NP_796218.2, EDL27040.1, AAH69943.1, BAD90468.1, AAH23501.1, XP_036018204.1
OG0008335	tr|Q9VMJ5|Q9VMJ5_DROME	BAC26681.1, XP_030099073.1, XP_011237015.1, NP_083286.1, BAB29494.1, XP_036009894.1, XP_006496618.1, AAH21773.1, XP_006496616.1, EDL00382.1, sp|Q8VC60.1|GLB1L_MOUSE, XP_006496617.1, XP_017168026.1
OG0008336	tr|Q7JZM1|Q7JZM1_DROME	NP_997144.1, AAI27138.1, AAS48426.1, AAQ91836.1, sp|Q6VV64.1|KCNKI_MOUSE, BAE24080.1, AAI27137.1, BAE36746.1, AAI15706.1, AAI04133.1, AAI04134.1, AAI15888.1, EDL01822.1
OG0008338	sp|Q9VMH0|TECT_DROME	XP_030106916.1, AAH80805.1, ABB90563.1, AAH27335.1, NP_080536.2, BAB30004.1, EDL41839.1, BAB30537.1, BAC26813.1, NP_001352001.1, sp|Q8R2Q6.1|TECT3_MOUSE
OG0008344	tr|X2JD14|X2JD14_DROME	XP_006527068.1, EDL41945.1, XP_030106760.1, BAC98256.1, AAH92263.1, AAH14695.1, NP_001123997.1, NP_663478.2, XP_030106758.1, XP_006527067.1, NP_001123998.1, sp|Q91YU6.3|LZTS2_MOUSE, XP_030106759.1
OG0008356	tr|Q9VKD9|Q9VKD9_DROME	AAH56953.1, BAC36936.1, sp|Q8BP56.1|PGGHG_MOUSE, EDL17970.1, BAD90165.1, XP_017177595.1, XP_017177593.1, EDL17972.1, NP_663362.2, EDL17973.1, XP_030098196.1, XP_017177594.1, EDL17971.1
OG0008372	sp|A8JQX3|NOCT_DROME	EDL35193.1, AAB62717.1, XP_006501019.1, EDL35192.1, BAE28819.1, AAI39370.1, AAD56547.1, NP_033964.1, sp|O35710.3|NOCT_MOUSE, AAG01384.1, EDL35194.1, AAI39371.1, BAC40004.1
OG0008397	tr|A1ZAE2|A1ZAE2_DROME	EDL26481.1, BAE20460.1, EDL26480.1, NP_780580.2, EDL26482.1, BAC36779.1, BAC98163.1, EDL26483.1, AAI37799.1, NP_001074751.1, sp|Q6ZPR6.3|IBTK_MOUSE, XP_006510828.1
OG0008399	tr|A1ZBW6|A1ZBW6_DROME	AAI15637.1, EDL36058.1, CAC51439.1, BAC35998.1, XP_030103905.1, XP_036014749.1, XP_006519658.1, AAL37221.1, NP_082504.1, AAL32445.1, sp|Q9CZX5.2|PINX1_MOUSE, BAE43228.1
OG0008405	tr|A0A0B4KFD1|A0A0B4KFD1_DROME	AAL09567.1, NP_032538.2, XP_036011543.1, BAC38143.1, AAH43675.1, CAA47817.1, EDL24513.1, sp|Q91ZX7.1|LRP1_MOUSE, AAL09566.1
OG0008407	tr|A4IJ72|A4IJ72_DROME	XP_006514236.1, XP_006514235.1, NP_082368.1, BAB25675.1, NP_082327.2, AAH28990.1, EDL24563.1, sp|Q9D856.1|S39A5_MOUSE, XP_011241881.1, EDL24564.1, NP_001129709.1, EDL24562.1, BAB25054.1
OG0008409	sp|Q9V4F9|MED26_DROME	AAH24555.1, BAB30898.1, AAH54737.1, EDL10804.1, BAC38738.1, NP_081761.2, sp|Q7TN02.1|MED26_MOUSE
OG0008442	sp|O46102|PAPD1_DROME	NP_001347937.1, XP_006526247.1, NP_001347938.1, EDL23052.1, NP_080433.1, BAB27689.1, BAC32262.1, EDL23051.1, BAC36396.1, sp|Q9D0D3.1|PAPD1_MOUSE, AAH57643.1, BAE22572.1, EDL23050.1
OG0008443	tr|X2JEI9|X2JEI9_DROME	XP_006526378.1, XP_036017194.1, XP_006526379.1, XP_036017195.1
OG0008450	tr|Q9VBP2|Q9VBP2_DROME	XP_036008200.1, AAN28310.1, XP_011239901.1, AAI15780.1, BAC27637.1, BAB30637.1, EDL10696.1, AAI17547.1, sp|Q8CJ96.1|RASF8_MOUSE, NP_082036.1
OG0008465	tr|Q9VTV4|Q9VTV4_DROME	AAI17763.1, XP_006534482.1, XP_006534480.1, XP_006534478.1, XP_036012952.1, EDL34523.1, BAC40696.1, EDL34522.1, BAB22335.1, sp|Q8C2A2.2|SEN54_MOUSE, NP_083833.1
OG0008469	sp|Q9V4W1|GLE1_DROME	EDL02961.1, AAH26797.1, BAE21914.1, BAE36148.1, BAB30371.1, NP_083199.1, BAE29396.1, EDL08428.1, BAE26625.1, sp|Q8R322.2|GLE1_MOUSE, BAE36515.1, BAC25796.1, XP_036018535.1
OG0008482	sp|Q06003|GOLI_DROME	EDL33729.1, EDL33728.1, AAH48901.2, AAH18199.1, sp|Q8VEM1.1|GOLI_MOUSE, AAF05310.1, NP_067515.2, NP_001277678.1, BAD90310.1, NP_001277679.1
