Orthogroup	fly	bombus
OG0007543	tr|Q9VG07|Q9VG07_DROME	XP_003485366.1
OG0007544	tr|Q7JZN0|Q7JZN0_DROME	XP_003485349.1
OG0007546	tr|Q9W392|Q9W392_DROME	XP_003485309.1
OG0007547	tr|Q9W395|Q9W395_DROME	XP_003485308.1
OG0007548	tr|Q7PLT1|Q7PLT1_DROME	XP_003485290.1
OG0007549	sp|Q9VTM0|BL1S6_DROME	XP_003485208.1
OG0007550	sp|Q9VA37|DJ1B_DROME, sp|A1Z9J4|DJ1A_DROME	XP_003485193.1
OG0007551	tr|Q9VZ82|Q9VZ82_DROME	XP_003485096.1
OG0007552	tr|Q9W3T2|Q9W3T2_DROME	XP_003485083.1
OG0007553	sp|Q9V8I2|LTOR2_DROME	XP_003485082.1
OG0007554	tr|Q9VMQ8|Q9VMQ8_DROME	XP_003485035.1
OG0007555	tr|Q9VIZ2|Q9VIZ2_DROME	XP_003485031.1
OG0007556	sp|Q9V498|CSTN1_DROME	XP_003484993.1
OG0007558	tr|Q8I937|Q8I937_DROME	XP_003484615.1
OG0007559	tr|Q9VPF9|Q9VPF9_DROME	XP_003484464.1
OG0007560	tr|Q9W464|Q9W464_DROME	XP_003484390.1
OG0007983	tr|B7YZL3|B7YZL3_DROME	XP_024227966.1, XP_012249192.1, XP_033180470.1, XP_024227965.1, XP_033180471.1, XP_033180474.1, XP_024227967.1, XP_033180476.1, XP_024227971.1, XP_024227970.1, XP_024227969.1, XP_024227968.1, XP_033180473.1, XP_033180472.1
OG0007984	sp|Q8MRC9|GALT9_DROME	XP_033180235.1, XP_012248557.1, XP_003494505.1, XP_012248555.1, XP_033180236.1
OG0007987	sp|Q9VP65|TR112_DROME	XP_033179960.1
OG0007988	sp|Q24558|EXO1_DROME	XP_033179932.1, XP_033179933.1, XP_012247889.1
OG0007990	tr|Q9VG26|Q9VG26_DROME, tr|Q86PF4|Q86PF4_DROME	XP_033179810.1, XP_012247689.1, XP_012247688.1, XP_024227205.1
OG0007991	tr|M9ND00|M9ND00_DROME	XP_024227145.1, XP_012247485.1, XP_012247484.1, XP_012247480.1, XP_033179752.1, XP_024227144.1, XP_012247482.1, XP_012247481.1, XP_012247487.1, XP_012247492.1, XP_012247483.1, XP_012247490.1, XP_012247491.1, XP_012247486.1
OG0007992	sp|Q9VK68|PITH1_DROME	XP_033179738.1, XP_033179739.1, XP_003493747.1, XP_012247360.1
OG0007993	sp|Q7JUX9|MRRP1_DROME	XP_003493727.3
OG0007994	tr|Q9VX62|Q9VX62_DROME	XP_033179647.1
OG0007996	sp|Q9V431|API5_DROME	XP_003493540.1, XP_033179618.1
OG0007997	sp|Q9VCY3|CSN6_DROME	XP_033179573.1, XP_003493484.1
OG0007998	tr|Q9VL22|Q9VL22_DROME	XP_033179563.1
OG0007999	tr|B7Z137|B7Z137_DROME, tr|Q9VDT4|Q9VDT4_DROME	XP_033179272.1, XP_012246536.1
OG0008002	sp|P91664|MAX_DROME	XP_033179135.1, XP_024226400.1, XP_033179133.1, XP_033179134.1
OG0008003	sp|P29775|ETS4_DROME	XP_033179083.1, XP_003492819.1, XP_012246101.1
OG0008004	sp|Q9VAH9|INT11_DROME	XP_033179006.1, XP_012245958.1, XP_033179005.1, XP_024226281.1, XP_024226280.1
OG0008005	tr|Q8SYH1|Q8SYH1_DROME	XP_024226207.1, XP_024226208.1, XP_033178961.1
OG0008007	tr|Q9VSD8|Q9VSD8_DROME	XP_012245507.1, XP_012245506.1, XP_033178778.1
OG0008008	tr|Q9VW85|Q9VW85_DROME	XP_033178722.1, XP_033178718.1, XP_033178713.1, XP_033178716.1, XP_033178715.1, XP_033178712.1, XP_033178714.1, XP_033178717.1, XP_024225975.1, XP_033178721.1, XP_033178723.1, XP_033178720.1, XP_024225983.1, XP_033178719.1
OG0008009	tr|Q1RL13|Q1RL13_DROME	XP_033178704.1, XP_012245352.1, XP_012245354.1, XP_003492293.1, XP_012245350.1, XP_012245353.1, XP_033178705.1
OG0008011	tr|Q5U117|Q5U117_DROME	XP_033178672.1
OG0008012	tr|Q9VIU5|Q9VIU5_DROME	XP_003492224.1, XP_033178613.1
OG0008013	tr|Q24044|Q24044_DROME, tr|Q9W1F6|Q9W1F6_DROME, sp|Q960N3|CORT_DROME	XP_033178473.1
OG0008014	tr|Q8INS6|Q8INS6_DROME, tr|Q8IQK4|Q8IQK4_DROME, sp|Q9U1H9|NXF1_DROME	XP_033178450.1
OG0008015	tr|A0A0B4LID7|A0A0B4LID7_DROME	XP_012244133.1, XP_012244132.1, XP_012244130.1, XP_003491590.1, XP_012244129.1, XP_033178097.1
OG0008016	sp|Q9GQQ0|SPIN_DROME	XP_033178052.1, XP_012244095.1, XP_033178053.1
OG0008017	tr|Q8SX78|Q8SX78_DROME	XP_012244028.1, XP_033178027.1
OG0008018	tr|Q9VR33|Q9VR33_DROME	XP_033177989.1
OG0008019	tr|Q9VBU2|Q9VBU2_DROME	XP_033177825.1, XP_033177826.1, XP_003491278.1, XP_012243615.1
OG0008021	tr|A0A0B4LG18|A0A0B4LG18_DROME	XP_033177620.1, XP_012243287.1, XP_024224691.1
OG0008022	tr|Q9VED8|Q9VED8_DROME	XP_024224466.1, XP_033177587.1, XP_024224467.1, XP_024224465.1
OG0008023	tr|Q9VTQ3|Q9VTQ3_DROME	XP_033177551.1
OG0008024	sp|P20348|JANA_DROME	XP_024224489.2, XP_033177550.1
OG0008026	tr|A0A0B4KGW2|A0A0B4KGW2_DROME	XP_033177332.1
OG0008028	tr|M9NDV6|M9NDV6_DROME	XP_033176792.1
OG0008028	tr|A0A4D6K1E7|A0A4D6K1E7_DROME	XP_003486238.1
OG0008028	tr|Q9VUG2|Q9VUG2_DROME	XP_024220376.1, XP_024220375.1
OG0008028	tr|Q9VUF0|Q9VUF0_DROME, tr|Q9VR15|Q9VR15_DROME, tr|Q7KVM3|Q7KVM3_DROME, tr|Q9W2C8|Q9W2C8_DROME, tr|Q9I7V4|Q9I7V4_DROME	XP_003486287.1
OG0008029	sp|Q7JQW6|LIAS_DROME	XP_012241616.1, XP_003489933.1, XP_033176782.1
OG0008030	tr|Q9VEQ1|Q9VEQ1_DROME, tr|Q9VEQ2|Q9VEQ2_DROME	XP_003489615.2, XP_012241152.1, XP_012241153.1, XP_033176664.1
OG0008031	tr|Q9VYK7|Q9VYK7_DROME	XP_033176624.1, XP_033176625.1, XP_012241092.1
OG0008033	tr|Q9VP46|Q9VP46_DROME	XP_033176542.1
OG0008034	tr|Q9VWD3|Q9VWD3_DROME	XP_033176522.1, XP_012240830.1, XP_012240831.1, XP_033176523.1
OG0008035	sp|Q9W3V8|ALG8_DROME	XP_033176472.1, XP_012240886.1, XP_003489413.1, XP_012240887.1
OG0008036	tr|Q9VHD1|Q9VHD1_DROME	XP_033176425.1
OG0008037	tr|A0A0B4K6M2|A0A0B4K6M2_DROME	XP_033176324.1, XP_033176317.1, XP_033176312.1, XP_033176313.1, XP_033176316.1, XP_033176311.1, XP_033176314.1, XP_033176322.1, XP_033176321.1, XP_033176323.1, XP_033176319.1, XP_033176315.1, XP_033176320.1, XP_033176318.1
OG0008038	tr|Q9VHB1|Q9VHB1_DROME, tr|Q9VHB2|Q9VHB2_DROME, tr|Q8INZ7|Q8INZ7_DROME	XP_003488401.3, XP_024222872.1, XP_033176226.1, XP_012240131.1
OG0008040	sp|Q9VBX1|NEMF_DROME	XP_033176155.1, XP_003488770.1
OG0008041	tr|Q7JWQ7|Q7JWQ7_DROME	XP_033176040.1, XP_003488566.1, XP_012239733.1
OG0008042	sp|Q9VPF8|TM104_DROME	XP_024222522.1, XP_033175952.1
OG0008043	tr|A1Z7U2|A1Z7U2_DROME, tr|Q9V3Q0|Q9V3Q0_DROME	XP_033175682.1, XP_033175940.1, XP_024222468.1
OG0008044	tr|Q6IHY4|Q6IHY4_DROME	XP_033175875.1
OG0008045	tr|Q9VSV1|Q9VSV1_DROME, tr|A0A0S0WGX2|A0A0S0WGX2_DROME	XP_033175755.1, XP_003488117.1, XP_033175756.1
OG0008046	tr|A1ZBX4|A1ZBX4_DROME	XP_033175738.1, XP_033175739.1, XP_024222255.1
OG0008047	sp|Q9VF78|COG2_DROME	XP_033175603.1, XP_033175602.1, XP_003487887.1, XP_012238516.1
OG0008048	tr|Q9VJJ1|Q9VJJ1_DROME	XP_033175428.1
OG0008049	tr|Q9VWT5|Q9VWT5_DROME	XP_033175396.1, XP_012237996.1
OG0008050	sp|Q9W3J8|DRC1_DROME	XP_033175378.1, XP_012237949.1
OG0008053	tr|Q0KI97|Q0KI97_DROME	XP_033174950.1
OG0008054	sp|Q9VJQ5|NC2B_DROME	XP_033174851.1, XP_012236830.1, XP_033174852.1
OG0008055	tr|Q9V400|Q9V400_DROME	XP_033174732.1
OG0008057	sp|Q9VQ37|RIM2_DROME	XP_012236201.1, XP_033174570.1
OG0008058	tr|Q86P36|Q86P36_DROME	XP_012236235.1, XP_033174567.1
OG0008059	tr|Q9VIU4|Q9VIU4_DROME, tr|Q8T0S3|Q8T0S3_DROME	XP_033174561.1
OG0008060	sp|Q9VTE9|ULA1_DROME	XP_012250153.1, XP_033174390.1, XP_012250154.1, XP_033174389.1
OG0008061	sp|Q8IQ70|MCU_DROME	XP_033174255.1
OG0008062	tr|Q9VVL8|Q9VVL8_DROME	XP_033180774.1, XP_033180819.1
OG0008063	tr|M9PJN5|M9PJN5_DROME	XP_012249713.1, XP_033180749.1
OG0008064	sp|Q9VJ29|TNG6_DROME	XP_003485647.1, XP_033180696.1
OG0008065	tr|Q9V3T1|Q9V3T1_DROME	XP_033180576.1, XP_033180577.1, XP_033180575.1, XP_012249342.1
OG0008066	tr|Q9W149|Q9W149_DROME	XP_033180569.1, XP_012249308.1
OG0008067	tr|A1ZBK6|A1ZBK6_DROME	XP_012247314.1, XP_024227150.1, XP_033179772.1, XP_033179776.1, XP_024227146.1, XP_012247295.1, XP_033179755.1, XP_012247317.1, XP_012247299.1, XP_033179779.1, XP_033179782.1, XP_033179754.1, XP_003485301.1
OG0008068	sp|Q9VX98|DENR_DROME	XP_033179648.1, XP_003485356.1, XP_033179650.1
OG0008069	tr|Q9VLR7|Q9VLR7_DROME	XP_033179423.1
OG0008071	tr|Q9VZY9|Q9VZY9_DROME	XP_003484811.2, XP_024222554.2
OG0008072	sp|Q9VF71|CUTC_DROME	XP_003484743.1, XP_024222191.1, XP_033175915.1
OG0008073	tr|Q9VVK7|Q9VVK7_DROME	XP_033175604.1
OG0008074	tr|A0A6M3Q9I2|A0A6M3Q9I2_DROME	XP_012247692.1, XP_012247632.1, XP_033177492.1, XP_012247581.1
OG0008077	sp|O18388|IMB_DROME	XP_024227956.1, XP_012249107.1, XP_003494863.1
OG0008078	sp|Q8SZ16|SDHF3_DROME	XP_024227633.1, XP_003494462.1
OG0008079	tr|Q9VYT3|Q9VYT3_DROME, tr|Q9VP94|Q9VP94_DROME	XP_024227235.1, XP_024227234.1, XP_003493869.1
OG0008080	tr|O76752|O76752_DROME, tr|Q9W3F1|Q9W3F1_DROME	XP_024226942.1
OG0008081	tr|Q9VHA1|Q9VHA1_DROME	XP_012246691.1, XP_024226679.1, XP_012246689.1
OG0008083	tr|Q9VEV6|Q9VEV6_DROME	XP_024226532.1
OG0008086	sp|Q9VCE8|U692_DROME	XP_012246357.1, XP_012246358.1, XP_012246359.1, XP_024226481.1, XP_012246355.1, XP_012246354.1, XP_012246356.1
OG0008087	tr|Q9VW68|Q9VW68_DROME	XP_024226252.1, XP_003492665.1, XP_024226253.1
OG0008088	sp|Q6NL34|TCAB1_DROME	XP_003492600.1, XP_024226188.1
OG0008089	tr|Q9VMB3|Q9VMB3_DROME	XP_003492313.1, XP_024225917.1
OG0008090	tr|Q9W1H7|Q9W1H7_DROME	XP_024225465.1
OG0008091	tr|Q9W3I9|Q9W3I9_DROME	XP_003491757.2, XP_012244437.1, XP_012244439.1, XP_012244438.1
OG0008092	tr|Q9VPP9|Q9VPP9_DROME	XP_003491603.1, XP_024225251.1
OG0008094	tr|A0A0B4KF19|A0A0B4KF19_DROME	XP_024224438.1, XP_012242884.1, XP_012242885.1
OG0008095	sp|Q8MT08|DRC4_DROME	XP_012242516.2
OG0008097	tr|Q7JQT9|Q7JQT9_DROME	XP_024224133.1
OG0008098	sp|Q9W5N0|COA7_DROME	XP_024223785.1
OG0008099	sp|Q9VL13|MOB3_DROME	XP_024223690.1, XP_012241516.1
OG0008100	tr|Q9V3I3|Q9V3I3_DROME	XP_012240614.1, XP_024223133.1
OG0008101	sp|Q9VPT8|CPSF4_DROME	XP_024222971.1, XP_003489048.1
OG0008103	tr|Q0E931|Q0E931_DROME	XP_003488685.1, XP_024222698.1
OG0008104	sp|Q9VDY1|INO80_DROME	XP_012239236.1, XP_012239237.1, XP_003488295.1, XP_024222286.1
OG0008106	tr|Q8IP11|Q8IP11_DROME	XP_003487512.1, XP_024221735.1
OG0008107	sp|Q24169|ORC5_DROME	XP_024221716.1
OG0008108	tr|Q9VKC5|Q9VKC5_DROME	XP_024221506.1
OG0008109	tr|Q9VUM3|Q9VUM3_DROME	XP_003487234.1, XP_024221355.1
OG0008110	tr|Q9VS85|Q9VS85_DROME	XP_012237301.1, XP_012237300.1, XP_024221287.1, XP_024221284.1, XP_024221283.1, XP_012237297.1, XP_012237296.1, XP_024221285.1, XP_012237287.1, XP_012237288.1, XP_012237291.1, XP_012237289.1, XP_012237293.1, XP_024221286.1
OG0008111	tr|Q9V4C6|Q9V4C6_DROME	XP_003486854.1, XP_024221017.1
OG0008112	tr|E1JH26|E1JH26_DROME	XP_024220736.1, XP_012236368.1
OG0008113	tr|Q8T4A9|Q8T4A9_DROME	XP_024220652.1, XP_003486552.1
OG0008114	tr|A1Z8I0|A1Z8I0_DROME	XP_012249549.1, XP_024228229.1
OG0008116	tr|Q9VZK1|Q9VZK1_DROME, tr|Q8MLV2|Q8MLV2_DROME	XP_024227368.1, XP_003485307.1
OG0008117	sp|P91682|SMO_DROME	XP_024227136.1, XP_003485326.1, XP_012247281.1
OG0008118	sp|Q86BS6|METL_DROME	XP_024227062.1
OG0008119	tr|O76912|O76912_DROME	XP_012242023.2
OG0008120	tr|O97182|O97182_DROME	XP_024221628.1, XP_003484611.1, XP_012238455.1
OG0008121	sp|Q86NP2|NELFA_DROME	XP_012248808.1, XP_012248806.1
OG0008123	tr|Q7KKI0|Q7KKI0_DROME	XP_012248576.1
OG0008124	tr|Q0E9E2|Q0E9E2_DROME	XP_012248561.1, XP_003494430.1
OG0008125	tr|Q9VF85|Q9VF85_DROME	XP_012248322.1
OG0008126	tr|Q9VTE6|Q9VTE6_DROME	XP_012247506.1
OG0008127	sp|O76906|CRM_DROME	XP_012247374.1
OG0008128	sp|O76460|RAD54_DROME	XP_012247273.1, XP_012247274.1, XP_012247275.1
OG0008129	sp|Q9VXB5|RM22_DROME	XP_012247160.1, XP_003493535.1
OG0008130	sp|Q9V3C1|VHL_DROME	XP_003493531.1, XP_012247152.1
OG0008131	sp|Q9V9W8|PYGO_DROME	XP_012247128.1, XP_003493502.1, XP_012247129.1
OG0008132	sp|Q9VPH8|RBBP5_DROME	XP_003494736.1
OG0008133	tr|Q9VTF8|Q9VTF8_DROME	XP_003494630.1
OG0008134	tr|Q9VZ93|Q9VZ93_DROME, tr|Q9VZ94|Q9VZ94_DROME, tr|Q9VAJ9|Q9VAJ9_DROME	XP_003494486.1
OG0008135	sp|Q9VMW8|MPU1_DROME	XP_003494451.1
OG0008136	tr|Q9VI96|Q9VI96_DROME, tr|Q95TL8|Q95TL8_DROME	XP_003494409.1, XP_003494410.1
OG0008138	tr|Q9VKV3|Q9VKV3_DROME	XP_003494060.1
OG0008140	tr|A1Z7P1|A1Z7P1_DROME, tr|A1Z9V3|A1Z9V3_DROME	XP_003494027.1
OG0008141	tr|Q9VV60|Q9VV60_DROME	XP_003493983.1
OG0008142	sp|Q9VW14|MRM3_DROME	XP_003493913.1
OG0008143	tr|Q9VSR5|Q9VSR5_DROME	XP_003493846.1
OG0008144	tr|Q9VEK7|Q9VEK7_DROME	XP_003493772.1
OG0008145	sp|Q8IN78|TIM22_DROME	XP_003493696.1
OG0008146	sp|Q9VKX4|RT07_DROME	XP_003493602.1
OG0008147	tr|Q059A4|Q059A4_DROME	XP_003493590.1
OG0008148	sp|Q86BE9|PEN2_DROME	XP_003493572.1
OG0008149	sp|Q9VNZ8|ALS2_DROME	XP_003493437.1
OG0008150	sp|Q9VCE1|BECN1_DROME	XP_012246564.1, XP_003493129.1
OG0008151	tr|Q9W0A7|Q9W0A7_DROME	XP_012246171.1
OG0008152	sp|Q9VHM2|VP35L_DROME	XP_012245871.1, XP_003492666.1, XP_012245870.1
OG0008153	tr|Q9V470|Q9V470_DROME	XP_012245758.1
OG0008154	tr|Q9W0E2|Q9W0E2_DROME, sp|Q9VAH4|PTC71_DROME, tr|Q9W3R1|Q9W3R1_DROME	XP_012244564.1, XP_012244563.1, XP_012244562.1, XP_012244565.1
OG0008155	tr|O76462|O76462_DROME	XP_012244414.1, XP_012244412.1
OG0008156	tr|Q9W0R3|Q9W0R3_DROME	XP_012244323.1, XP_012244321.1, XP_012244322.1, XP_012244324.1, XP_012244325.1
OG0008157	sp|Q9VJ33|NEDD8_DROME	XP_012243720.1
OG0008158	tr|Q9V3Z4|Q9V3Z4_DROME	XP_012243488.1
OG0008161	tr|A8E6W0|A8E6W0_DROME	XP_012243092.1
OG0008162	tr|Q9W4U2|Q9W4U2_DROME	XP_012243083.1
OG0008163	sp|Q7K175|HENMT_DROME	XP_012242958.1
OG0008164	tr|Q9W3K3|Q9W3K3_DROME	XP_012242925.1
OG0008165	sp|O44342|WBL_DROME	XP_003490735.1, XP_012242759.1
OG0008166	tr|A1ZAP1|A1ZAP1_DROME	XP_012242594.1, XP_003490673.1
OG0008167	tr|Q8SYU5|Q8SYU5_DROME, tr|Q9I7K8|Q9I7K8_DROME, tr|A8JQV1|A8JQV1_DROME, tr|Q9I7L0|Q9I7L0_DROME, tr|Q9I7L1|Q9I7L1_DROME, tr|Q9I7K7|Q9I7K7_DROME, tr|Q9VHZ8|Q9VHZ8_DROME, tr|Q9VGU4|Q9VGU4_DROME, tr|Q9VGU7|Q9VGU7_DROME, tr|A0A0B4KGD9|A0A0B4KGD9_DROME, tr|Q9VHZ9|Q9VHZ9_DROME, tr|Q9VI00|Q9VI00_DROME, tr|Q9VI53|Q9VI53_DROME	XP_003490327.1, XP_012242217.1
OG0008168	sp|Q9VI74|SHQ1_DROME	XP_012242199.1, XP_012242198.1, XP_012242200.1
OG0008169	sp|Q9W3C1|NAT10_DROME	XP_012242187.1
OG0008170	tr|Q9VDC9|Q9VDC9_DROME	XP_003490218.1, XP_003490219.1, XP_012242051.1
OG0008171	tr|Q9VMV7|Q9VMV7_DROME	XP_012242001.1
OG0008172	sp|A1ZAW5|ICLN_DROME	XP_003490065.1, XP_012241924.1
OG0008173	tr|Q29QQ9|Q29QQ9_DROME	XP_012241547.1, XP_003489947.1, XP_012241548.1
OG0008174	tr|Q9W196|Q9W196_DROME	XP_012241308.1, XP_012241309.1, XP_003489695.1
OG0008175	tr|Q9VX56|Q9VX56_DROME	XP_003489317.1, XP_012240837.1
OG0008176	tr|Q9VAJ0|Q9VAJ0_DROME	XP_003489424.1, XP_012240744.1
OG0008177	tr|Q9VZL1|Q9VZL1_DROME	XP_012240583.1
OG0008178	sp|P27864|RRP1_DROME	XP_012240513.1, XP_003489091.2
OG0008179	sp|Q9V3B4|FADD_DROME	XP_012240416.1
OG0008181	tr|Q9VNZ3|Q9VNZ3_DROME	XP_012239918.1
OG0008182	sp|P91679|PEPT1_DROME, tr|Q9VH93|Q9VH93_DROME	XP_012239465.1, XP_003488470.1
OG0008183	tr|Q9U1L2|Q9U1L2_DROME, tr|Q9VNF4|Q9VNF4_DROME, tr|Q8IPP8|Q8IPP8_DROME, tr|Q8SX57|Q8SX57_DROME, tr|Q9VNF3|Q9VNF3_DROME	XP_012239443.1, XP_012239444.1
OG0008184	tr|Q9VVM8|Q9VVM8_DROME	XP_012239442.1
OG0008185	tr|Q86PD3|Q86PD3_DROME	XP_012239402.1, XP_003488318.1
OG0008187	tr|Q9W374|Q9W374_DROME	XP_012239256.1, XP_003488363.1
OG0008189	sp|A1ZAG4|PAR16_DROME	XP_012239067.1, XP_012239068.1
OG0008190	sp|Q9VLT5|POE_DROME	XP_012237988.1, XP_012237985.1, XP_012237986.1, XP_012237987.1, XP_012237989.1
OG0008191	sp|Q9VPQ6|USH_DROME	XP_012237483.1
OG0008192	sp|Q9V3C5|RIC1_DROME	XP_003487078.1, XP_012237313.1
OG0008193	tr|Q9VA97|Q9VA97_DROME	XP_012237060.1, XP_003487024.1
OG0008194	sp|Q9VQS5|IFT57_DROME	XP_012236733.1, XP_012236732.1
OG0008195	tr|Q9VN55|Q9VN55_DROME	XP_012236607.1, XP_003486690.1
OG0008197	tr|Q7KSB5|Q7KSB5_DROME	XP_012236098.1
OG0008198	sp|Q9V9X4|MTNA_DROME	XP_012250314.1, XP_003486247.1
OG0008199	sp|Q24093|ABHD2_DROME	XP_012250101.1
OG0008200	tr|A1ZAC7|A1ZAC7_DROME	XP_012250047.1
OG0008201	tr|Q7KTL9|Q7KTL9_DROME	XP_012249751.1
OG0008202	tr|Q9VI83|Q9VI83_DROME	XP_012249587.1
OG0008203	sp|Q9VZM5|PIGB_DROME	XP_012249372.1
OG0008205	tr|Q8I0P9|Q8I0P9_DROME	XP_003485158.2
OG0008206	tr|Q9VI15|Q9VI15_DROME	XP_012244620.1
OG0008207	tr|Q9W579|Q9W579_DROME	XP_003485080.1, XP_012243519.1
OG0008208	sp|Q9U3Z7|NH2L1_DROME	XP_012243454.1
OG0008209	sp|Q9VYQ8|UBP7_DROME	XP_012242922.1, XP_012242927.1, XP_012242946.1, XP_012242937.1
OG0008210	tr|Q9V9R2|Q9V9R2_DROME	XP_012242368.1, XP_003484955.1
OG0008211	tr|Q7JY80|Q7JY80_DROME	XP_012240181.1
OG0008212	tr|Q9VKZ1|Q9VKZ1_DROME	XP_012236897.1
OG0008213	tr|Q9VY48|Q9VY48_DROME	XP_003484652.1, XP_003484651.1, XP_012236449.1
OG0008214	tr|Q9VX02|Q9VX02_DROME	XP_012236141.1, XP_012236146.1
OG0008216	tr|Q9VI65|Q9VI65_DROME	XP_003493200.1
OG0008217	tr|Q9XTP7|Q9XTP7_DROME	XP_003492949.1
OG0008218	sp|Q9VP47|TSR1_DROME	XP_003492910.1
OG0008219	sp|Q9VN93|CPR1_DROME	XP_003492760.1
OG0008220	tr|Q9VRQ2|Q9VRQ2_DROME	XP_003492733.1
OG0008221	tr|Q8SYM9|Q8SYM9_DROME	XP_003492730.1
OG0008222	tr|B9A0M5|B9A0M5_DROME	XP_003492593.1
OG0008223	sp|Q9VTM5|TFB1M_DROME	XP_003492503.1
OG0008224	tr|Q9V9U9|Q9V9U9_DROME	XP_003492361.1
OG0008226	sp|Q9VEC1|MED17_DROME	XP_003492267.1
OG0008227	sp|Q9W4M9|NSUN2_DROME	XP_003492222.1
OG0008228	tr|A8JNW3|A8JNW3_DROME	XP_003492065.1
OG0008229	sp|O61305|DDX19_DROME	XP_003491867.1
OG0008231	sp|Q9VHR8|DPP3_DROME	XP_003491368.1
OG0008232	tr|A1Z9M6|A1Z9M6_DROME	XP_003490943.1
OG0008233	tr|Q9VEV3|Q9VEV3_DROME	XP_003490923.1
OG0008234	tr|A1ZB29|A1ZB29_DROME	XP_003490864.1
OG0008235	sp|Q9V439|MED22_DROME	XP_003490803.1
OG0008236	sp|Q7K480|MEPCE_DROME, sp|Q9VNH1|BN3D2_DROME	XP_003490452.1
OG0008237	tr|Q9Y166|Q9Y166_DROME, tr|Q9VHG7|Q9VHG7_DROME, tr|Q9VDM3|Q9VDM3_DROME, tr|A1Z787|A1Z787_DROME, tr|Q9VVS1|Q9VVS1_DROME	XP_003490432.1
OG0008238	tr|Q9VXY8|Q9VXY8_DROME, tr|E1JI03|E1JI03_DROME	XP_003490377.1, XP_003490376.1
OG0008239	tr|A1ZBM2|A1ZBM2_DROME	XP_003490263.1
OG0008240	tr|Q9VYX5|Q9VYX5_DROME	XP_003490255.1
OG0008241	tr|Q9VYA4|Q9VYA4_DROME	XP_003490160.1
OG0008242	tr|Q7K4I5|Q7K4I5_DROME	XP_003490083.1
OG0008243	sp|B7YZT2|FIS1_DROME	XP_003490037.1
OG0008244	tr|Q9VS57|Q9VS57_DROME	XP_003490024.1
OG0008245	tr|Q9W147|Q9W147_DROME	XP_003489872.1
OG0008246	tr|Q5BI03|Q5BI03_DROME	XP_003489838.1
OG0008247	tr|A1ZAD7|A1ZAD7_DROME	XP_003489703.1
OG0008248	sp|Q9VFS8|PSMD9_DROME	XP_003489631.1
OG0008249	tr|Q9W0M5|Q9W0M5_DROME	XP_003489607.1
OG0008250	tr|Q9VH79|Q9VH79_DROME, tr|Q9V405|Q9V405_DROME	XP_003489550.1
OG0008251	sp|Q9W358|RIC8_DROME	XP_003489407.1
OG0008252	sp|Q9W148|URI_DROME	XP_003489357.1
OG0008253	sp|Q9V968|GALL1_DROME	XP_003489356.1
OG0008254	sp|P05527|HMIN_DROME, sp|P02836|HMEN_DROME	XP_003489274.1
OG0008255	tr|Q9VD15|Q9VD15_DROME	XP_003489268.1
OG0008256	tr|Q9VT69|Q9VT69_DROME	XP_003489149.1
OG0008257	tr|Q9VQ40|Q9VQ40_DROME	XP_003489018.1
OG0008258	sp|Q9XYQ2|UN119_DROME	XP_003488812.1
OG0008259	sp|Q9V5Q4|SYF2_DROME	XP_003488549.1
OG0008260	sp|Q9VLV5|RUXE_DROME	XP_003488510.1
OG0008261	sp|Q9V3P6|PSMD1_DROME	XP_003488307.1
OG0008262	tr|Q9VKZ7|Q9VKZ7_DROME	XP_003488205.1
OG0008263	sp|Q9VZV5|CYHR1_DROME	XP_003488169.1
OG0008264	tr|Q9VD81|Q9VD81_DROME	XP_003488137.1
OG0008265	tr|Q9VLL5|Q9VLL5_DROME	XP_003488083.1
OG0008266	sp|P23572|CDK1_DROME	XP_003488060.1
OG0008267	tr|O18333|O18333_DROME	XP_003487992.1
OG0008268	sp|Q9W2U4|PP4R2_DROME	XP_003487894.1
OG0008269	sp|Q7JZB4|GMPPB_DROME	XP_003487881.1
OG0008270	sp|Q9U616|GCSH_DROME	XP_003487745.1
OG0008271	sp|Q9V3H2|PSDE_DROME	XP_003487508.1
OG0008272	sp|Q9V9Z1|RM32_DROME	XP_003487451.1
OG0008273	sp|Q9W552|VPS26_DROME	XP_003487056.1
OG0008274	sp|O46106|NOI_DROME	XP_003486944.1
OG0008275	tr|A1ZAQ6|A1ZAQ6_DROME, tr|Q9VCB9|Q9VCB9_DROME	XP_003486885.1
OG0008276	tr|A1Z823|A1Z823_DROME	XP_003486862.1
OG0008277	tr|O76513|O76513_DROME	XP_003486767.1
OG0008278	sp|Q9VNG0|MED27_DROME	XP_003486635.1
OG0008279	tr|Q9VRP4|Q9VRP4_DROME	XP_003486629.1
OG0008280	tr|A0A0B4KH20|A0A0B4KH20_DROME, tr|Q9V3B8|Q9V3B8_DROME	XP_003486329.1
OG0008281	tr|Q9VC53|Q9VC53_DROME	XP_003486206.1
OG0008282	tr|Q95RF6|Q95RF6_DROME	XP_003485919.1
OG0008283	sp|Q9VWA8|FRG1_DROME	XP_003485549.1
OG0008284	tr|Q9VUL8|Q9VUL8_DROME	XP_003485479.1
OG0008285	tr|Q9VLC4|Q9VLC4_DROME, tr|Q9W4J4|Q9W4J4_DROME	XP_003485114.1
OG0008286	sp|P12426|APT_DROME	XP_003485104.1
OG0008287	tr|Q8SX81|Q8SX81_DROME	XP_003485023.1
