Orthogroup	mouse	finch
OG0006232	AAA17989.1, BAE37022.1, BAE35950.1, BAE34822.1, sp|P15105.6|GLNA_MOUSE, NP_032157.2, BAE40380.1, AAH15086.1, AAK95328.1	XP_030142590.3, XP_030142592.1, XP_030142591.1, XP_002196326.1, XP_030135503.3, XP_030135504.3
OG0006233	EDL41728.1, BAB29643.1, BAC28402.1, AAH29085.1, NP_080763.2, BAC27097.1, EDL41727.1, BAE29586.1, sp|Q9D5T0.1|ATAD1_MOUSE, BAE30915.1, XP_006527376.1, AAH43051.1, BAE38481.1	XP_002186992.1, XP_030131597.1
OG0006234	NP_001343320.1, AAH31796.1, BAB22736.1, BAB28029.1, sp|Q9CQR5.1|ZMAT5_MOUSE, NP_001343319.1, BAB28843.1, BAB25111.1, EDL40489.1, NP_080291.1, EDL40488.1, XP_006514850.1	XP_030141388.1, XP_030141389.1, XP_030141390.1, XP_002186938.1
OG0006235	AAH11429.1, BAE34888.1, AAH59279.1, NP_083638.1, sp|Q9D8B3.2|CHM4B_MOUSE, BAE33724.1, EDL06092.1	XP_030144392.1
OG0006235	BAB26186.1, sp|Q9D7F7.1|CHM4C_MOUSE, AAI17539.1, NP_079795.1, AAI15984.1, BAE35682.1	XP_002199755.4
OG0006236	BAE33864.1, BAE36523.1, XP_006504736.1, XP_030110296.1, XP_036020991.1, BAE28549.1, BAC32202.1, BAC38662.1, sp|Q8CFD4.1|SNX8_MOUSE, EDL19121.1, NP_758481.1, XP_006504735.1, XP_006504737.1, XP_030110297.1	XP_030140853.1, XP_030140852.1
OG0006237	EDL20265.1, BAE23647.1, BAE35719.1, NP_766303.1, CAT16205.1, AAI38229.1, XP_011247735.1, AAH96769.1, BAC26820.1, AAI45670.1, sp|Q8C0N2.1|GPAT3_MOUSE	XP_030127820.1, XP_012428749.4
OG0006238	XP_011246672.1, AAH23738.2, sp|Q921I2.2|KLDC4_MOUSE, XP_006531010.1, XP_006531015.1, XP_017168244.1, XP_006531013.1, EDL11667.1, AAH58359.1, XP_030099379.1, XP_006531011.1, EDL11666.1, NP_663580.2, AAH12312.1	XP_002194872.3
OG0006239	XP_030109871.1, XP_006504337.1, XP_036020582.1, NP_598661.1, XP_030109873.1, EDL19499.1, XP_030109872.1, BAE40030.1, EDL19500.1, BAC40622.1, AAH02251.1, XP_017176063.1, sp|Q99LS3.1|SERB_MOUSE, XP_006504338.1	XP_032607679.2, XP_030143845.3
OG0006240	XP_011248390.1, CAJ18475.1, AAH14865.1, BAB27941.1, BAC29060.1, BAE39057.1, EDL02217.1, sp|Q91YR9.2|PTGR1_MOUSE, NP_080244.1, BAB27248.1, BAE22145.1	XP_030113532.1, XP_030113535.1, XP_030113531.1, XP_030113536.1, XP_030113534.1
OG0006241	BAE27006.1, sp|P80315.3|TCPD_MOUSE, NP_033967.1, BAA81875.1, CAA83429.1, BAE31005.1, BAE39376.1, BAE29693.1, EDL07876.1, BAE41091.1, BAE38089.1, BAE31400.1, BAB27078.1, BAE39199.1, AAH54773.1	XP_030124643.1
OG0006242	EDL16815.1, CAB59510.1, EDL21379.1, BAC32964.1, AAH31418.1, AAH80311.1, sp|Q8K0H5.1|TAF10_MOUSE, EDL16816.1, NP_064408.2	ACH44686.1, ACH44688.1, ACH44685.1, ACH44684.1, NP_001232367.1, ACH44687.1
OG0006243	EDL26531.1, BAC32893.2, sp|Q8BHY8.2|SNX14_MOUSE, EDL26530.1, AAH80799.1, BAC33716.1, NP_766514.3, NP_001346887.2, XP_036010905.1, AAH43328.1, EDL26533.1, EDL26532.1	XP_030123408.3, XP_030123406.1, XP_032603124.1, XP_030123410.3, XP_030123409.1
OG0006244	BAC29907.1, AAI16708.1, BAC37541.1, AAH49148.1, AAI18021.1, NP_001191997.1, BAC34856.1, NP_848774.1, BAE26409.1, sp|Q8BFT6.1|JMJD4_MOUSE, XP_006532663.1	XP_041570229.1, XP_041570230.1, XP_002194504.1, XP_030119978.1, XP_041570228.1
OG0006245	EDK97789.1, AAH59716.1, NP_079605.1, BAB24886.1, BAB22210.1, EDK97787.1, NP_001334112.1, EDK97790.1, BAB23214.1, BAB26959.1, sp|Q9CQ66.1|DYT2B_MOUSE, BAB26652.1	XP_030136427.3, XP_002191917.1
OG0006246	AAH04613.1, NP_081427.1, BAE25902.1, XP_036011878.1, NP_001177383.1, NP_001177382.1, XP_006514118.1, BAE37590.1, sp|Q99KJ8.3|DCTN2_MOUSE, EDL24489.1	XP_041567511.1, XP_041567508.1, XP_041567507.1, XP_041567509.1, XP_041567506.1, XP_041567510.1
OG0006247	BAC32292.1, NP_001287756.1, BAE39692.1, XP_030104949.1, XP_030104950.1, EDK97986.1, BAC27475.1, BAC29351.1, NP_759012.1, EDK97985.1, BAC30905.1, sp|Q8BYB9.2|PGLT1_MOUSE, AAH26809.1, BAC29255.1	XP_030119242.3
OG0006248	BAB22280.1, pdb|6G2J|o, pdb|7PSA|o, pdb|7AK6|o, AAH34787.1, sp|Q9CR61.3|NDUB7_MOUSE, NP_080119.1, pdb|7B93|o, EDL10907.1, pdb|7AK5|o, pdb|6G72|o, pdb|6ZTQ|o, pdb|6ZR2|o, BAB22701.1	XP_032601286.2, XP_041567690.1
OG0006249	BAC28086.1, EDL07230.1	NP_001232506.1, ACH43669.1
OG0006249	EDL07231.1, EDL07232.1, sp|P57784.2|RU2A_MOUSE, NP_067311.4, BAE31301.1, AAH29642.1, AAF35392.1, BAE30700.1, BAC40353.1, BAE32048.1, AAH13777.1	XP_012429777.1
OG0006250	AAH10757.1, BAE29970.1, sp|P14901.1|HMOX1_MOUSE, BAE32059.1, BAE35150.1, BAE40996.1, NP_034572.1, BAE32701.1, AAA39872.1, CAA31732.1, CAA40159.1, BAE31980.1, EDL10826.1, BAE30028.1, BAE32100.1	XP_002199457.2
OG0006251	EDL08629.1, BAC37265.1, sp|Q8BJY1.4|PSMD5_MOUSE, BAC28117.1, EDL08630.1, BAE28457.1, EDL08628.1, NP_542121.2, BAE26526.1, BAD90393.1, XP_030107835.1, AAH10650.1, XP_017174701.1, EDL08627.1, NP_001342473.1	XP_030142369.3
OG0006252	sp|O70591.2|PFD2_MOUSE, EDL39090.1, NP_001347754.1, CAA76760.1, AAH26839.1, EDL39089.1, NP_035200.2, AAH49606.1, NP_001347753.1	ACH43854.1, NP_001232383.1, ACH43853.1, ACH43856.1, ACH43855.1, ACH46319.1, ACH43857.1
OG0006253	BAE39768.1, BAC32358.1, sp|Q8BG79.1|C19L2_MOUSE, BAC38896.1, BAC27397.1, EDL09337.1, EDL09338.1, BAE22760.1, XP_006509928.1, AAI25484.1, NP_081821.1, AAI25486.1, AAH43480.1, EDL09336.1, BAC28298.1	XP_032603671.2
OG0006254	BAC37830.1, EDK99466.1, NP_001288224.1, sp|P56198.2|CIDEC_MOUSE, AAH99676.1, NP_848460.1, EDK99468.1, EDK99469.1, NP_001359193.1, pdb|4MAC|B, pdb|4MAC|A, pdb|4IKG|A, EDK99467.1	XP_030138020.3, XP_030138021.3
OG0006255	NP_001390515.1, AAI39337.1, EDL13128.1, AAI39338.1, BAC35923.1, NP_001390517.1, NP_001390516.1, NP_001390518.1, NP_663489.4, sp|Q8C6G8.3|WDR26_MOUSE, NP_001390510.1, XP_006496879.1, NP_001390511.1, NP_001390512.1, NP_001390513.1	XP_002197206.4
OG0006256	NP_001355597.1, NP_001139802.1, sp|P0C5J4.1|GPR52_MOUSE	XP_032605681.1, XP_041573704.1, XP_032605682.1, XP_012430583.1
OG0006256	AAO85110.1, AAI12378.1, BAE24908.1, EDL08716.1, NP_796357.1, sp|Q8BX79.1|GPR21_MOUSE, BAC33420.1, EDL08715.1	XP_030142717.1
OG0006257	XP_006530895.1, XP_006530893.1, XP_006530896.1, AAI44797.1, sp|Q68ED3.2|PAPD5_MOUSE, AAI45738.1, AAH80314.1, AAI44798.1, EDL11053.1, BAC27158.1, NP_001157971.1, XP_017168142.1, NP_001157970.1, NP_001157969.1, NP_001359262.1	XP_030138093.1, XP_041574492.1
OG0006258	BAE25946.1, XP_036016461.1, AAI58080.1, sp|Q3UN02.2|LCLT1_MOUSE, AAI47500.1, AAI58077.1, NP_001171438.1, EDL38407.1, AAI50885.1, NP_001074540.1, NP_001171439.1	XP_030124741.3, XP_041571314.1, XP_030124740.3, XP_030124743.3, XP_041571313.1, XP_012427762.4
OG0006259	AAH42839.1, sp|Q8CG80.2|SHF_MOUSE, NP_001013851.2, NP_001360940.1, XP_036018261.1, XP_017174597.1, EDL28101.1	XP_032606128.2, XP_012433750.4
OG0006259	EDL02394.1, AAH58986.1, NP_001028478.1, sp|Q6PD21.2|SHB_MOUSE	XP_030113579.3
OG0006260	EDL30314.1, BAB25785.1, BAB22586.1, AAH29193.1, pdb|7PNV|L, BAB41000.1, AAH55861.1, pdb|7PNT|L, BAB26857.1, NP_079820.2, sp|Q9DC71.2|RT15_MOUSE, pdb|7PNW|L, EDL30313.1, pdb|7PNU|L, BAC34235.1	XP_030146267.1
OG0006261	BAC34325.1, NP_001075444.1, sp|C0HKD9.1|MFA1B_MOUSE, BAE36142.1, BAB31249.1, BAB29385.1, NP_080496.1, EDL02352.1, BAC27936.1, sp|C0HKD8.1|MFA1A_MOUSE, BAC40667.1, BAC36894.1, EDL28066.1, AAH05728.1, BAC40557.1	XP_002189141.1
OG0006262	BAC27976.1, AAI38154.1, AAI32196.1, BAB25395.1, NP_080470.2, sp|Q8CCJ3.2|UFL1_MOUSE, NP_001342441.1, EDL05527.1, BAE21308.1, BAC25404.1, BAC38618.1, EDL05525.1, EDL05526.1, BAC98021.1	XP_030123477.3, XP_030123478.3
OG0006263	EDL30450.1, BAB29493.1, BAB23880.1, BAB22623.1, EDL37598.1, AAH98490.1, EDL30451.1, BAE37724.1, NP_001103599.1, BAE22376.1, BAE22936.1, NP_082953.1, AAH50116.1, EDL30449.1	XP_002195110.1, XP_012425930.1
OG0006264	AAA40156.1, BAE30300.1, EDL08345.1, BAE29665.1, BAE30166.1, AAH27352.1, NP_035642.1, AAA40155.1, sp|Q64310.1|SURF4_MOUSE, BAB23477.1, AAH03280.1, BAE26579.1, BAE31423.1	XP_002199219.1
OG0006265	NP_035471.1, BAE34238.1, AAH68152.1, sp|Q61112.1|CAB45_MOUSE, AAB01812.1, EDL15066.1, NP_001289396.1, NP_001289398.1, BAE37334.1, EDL15064.1, EDL15065.1, BAA09052.1, BAE39261.1, NP_001289397.1, AAB01813.1	XP_002190266.3
OG0006266	XP_006495649.1, NP_001344305.1, EDL14280.1, EDL14279.1, EDL14281.1, NP_001344306.1, BAC34108.1, EDL14282.1, EDL14283.1, NP_780445.1, AAH26584.2, sp|Q8R0N6.2|HOT_MOUSE, BAC30151.1	XP_030122137.3, XP_030122140.3, XP_030122139.3
OG0006267	XP_036019390.1, XP_030097829.1, AAH43014.1, AAI16861.1, NP_081219.1, pdb|4F7U|D, sp|P62317.1|SMD2_MOUSE, pdb|4F7U|B, AAH51208.1, BAC40147.1, AAI16859.1, EDL24534.1, BAB25006.1, BAC32551.1, EDL23112.1	XP_041568484.1
OG0006268	NP_598437.2, BAC34005.1, BAE25176.1, EDL20833.1, CBF91724.1, CBV13795.1, CBV05244.1, CBG08633.1, CBG00275.1, BAE34121.1, AAH91757.1, AAH02296.1, CBV22155.1, sp|Q8BWU5.2|OSGEP_MOUSE	ACH43794.1, NP_001232538.1
OG0006269	BAF80628.1, AAX86873.1, NP_001347771.1, BAE35725.1, BAB27245.1, AAH11255.1, NP_080241.3, sp|Q9CY50.1|SSRA_MOUSE, BAE38650.1, BAE39823.1, AAK82421.1, AAK16151.2, EDL40930.1	XP_030121326.1, XP_032602744.1, XP_002199806.1
OG0006270	BAC39967.1, EDL07579.1, EDL07580.1, AAH94667.1, BAE23712.1, BAC65859.1, sp|Q80T69.3|RSBN1_MOUSE, NP_001343486.1, AAI39216.1, NP_766272.2, BAC81206.1, XP_036018967.1, NP_001343487.1, AAI39214.1, NP_001343485.1	XP_004176716.2
OG0006271	BAE26943.1, BAB92084.1, sp|P50518.2|VATE1_MOUSE, BAE39695.1, EDK99646.1, NP_031536.2, BAE41412.1, AAH55438.1, AAH03421.1, BAE28832.1	NP_001296432.1, ACH43843.1, ACH43845.1, NP_001232374.1, ACH43844.1, ACH43846.1
OG0006272	EDL13590.1, BAB27796.1, EDL13589.1, EDL13588.1, CAC06108.1, XP_011239760.1, sp|Q9ESW4.1|AGK_MOUSE, AAV38106.1, NP_076027.1, XP_006506634.1, BAC36260.1, AAH19145.1, AAH93525.1	XP_030119171.1, XP_030119169.3, XP_002197571.2
OG0006273	sp|Q9JM76.3|ARPC3_MOUSE, BAB24031.1, BAB22813.1, BAE42588.1, AAH54440.1, AAH13618.1, EDL19680.1, NP_062798.1, BAA90788.1, pdb|7AQK|e	ACH44329.1, NP_001232148.1, ACH44330.1, ACH44328.1, ACH44331.1
OG0006274	EDK97749.1, BAE35974.1, BAE22397.1, NP_001288283.1, AAI45908.1, NP_031496.2, BAE34491.1, BAE34364.1, BAE36889.1, BAE34262.1, AAA67892.1, NP_001288282.1, CAA57974.1, AAI45910.1, sp|P51910.1|APOD_MOUSE	XP_012431133.1
OG0006275	EDL38147.1, sp|P16381.1|DDX3L_MOUSE, AAI39288.1, EDL13053.1, AAA39942.1, NP_149068.1, AAI39287.1, BAC26505.1, sp|Q62167.3|DDX3X_MOUSE, AAA53630.1, BAE37257.1, prf||2115205A, BAE24540.1, CAA86261.1, NP_034158.1	XP_030138679.1
OG0006276	XP_030099273.1, XP_006530908.1, XP_006530909.1, BAA12220.1, BAE34291.1, BAE43006.1, NP_033488.1, BAE32139.1, EDL11620.1, AAH07134.1, NP_001297559.1, sp|P52479.3|UBP10_MOUSE, BAC97893.1, EDL11619.1, BAE38053.1	XP_030137914.1
OG0006277	BAE36587.1, BAE20637.1, AAC02264.1, CAA64897.1, EDL41121.1, BAC40709.1, BAE36210.1, BAE20444.1, BAC39185.1, BAC35310.1, BAC37690.1, sp|O35704.2|SPTC1_MOUSE, BAC39172.1, NP_033295.2, AAH46323.1	XP_002189741.2
OG0006278	EDL16918.1, EDL16917.1, CBF67523.1, BAB22352.1, CBU92396.1, NP_079620.2, EDL16920.1, BAE23131.1, sp|Q9DCH4.2|EIF3F_MOUSE, AAH83190.1, BAE30896.1, AAL38054.1, BAC40412.1, AAH70473.1	XP_030132745.1
OG0006279	AAH24923.1, EDL41343.1	ACH46353.1
OG0006279	AQS27610.1	ACH45822.1
OG0006279	sp|P61166.1|TM258_MOUSE	ACH45821.1
OG0006279	BAB24978.1	XP_030129468.3
OG0006280	XP_006530946.1, XP_006530943.1, XP_006530944.1, XP_006530945.1, NP_001013398.2, BAE28215.1, BAE36394.1, AAH58645.1, BAE30992.1, BAE24463.1, EDL11216.1, EDL11217.1, sp|Q6PDL0.2|DC1L2_MOUSE	XP_041570410.1, XP_030137902.1
OG0006281	BAC37155.1, BAE39782.1, EDL27839.1, XP_030107859.1, NP_080795.1, sp|Q9CZX9.1|EMC4_MOUSE, XP_030107860.1, BAB27992.1, AAH51926.1, BAB22926.1, XP_036018405.1	ACH45317.1, ACH45316.1, ACH45318.1, NP_001232663.1, XP_041566953.1
OG0006282	XP_006498254.1, AAH26820.1, AAD24462.1, XP_017174623.1, XP_006498252.1, sp|Q33DR2.1|DPS1_MOUSE, XP_006498251.1, BAB28153.2, NP_001342396.1, NP_062374.2, BAE48219.1, EDL08142.1, AAI07275.2, AAI07274.2	XP_030120343.1, XP_030120342.3
OG0006283	BAE22851.1, NP_001276654.1, EDL37424.1, EDL37426.1, AAH29631.1, NP_001276653.1, sp|P97440.1|SLBP_MOUSE, BAE36737.1, EDL37425.1, BAE32343.1, BAE20786.1, XP_036014836.1, EDL20575.1, AAC53530.1, NP_033219.1	XP_030126407.3
OG0006284	EDL01934.1, EDL06180.1, NP_001157689.1, EDL06181.1, AAH28749.1, BAB22816.1, AAK18748.1, BAB25585.1, NP_001157688.1, EDL06182.1, NP_080222.1, sp|P60603.1|ROMO1_MOUSE	NP_001185746.1, XP_030144201.1, ACH46174.1, ACH46175.1
OG0006285	XP_017168828.1, NP_001289051.1, XP_036010800.1, XP_011241031.1, NP_001289045.1, BAE36525.1, XP_006511173.1, XP_036010799.1, EDL26123.1, AAH17156.1, sp|Q91W36.1|UBP3_MOUSE, NP_659186.1, BAC27276.1	XP_041574406.1, XP_030137751.2, XP_030137749.1, XP_032606194.1
OG0006286	CAC34584.1, NP_598711.1, AAH11370.1, EDL22905.1, sp|Q99JH8.1|ERD21_MOUSE, AAK11732.1, CAC34585.1, AAH07146.1, sp|Q9CQM2.1|ERD22_MOUSE, BAE29528.1, NP_080117.1, BAB25016.1, CAJ18440.1, BAB22829.1, EDL19051.1	XP_030140509.1
OG0006287	AAI00387.1, BAC28185.1, BAC32315.1, sp|O35280.2|CHK1_MOUSE, EDL25411.1, NP_001397136.1, NP_031717.2, BAB27500.1, AAC53334.1, AAB88853.1, NP_001397135.1, XP_017168606.1, AAH37613.1, EDL25410.1, NP_001397134.1	XP_030146832.1
OG0006288	BAB32013.1, NP_080641.1, BAB31017.1, BAE24678.1, AAH25910.1, AAH37019.1, BAE30241.1, EDK99470.1, BAB22929.1, AAH11296.1, NP_001191954.1, sp|Q5XKN4.2|JAGN1_MOUSE	NP_001232256.1, ACH46253.1, ACH46254.1, ACH46252.1
OG0006289	EDL37816.1, AAH98183.1, NP_848714.1, BAE41510.1, sp|Q9CZG3.1|COMD8_MOUSE, EDL37815.1, BAC37073.1, BAB28384.1, BAB26187.1, NP_001343542.1, XP_030110408.1, XP_036021052.1, NP_001343543.1, AAH51517.1, NP_001343541.1, NP_001343540.1	XP_030126866.3
OG0006290	BAE34682.1, NP_080346.1, BAB23220.1, sp|Q9CR27.1|WASC3_MOUSE, BAB29011.1, EDL21472.1, AAH29256.1, BAB26239.1, NP_001116432.1, XP_030101092.1, NP_081763.1, EDL21474.1, BAB30901.1	XP_012424682.4, XP_002199875.5, XP_030119056.3
OG0006291	BAB24143.1, BAC36058.1, NP_062719.2, sp|Q8VE70.1|PDC10_MOUSE, AAD44335.1, BAC36742.1, EDL15475.1, BAE23263.1, AAH86778.1, BAE35705.1, AAH19650.1, BAE41306.1, BAE40678.1, EDL06192.1	XP_002198418.1, XP_012431120.1
OG0006292	EDL30530.1, BAC34899.1, sp|Q8K0C1.1|IPO13_MOUSE, EDL30531.1, EDL30529.1, EDL30526.1, EDL30527.1, EDL30525.1, XP_017175636.1, EDL30528.1, BAC98010.2, NP_666264.1, AAH31823.1, BAE29208.1	XP_030134770.1, XP_030134771.1
OG0006293	pdb|3ZFD|A, pdb|3ZFC|A, BAE22453.1, BAA02167.1, EDL14171.1, sp|P33174.3|KIF4_MOUSE, XP_017173886.1, BAE22941.1, EDL14172.1, XP_011245830.1, AAH50946.1, NP_032472.2, XP_006527918.1	XP_030128305.3, XP_030128304.3, XP_030128302.3
OG0006294	AAH87552.1, EDL05606.1, NP_690025.3, sp|Q8K2H2.1|OTU6B_MOUSE, BAE40913.1, BAE33424.1, AAH31474.1, BAE42955.1, EDL05607.1, EDL02377.1, EDL05608.1, BAE38781.1, BAE42895.1, XP_036020347.1, EDL29054.1	XP_002198588.5
OG0006295	BAE30273.1, AAH17527.1, EDL37318.1, NP_057912.2, AAD31722.1, EDL37316.1, XP_006504078.1, XP_006504080.1, XP_036021157.1, XP_036021158.1, NP_001281231.1, EDL37317.1, sp|Q9WUQ2.1|PREB_MOUSE, AAF07954.1	XP_030125667.3, XP_030125668.3
OG0006296	XP_036008702.1, NP_001344379.1, sp|Q9Z275.3|RLBP1_MOUSE, NP_001166954.1, XP_030098104.1, NP_065624.1, BAE24430.1, AAH16268.1, AAC99427.1, BAB29216.1, XP_030098106.1, XP_011249129.1, XP_006540780.1, EDL07073.1, EDL07072.1	XP_030137693.1
OG0006297	BAC38813.1, AAH29111.1, BAE29841.1, NP_850931.2, sp|Q8K2Z8.2|UB2Q2_MOUSE, EDL25843.1, EDL25841.1, NP_001333586.1, EDL25842.1, NP_001333587.1	XP_030136834.1, XP_030136835.1, XP_030136836.1
OG0006297	AAH30044.2, BAE27373.1	XP_030147526.3
OG0006298	BAB26605.1, NP_080151.2, BAB26820.1, AAH58376.1, AAH20086.1, EDL38900.1, BAE24142.1, AAI32654.1, AAI32652.1, NP_001095877.1, BAC38693.1, sp|Q9CWZ3.4|RBM8A_MOUSE, AHX83807.1	ACH44393.1, ACH44392.1, NP_001232210.1
OG0006299	XP_036009581.1, XP_006535663.1, XP_006535662.1, XP_030098885.1, EDL13095.1, EDL13094.1, NP_001344171.1, XP_006535661.1, AAH30340.1, BAC34307.1, AAI25528.1, NP_082137.1, sp|Q8K2Q7.1|BROX_MOUSE, AAI20693.1, BAE36814.1	XP_030125033.3, XP_002188892.2
OG0006300	NP_001103721.1, BAE25434.1, AAA39891.1, EDL25580.1, AAA39890.1, AAH03861.1, BAE38979.1, NP_038579.2, BAE30038.1, BAE39746.1, sp|P22907.2|HEM3_MOUSE	XP_030146887.1, XP_002187797.2, XP_041576902.1, XP_030146886.1, XP_041576903.1
OG0006301	sp|Q9Z210.1|PX11B_MOUSE, EDL38902.1, AAH54414.1, NP_035199.3, EDL38905.1, NP_001155859.1, EDL38903.1, EDL38904.1, NP_001155860.1, EDL38901.1, BAC38453.1, AAC78661.1, AAH13812.1, BAB27791.1	XP_030137321.3, XP_030147227.3
OG0006302	NP_082473.2, AAH55307.1, EDL32089.1, EDL32088.1, XP_006514255.1, EDL32090.1, BAC29142.1, AAH90974.1, BAC98130.1, EDL32087.1, sp|Q6ZPU9.2|KBP_MOUSE, AAH46485.1, AAH38828.1, BAE34633.1	XP_030131472.1, XP_030131470.1
OG0006303	EDL22326.1, AAH83113.1, AAI04336.1, AAI04335.1, sp|Q8CHP8.1|PGP_MOUSE, AAH40100.1, NP_080230.2, pdb|4BKM|C, pdb|4BKM|B, pdb|4BKM|D, pdb|4BKM|A	XP_002187062.6
OG0006304	NP_083905.1, EDL28190.1, EDL28189.1, BAC38052.1, AAH30182.1, sp|Q3TC72.1|FAHD2_MOUSE, BAE42085.1, XP_006500154.1, XP_006500153.1, EDL28191.1	XP_041576413.1, XP_032608102.2, NP_001232049.1, ACH43633.1
OG0006305	EDL24585.1, BAE40451.1, AAH46532.1, AAB60513.1, BAE39129.1, sp|P50580.3|PA2G4_MOUSE, CAA59260.1, NP_035249.1, BAE25986.1, AAH28926.1, AAH37623.1, AAH03777.1, AAH05593.1, pdb|2V6C|A, pdb|6SWA|t	XP_032600708.2
OG0006306	BAE24212.1, BAC32343.1, NP_659112.2, BAC31057.1, BAE42802.1, NP_001103486.1, EDK97065.1, XP_006525910.1, AAH94453.1, NP_001103485.1, BAE42609.1, EDK97066.1, AAH69869.2, AAH21497.2	XP_030113573.3, XP_030113571.3
OG0006307	XP_017175839.2, XP_036020207.1	XP_030146282.1
OG0006307	AAH19668.1, XP_006539172.1, sp|Q8VE65.1|TAF12_MOUSE, BAE24124.1, NP_079855.2, BAE21426.1, EDL30115.1, XP_006539173.1, BAB28669.1, BAB25276.1	XP_012426027.1, XP_002189028.1, XP_032608523.1
OG0006308	AAH60043.1, BAB23216.1, BAE30552.1, BAE31561.1, NP_081127.1, sp|Q9D0Y8.1|RM52_MOUSE, BAE29869.1, BAE37850.1, EDL36353.1, EDL36351.1, EDL36352.1, EDL36350.1, AAH28522.1	XP_041568833.1, XP_041568832.1, XP_041568831.1
OG0006309	BAE32212.1, XP_006504716.1, EDL19135.1, BAE25513.1, AAH14295.1, NP_034887.1, BAA07704.1, sp|Q61827.1|MAFK_MOUSE, AAC52132.1, BAE25480.1	XP_030141160.1, XP_002195862.1
OG0006309	pdb|3A5T|A, pdb|3A5T|B	XP_012424640.1, XP_030118873.1
OG0006310	CAA67134.1, EDL34601.1, AAH05493.1, BAE38330.1, EDL34602.1, XP_011247137.1, EDL34603.1, AAC71000.1, XP_030101584.1, NP_035488.1, sp|Q62093.4|SRSF2_MOUSE, BAC39610.1, BAC40111.1	XP_012434002.1, XP_032607547.1, XP_002194754.1
OG0006311	pdb|7OV9|C, pdb|7B2I|C, pdb|7OVO|C, pdb|7OVS|C, pdb|7OWZ|C, pdb|6H62|B, AAH44811.1, pdb|6H62|A, NP_068688.2, sp|Q9JMA2.2|TGT_MOUSE, BAA93550.1, BAB27717.1, XP_011240885.1, XP_036011059.1	XP_030116027.3, XP_030116028.3
OG0006312	BAE28168.1, EDL08061.1, BAE26170.1, NP_035614.1, AAC52840.1, EDL08062.1, AAH44666.1, AAH55326.1, sp|P70297.3|STAM1_MOUSE, BAE37673.1, BAB31139.1, NP_001343266.1, BAE34187.1, BAE37536.1, BAE40949.1	XP_002192659.2
OG0006313	pdb|1X4H|A, sp|Q8CGC6.4|RBM28_MOUSE, AAH40811.1, BAC25592.1, BAC25367.1, BAB31653.3, BAB28620.1, EDL13793.1, BAE33848.1, NP_598686.2, AAH18373.1, EDL13792.1, AAH27123.1, XP_030111433.1, XP_036008173.1	XP_041576565.1
OG0006314	sp|Q8JZV7.1|NAGA_MOUSE, BAE35434.1, CBV32574.1, BAE40339.1, CBG19219.1, EDL22292.1, BAC41042.1, NP_766523.2, CBG19329.1, CBV32684.1, BAC36877.1	XP_030140268.1, XP_041575006.1, XP_030140269.1, XP_032606869.1, XP_002190549.1
OG0006315	XP_030099382.1, XP_011237016.1, EDL02133.1, BAB29735.1, AAH05518.1, XP_006496637.1, BAC26597.1, EDL02134.1, NP_084053.3, BAC37647.1, NP_001116157.1, EDL02132.1, AAY41235.1, sp|Q8BHC7.1|RHBL4_MOUSE, BAC36465.1, BAE25005.1	XP_041574050.1
OG0006316	AAI32629.1, BAB26394.1, BAB27475.1, AAH61085.1, EDL04710.1, AAH48459.1, sp|P62322.2|LSM5_MOUSE, AAI32627.1, NP_079796.1	ACH46090.1, ACH46091.1, ACH46406.1, ACH46092.1, NP_001232310.1, ACH46093.1, ACH46329.1
OG0006317	AAH24780.1, BAE41235.1, EDL19631.1, EDL19630.1, AAF82190.1, EDL19629.1, XP_036021304.1, BAC36676.1, BAB28450.1, BAE21552.1, sp|Q9JIQ3.2|DBLOH_MOUSE, NP_075721.3, AAH54109.1	ACH43952.1, NP_001232563.1, ACH43953.1, XP_030141178.3, XP_032607065.2
OG0006318	XP_017172511.1, BAI63211.1, BAC30361.1, NP_001348218.1, EDK97708.1, NP_001344021.1, AAH48482.1, EDK97707.1, NP_038779.2, BAB23348.1, AAF13304.1, sp|Q9QZU4.1|PLAT1_MOUSE	NP_001232725.1, ACH45453.1, XP_030135798.3, XP_030135796.1, ACH45452.1, NP_001232721.1
OG0006319	EDL40877.1, NP_064678.1, AAF97789.1, NP_001156714.1, EDL40874.1, XP_036013797.1, BAB27217.1, NP_001156713.1, sp|Q9JI75.3|NQO2_MOUSE, AAF97785.1, EDL40875.1, EDL40878.1, AAH27629.1, XP_006516637.1	XP_004175568.4, NP_001232463.1, ACH45640.1, XP_030119854.3
OG0006320	AAH22736.1, BAD90385.1, AAI39360.1, EDL31308.1, XP_006540446.1, XP_006540444.1, AAI39362.1, BAE41490.1, XP_006540445.1, EDL31310.1, XP_006540443.1, NP_001139496.1, NP_082592.2, BAC40984.1, AAH37180.1, BAB28508.1, EDL31309.1	XP_041567814.1
OG0006321	AAH02123.1, CAJ18516.1, AAH57654.1, sp|Q99M15.4|PPIP2_MOUSE, BAE34306.1, BAE32788.1, XP_036016928.1, XP_036016925.1, NP_038859.3, BAE21158.1, CAA77027.1, BAE32488.1, EDL09443.1, XP_036016927.1, XP_036016926.1	XP_030113378.2, XP_030113379.2, XP_030113380.2
