Orthogroup	bombus	fly
OG0008177	XP_012240583.1	tr|Q9VZL1|Q9VZL1_DROME
OG0008178	XP_012240513.1, XP_003489091.2	sp|P27864|RRP1_DROME
OG0008179	XP_012240416.1	sp|Q9V3B4|FADD_DROME
OG0008181	XP_012239918.1	tr|Q9VNZ3|Q9VNZ3_DROME
OG0008182	XP_012239465.1, XP_003488470.1	sp|P91679|PEPT1_DROME, tr|Q9VH93|Q9VH93_DROME
OG0008183	XP_012239443.1, XP_012239444.1	tr|Q9U1L2|Q9U1L2_DROME, tr|Q9VNF4|Q9VNF4_DROME, tr|Q8IPP8|Q8IPP8_DROME, tr|Q8SX57|Q8SX57_DROME, tr|Q9VNF3|Q9VNF3_DROME
OG0008184	XP_012239442.1	tr|Q9VVM8|Q9VVM8_DROME
OG0008185	XP_012239402.1, XP_003488318.1	tr|Q86PD3|Q86PD3_DROME
OG0008187	XP_012239256.1, XP_003488363.1	tr|Q9W374|Q9W374_DROME
OG0008189	XP_012239067.1, XP_012239068.1	sp|A1ZAG4|PAR16_DROME
OG0008190	XP_012237988.1, XP_012237985.1, XP_012237986.1, XP_012237987.1, XP_012237989.1	sp|Q9VLT5|POE_DROME
OG0008191	XP_012237483.1	sp|Q9VPQ6|USH_DROME
OG0008192	XP_003487078.1, XP_012237313.1	sp|Q9V3C5|RIC1_DROME
OG0008193	XP_012237060.1, XP_003487024.1	tr|Q9VA97|Q9VA97_DROME
OG0008194	XP_012236733.1, XP_012236732.1	sp|Q9VQS5|IFT57_DROME
OG0008195	XP_012236607.1, XP_003486690.1	tr|Q9VN55|Q9VN55_DROME
OG0008197	XP_012236098.1	tr|Q7KSB5|Q7KSB5_DROME
OG0008198	XP_012250314.1, XP_003486247.1	sp|Q9V9X4|MTNA_DROME
OG0008199	XP_012250101.1	sp|Q24093|ABHD2_DROME
OG0008200	XP_012250047.1	tr|A1ZAC7|A1ZAC7_DROME
OG0008201	XP_012249751.1	tr|Q7KTL9|Q7KTL9_DROME
OG0008202	XP_012249587.1	tr|Q9VI83|Q9VI83_DROME
OG0008203	XP_012249372.1	sp|Q9VZM5|PIGB_DROME
OG0008205	XP_003485158.2	tr|Q8I0P9|Q8I0P9_DROME
OG0008206	XP_012244620.1	tr|Q9VI15|Q9VI15_DROME
OG0008207	XP_003485080.1, XP_012243519.1	tr|Q9W579|Q9W579_DROME
OG0008208	XP_012243454.1	sp|Q9U3Z7|NH2L1_DROME
OG0008209	XP_012242922.1, XP_012242927.1, XP_012242946.1, XP_012242937.1	sp|Q9VYQ8|UBP7_DROME
OG0008210	XP_012242368.1, XP_003484955.1	tr|Q9V9R2|Q9V9R2_DROME
OG0008211	XP_012240181.1	tr|Q7JY80|Q7JY80_DROME
OG0008212	XP_012236897.1	tr|Q9VKZ1|Q9VKZ1_DROME
OG0008213	XP_003484652.1, XP_003484651.1, XP_012236449.1	tr|Q9VY48|Q9VY48_DROME
OG0008214	XP_012236141.1, XP_012236146.1	tr|Q9VX02|Q9VX02_DROME
OG0008216	XP_003493200.1	tr|Q9VI65|Q9VI65_DROME
OG0008217	XP_003492949.1	tr|Q9XTP7|Q9XTP7_DROME
OG0008218	XP_003492910.1	sp|Q9VP47|TSR1_DROME
OG0008219	XP_003492760.1	sp|Q9VN93|CPR1_DROME
OG0008220	XP_003492733.1	tr|Q9VRQ2|Q9VRQ2_DROME
OG0008221	XP_003492730.1	tr|Q8SYM9|Q8SYM9_DROME
OG0008222	XP_003492593.1	tr|B9A0M5|B9A0M5_DROME
OG0008223	XP_003492503.1	sp|Q9VTM5|TFB1M_DROME
OG0008224	XP_003492361.1	tr|Q9V9U9|Q9V9U9_DROME
OG0008226	XP_003492267.1	sp|Q9VEC1|MED17_DROME
OG0008227	XP_003492222.1	sp|Q9W4M9|NSUN2_DROME
OG0008228	XP_003492065.1	tr|A8JNW3|A8JNW3_DROME
OG0008229	XP_003491867.1	sp|O61305|DDX19_DROME
OG0008231	XP_003491368.1	sp|Q9VHR8|DPP3_DROME
OG0008232	XP_003490943.1	tr|A1Z9M6|A1Z9M6_DROME
OG0008233	XP_003490923.1	tr|Q9VEV3|Q9VEV3_DROME
OG0008234	XP_003490864.1	tr|A1ZB29|A1ZB29_DROME
OG0008235	XP_003490803.1	sp|Q9V439|MED22_DROME
OG0008236	XP_003490452.1	sp|Q7K480|MEPCE_DROME, sp|Q9VNH1|BN3D2_DROME
OG0008237	XP_003490432.1	tr|Q9Y166|Q9Y166_DROME, tr|Q9VHG7|Q9VHG7_DROME, tr|Q9VDM3|Q9VDM3_DROME, tr|A1Z787|A1Z787_DROME, tr|Q9VVS1|Q9VVS1_DROME
OG0008238	XP_003490377.1, XP_003490376.1	tr|Q9VXY8|Q9VXY8_DROME, tr|E1JI03|E1JI03_DROME
OG0008239	XP_003490263.1	tr|A1ZBM2|A1ZBM2_DROME
OG0008240	XP_003490255.1	tr|Q9VYX5|Q9VYX5_DROME
OG0008241	XP_003490160.1	tr|Q9VYA4|Q9VYA4_DROME
OG0008242	XP_003490083.1	tr|Q7K4I5|Q7K4I5_DROME
OG0008243	XP_003490037.1	sp|B7YZT2|FIS1_DROME
OG0008244	XP_003490024.1	tr|Q9VS57|Q9VS57_DROME
OG0008245	XP_003489872.1	tr|Q9W147|Q9W147_DROME
OG0008246	XP_003489838.1	tr|Q5BI03|Q5BI03_DROME
OG0008247	XP_003489703.1	tr|A1ZAD7|A1ZAD7_DROME
OG0008248	XP_003489631.1	sp|Q9VFS8|PSMD9_DROME
OG0008249	XP_003489607.1	tr|Q9W0M5|Q9W0M5_DROME
OG0008250	XP_003489550.1	tr|Q9VH79|Q9VH79_DROME, tr|Q9V405|Q9V405_DROME
OG0008251	XP_003489407.1	sp|Q9W358|RIC8_DROME
OG0008252	XP_003489357.1	sp|Q9W148|URI_DROME
OG0008253	XP_003489356.1	sp|Q9V968|GALL1_DROME
OG0008254	XP_003489274.1	sp|P05527|HMIN_DROME, sp|P02836|HMEN_DROME
OG0008255	XP_003489268.1	tr|Q9VD15|Q9VD15_DROME
OG0008256	XP_003489149.1	tr|Q9VT69|Q9VT69_DROME
OG0008257	XP_003489018.1	tr|Q9VQ40|Q9VQ40_DROME
OG0008258	XP_003488812.1	sp|Q9XYQ2|UN119_DROME
OG0008259	XP_003488549.1	sp|Q9V5Q4|SYF2_DROME
OG0008260	XP_003488510.1	sp|Q9VLV5|RUXE_DROME
OG0008261	XP_003488307.1	sp|Q9V3P6|PSMD1_DROME
OG0008262	XP_003488205.1	tr|Q9VKZ7|Q9VKZ7_DROME
OG0008263	XP_003488169.1	sp|Q9VZV5|CYHR1_DROME
OG0008264	XP_003488137.1	tr|Q9VD81|Q9VD81_DROME
OG0008265	XP_003488083.1	tr|Q9VLL5|Q9VLL5_DROME
OG0008266	XP_003488060.1	sp|P23572|CDK1_DROME
OG0008267	XP_003487992.1	tr|O18333|O18333_DROME
OG0008268	XP_003487894.1	sp|Q9W2U4|PP4R2_DROME
OG0008269	XP_003487881.1	sp|Q7JZB4|GMPPB_DROME
OG0008270	XP_003487745.1	sp|Q9U616|GCSH_DROME
OG0008271	XP_003487508.1	sp|Q9V3H2|PSDE_DROME
OG0008272	XP_003487451.1	sp|Q9V9Z1|RM32_DROME
OG0008273	XP_003487056.1	sp|Q9W552|VPS26_DROME
OG0008274	XP_003486944.1	sp|O46106|NOI_DROME
OG0008275	XP_003486885.1	tr|A1ZAQ6|A1ZAQ6_DROME, tr|Q9VCB9|Q9VCB9_DROME
OG0008276	XP_003486862.1	tr|A1Z823|A1Z823_DROME
OG0008277	XP_003486767.1	tr|O76513|O76513_DROME
OG0008278	XP_003486635.1	sp|Q9VNG0|MED27_DROME
OG0008279	XP_003486629.1	tr|Q9VRP4|Q9VRP4_DROME
OG0008280	XP_003486329.1	tr|A0A0B4KH20|A0A0B4KH20_DROME, tr|Q9V3B8|Q9V3B8_DROME
OG0008281	XP_003486206.1	tr|Q9VC53|Q9VC53_DROME
OG0008282	XP_003485919.1	tr|Q95RF6|Q95RF6_DROME
OG0008283	XP_003485549.1	sp|Q9VWA8|FRG1_DROME
OG0008284	XP_003485479.1	tr|Q9VUL8|Q9VUL8_DROME
OG0008285	XP_003485114.1	tr|Q9VLC4|Q9VLC4_DROME, tr|Q9W4J4|Q9W4J4_DROME
OG0008286	XP_003485104.1	sp|P12426|APT_DROME
OG0008287	XP_003485023.1	tr|Q8SX81|Q8SX81_DROME
OG0008288	XP_003484904.1	tr|Q9VKC8|Q9VKC8_DROME
OG0008290	XP_003484548.1	tr|Q7KUL4|Q7KUL4_DROME
OG0008291	XP_003484416.1	sp|Q9NJG9|SUZ12_DROME
OG0008782	XP_033180228.1	sp|Q7KLV9|PSD11_DROME
OG0008783	XP_033179747.1	tr|Q8SXX0|Q8SXX0_DROME
OG0008784	XP_033179706.1, XP_033179710.1, XP_033179711.1, XP_033179701.1, XP_033179703.1, XP_033179699.1, XP_033179700.1, XP_033179702.1, XP_033179705.1, XP_033179708.1, XP_033179709.1, XP_033179704.1, XP_033179707.1	sp|Q24119|TRH_DROME
OG0008785	XP_033179554.1, XP_033179553.1, XP_033179555.1	tr|A1Z843|A1Z843_DROME
OG0008786	XP_033179537.1, XP_033179538.1	tr|O76994|O76994_DROME
OG0008787	XP_012246985.1, XP_033179522.1	sp|P32865|GPRK1_DROME
OG0008788	XP_033179467.1, XP_024226772.2	tr|Q7K2N1|Q7K2N1_DROME, tr|Q9VXP5|Q9VXP5_DROME
OG0008789	XP_003493256.1, XP_012246653.1, XP_012246654.1, XP_033179364.1	tr|Q9VYI2|Q9VYI2_DROME
OG0008790	XP_033179347.1, XP_012246703.1, XP_012246704.1, XP_012246696.1, XP_012246697.1, XP_012246705.1, XP_012246701.1, XP_024226634.1, XP_012246699.1, XP_012246706.1, XP_012246700.1, XP_024226633.1, XP_012246707.1	sp|Q9W0E3|IML1_DROME
OG0008791	XP_033179270.1, XP_024226550.1	tr|Q7K332|Q7K332_DROME
OG0008792	XP_012245876.3, XP_003484758.1	tr|Q8I0K9|Q8I0K9_DROME
OG0008793	XP_033178974.1	tr|Q9W212|Q9W212_DROME
OG0008794	XP_033175158.1, XP_033175157.1, XP_012237520.1, XP_012237521.1	tr|Q8IR04|Q8IR04_DROME
OG0008794	XP_012245789.1, XP_003492598.1, XP_024226215.1, XP_012245790.1, XP_033178942.1, XP_033178943.1, XP_024226211.1, XP_033178941.1	tr|X2J9P4|X2J9P4_DROME
OG0008795	XP_003492497.1, XP_033178836.1, XP_012245603.1	tr|A0A0B4KHZ9|A0A0B4KHZ9_DROME
OG0008796	XP_033178681.1	tr|Q9VW72|Q9VW72_DROME, tr|Q9VHB4|Q9VHB4_DROME
OG0008797	XP_033178539.1, XP_003492046.1	tr|O18680|O18680_DROME
OG0008798	XP_033178452.1, XP_033178454.1, XP_033178453.1, XP_012244918.1, XP_033178451.1	sp|P14773|HMDH_DROME
OG0008799	XP_012244731.2, XP_003491862.1	sp|Q9I7W5|SAS10_DROME
OG0008800	XP_033178355.1, XP_024225545.1	tr|A8DZ10|A8DZ10_DROME
OG0008801	XP_033178318.1, XP_024225492.1, XP_033178319.1	tr|A1Z909|A1Z909_DROME
OG0008803	XP_012244128.1, XP_033178084.1, XP_033178085.1, XP_003491589.1	tr|Q9VV61|Q9VV61_DROME
OG0008805	XP_024227446.1	tr|Q9VKG1|Q9VKG1_DROME
OG0008805	XP_012241131.1	tr|Q9VK54|Q9VK54_DROME
OG0008805	XP_033177837.1	tr|Q9VWI6|Q9VWI6_DROME, tr|Q9VK22|Q9VK22_DROME
OG0008805	XP_033175696.1, XP_033175697.1, XP_024222201.1, XP_024222202.1	tr|A0A0B4KHL5|A0A0B4KHL5_DROME
OG0008806	XP_012243621.1, XP_012243619.1, XP_033177830.1, XP_012243620.1	sp|P54352|EAS_DROME
OG0008807	XP_033177724.1, XP_012243444.1, XP_024224782.1, XP_012243443.1	tr|Q9VH77|Q9VH77_DROME
OG0008808	XP_012243328.1, XP_033177663.1	sp|Q9TVP3|JDP_DROME
OG0008809	XP_003490834.2, XP_033177514.1	tr|Q9VFB5|Q9VFB5_DROME
OG0008810	XP_024224421.1, XP_024224420.1, XP_024224419.1, XP_024224418.1, XP_033177474.1, XP_033177472.1, XP_033177473.1, XP_033177478.1, XP_033177476.1, XP_033177480.1, XP_033177479.1, XP_033177475.1, XP_033177477.1	tr|E1JJ71|E1JJ71_DROME
OG0008813	XP_003490357.1, XP_033177225.1, XP_033177226.1	sp|Q8T088|WDR55_DROME
OG0008814	XP_033177177.1, XP_033177176.1	tr|M9PD03|M9PD03_DROME
OG0008815	XP_033177110.1, XP_003490266.1	tr|Q9VKI8|Q9VKI8_DROME
OG0008816	XP_033176943.1, XP_003490019.1	tr|C0HDP4|C0HDP4_DROME, tr|Q9VYE1|Q9VYE1_DROME
OG0008817	XP_033176915.1, XP_033176914.1, XP_033176916.1, XP_033176917.1, XP_024223862.1, XP_033176920.1, XP_033176923.1, XP_033176918.1, XP_033176919.1, XP_033176921.1, XP_033176925.1, XP_033176924.1	tr|Q9W2S5|Q9W2S5_DROME, tr|X2JE74|X2JE74_DROME
OG0008819	XP_024223341.2, XP_012240909.1, XP_003489501.1, XP_012240908.1	tr|A8JNI2|A8JNI2_DROME
OG0008820	XP_033176546.1, XP_024223331.1, XP_033176548.1, XP_024223335.1, XP_024223332.1, XP_024223333.1, XP_024223334.1, XP_033176547.1, XP_024223339.1, XP_024223337.1, XP_033176549.1, XP_024223330.1, XP_012240912.1	tr|Q9VID4|Q9VID4_DROME
OG0008821	XP_003489218.3	tr|Q9VHB8|Q9VHB8_DROME
OG0008822	XP_033176368.1	tr|Q9VRJ7|Q9VRJ7_DROME
OG0008823	XP_033176326.1	sp|Q9VW97|LSDA_DROME
OG0008824	XP_033176185.1, XP_012239979.1	sp|Q27268|DX39B_DROME
OG0008826	XP_024222770.2, XP_024222774.1, XP_024222773.1, XP_024222771.1, XP_024222769.1, XP_024222765.1, XP_024222764.1, XP_024222767.1, XP_003488791.1, XP_024222766.1, XP_012239877.1, XP_012239876.1, XP_024222768.1	tr|A0A0B4K620|A0A0B4K620_DROME
OG0008827	XP_033176099.1, XP_012239788.1	sp|Q9VYF8|COQ5_DROME
OG0008828	XP_033176083.1, XP_033176085.1, XP_033176084.1	sp|Q8SYS7|NARF_DROME
OG0008829	XP_033175992.1	tr|Q9W1W2|Q9W1W2_DROME, sp|Q9VHJ6|ICH_DROME
OG0008830	XP_024222486.1, XP_033175942.1, XP_024222488.1, XP_024222481.1, XP_033175941.1, XP_024222482.1, XP_024222483.1, XP_012239518.1, XP_024222484.1, XP_012239519.1, XP_024222485.1, XP_024222490.1, XP_024222487.1	tr|Q9W581|Q9W581_DROME
OG0008831	XP_024222378.1, XP_033175924.1, XP_033175925.1	sp|Q9VSB9|TMM43_DROME
OG0008833	XP_012239317.1, XP_012239318.1, XP_033175890.1	tr|Q7JW07|Q7JW07_DROME
OG0008834	XP_024222301.1, XP_024222300.1, XP_024222303.1, XP_033175835.1, XP_033175838.1, XP_033175836.1, XP_024222302.1, XP_024222298.1, XP_024222297.1, XP_033175839.1, XP_012239212.1	tr|A8JQT5|A8JQT5_DROME
OG0008835	XP_033175814.1, XP_012239142.1, XP_003488280.1	sp|Q9VVL6|MED19_DROME
OG0008836	XP_012238384.3	tr|Q9VM72|Q9VM72_DROME
OG0008837	XP_012238242.1, XP_003487700.1, XP_012238241.1, XP_033175525.1	sp|Q7KNF2|PABP2_DROME
OG0008838	XP_033175490.1, XP_003487732.1	sp|Q9VTL1|PCID2_DROME
OG0008839	XP_033175387.1, XP_024221709.1, XP_024221710.1, XP_024221711.1, XP_033175386.1	sp|Q27601|PUR1_DROME, tr|Q967S0|Q967S0_DROME
OG0008840	XP_033175344.1	tr|Q9VG00|Q9VG00_DROME
OG0008842	XP_033175047.1, XP_003487135.1	tr|Q9VKZ8|Q9VKZ8_DROME
OG0008843	XP_012237211.1, XP_033174992.1, XP_033174993.1, XP_033174994.1, XP_012237212.1	tr|Q86BP1|Q86BP1_DROME
OG0008844	XP_033174942.1, XP_012237136.1, XP_033174943.1, XP_033174941.1, XP_033174940.1	tr|Q8IH57|Q8IH57_DROME
OG0008845	XP_003486643.1, XP_024220791.1, XP_033174728.1	tr|Q9VRY2|Q9VRY2_DROME
OG0008846	XP_033174727.1	tr|Q5LJN3|Q5LJN3_DROME, tr|Q9VB71|Q9VB71_DROME, tr|Q9VB72|Q9VB72_DROME
OG0008847	XP_033174710.1	sp|Q9VCU5|MTG1_DROME
OG0008848	XP_033174663.1, XP_012236334.1, XP_012236335.1, XP_024220650.1	tr|Q9VIK0|Q9VIK0_DROME
OG0008849	XP_003486443.1, XP_012236272.1, XP_033174626.1, XP_033174627.1, XP_012236269.1, XP_012236273.1, XP_012236271.1	sp|Q9NDJ2|DOM_DROME
OG0008850	XP_003486369.1, XP_033174582.1, XP_033174581.1	tr|A0A0B4KFD8|A0A0B4KFD8_DROME
OG0008851	XP_012250214.1, XP_033174376.1, XP_033174372.1, XP_033174374.1, XP_033174375.1, XP_033174373.1, XP_033174371.1, XP_033174370.1, XP_024220264.1	tr|Q9VQU3|Q9VQU3_DROME, tr|Q9VGB2|Q9VGB2_DROME, tr|Q9W2L6|Q9W2L6_DROME, tr|Q86BI9|Q86BI9_DROME, tr|Q9VVV4|Q9VVV4_DROME
OG0008852	XP_033174369.1	tr|Q9VLT6|Q9VLT6_DROME
OG0008853	XP_033174301.1, XP_003486035.1	tr|Q9VJD0|Q9VJD0_DROME
OG0008854	XP_033174293.1	sp|Q9VVA6|NDC_DROME
OG0008855	XP_012249980.1, XP_012249977.1, XP_012249979.1, XP_024228455.1, XP_012249978.1, XP_033174258.1	tr|Q9VXE9|Q9VXE9_DROME
OG0008856	XP_033180533.1, XP_012248694.1	tr|Q9V9S9|Q9V9S9_DROME
OG0008857	XP_003485443.1, XP_033180447.1	tr|Q9W3W4|Q9W3W4_DROME
OG0008858	XP_033179897.1	tr|Q8SYF7|Q8SYF7_DROME
OG0008859	XP_012245471.1, XP_033178871.1, XP_033178870.1	tr|Q9VHE4|Q9VHE4_DROME
OG0008860	XP_033176218.1, XP_012240038.1, XP_012240046.1	tr|Q9VAD3|Q9VAD3_DROME
OG0008861	XP_033175437.1	tr|Q9VXQ3|Q9VXQ3_DROME
OG0008862	XP_033174504.1, XP_033174498.1, XP_033174500.1, XP_024220583.2	sp|P35832|PTP99_DROME
OG0008863	XP_024227776.1	tr|Q9V9Z8|Q9V9Z8_DROME
OG0008864	XP_024227612.1, XP_024227611.1	sp|Q7K5N4|CALYP_DROME
OG0008865	XP_012247939.1, XP_024227338.1	tr|M9PE88|M9PE88_DROME
OG0008866	XP_024226916.1, XP_003493516.1	sp|Q8T3Y0|SINAL_DROME, sp|P21461|SINA_DROME
OG0008867	XP_024226846.1	sp|P15357|RS27A_DROME
OG0008868	XP_012246135.1, XP_003492842.2, XP_024226386.1	tr|Q9VPB7|Q9VPB7_DROME
OG0008869	XP_024226237.1, XP_003492624.1	sp|A1Z6H7|PO210_DROME
OG0008871	XP_012243867.1, XP_024225023.1	tr|Q9VHN4|Q9VHN4_DROME
OG0008872	XP_024224666.1	sp|O16867|TAP_DROME
OG0008874	XP_012243072.1, XP_024224509.1, XP_012243071.1	sp|P07207|NOTCH_DROME
OG0008875	XP_024224139.1, XP_003490425.1	sp|Q9VGC7|EI3D2_DROME, sp|Q9VCK0|EI3D1_DROME
OG0008876	XP_012242291.1, XP_012242290.1, XP_012242292.1, XP_024224067.1	tr|A1ZBE9|A1ZBE9_DROME
OG0008877	XP_024224045.1, XP_003490342.1	tr|Q8SZ87|Q8SZ87_DROME
OG0008878	XP_024223417.1, XP_003489542.1	sp|Q7K1Z5|UFC1_DROME
OG0008879	XP_003487662.1, XP_012239778.1, XP_024222688.1, XP_012242393.1	tr|Q9VTD9|Q9VTD9_DROME
OG0008880	XP_024222667.1	tr|Q7KA43|Q7KA43_DROME
OG0008881	XP_024221631.1, XP_012237901.1, XP_003487471.1	sp|Q9VNA8|DONS_DROME
OG0008882	XP_024221550.1	sp|P49762|DOA_DROME
OG0008883	XP_003487165.1, XP_024221417.1	tr|Q9V397|Q9V397_DROME
OG0008884	XP_024221376.1, XP_024221375.1, XP_012237472.1, XP_012237473.1, XP_024221374.1, XP_012237474.1	tr|Q7K3H0|Q7K3H0_DROME
OG0008885	XP_012236916.1, XP_024221007.1	sp|P54350|WEE1_DROME
OG0008886	XP_024220756.1	sp|Q86BN8|PTPM1_DROME
OG0008887	XP_003486054.1, XP_012250006.1, XP_003486055.1, XP_024228488.1, XP_003486053.1	tr|A0A0C4DHD7|A0A0C4DHD7_DROME
OG0008888	XP_024228467.1	tr|A8JQW3|A8JQW3_DROME
OG0008889	XP_024228239.1, XP_003485731.2	sp|Q9VJD3|COG5_DROME
OG0008890	XP_012246977.1, XP_024226569.1, XP_003485297.1	tr|Q0E8K6|Q0E8K6_DROME
OG0008891	XP_003485041.1, XP_024224630.1	sp|Q9VHB3|USB1_DROME
OG0008892	XP_024223813.1, XP_024223816.1	sp|Q9VLJ0|PDE6D_DROME
OG0008893	XP_024222810.1	tr|Q9VG77|Q9VG77_DROME
OG0008894	XP_012238835.1, XP_024222647.1	tr|Q9VE85|Q9VE85_DROME
OG0008895	XP_003484852.1, XP_024222532.1, XP_024222545.1, XP_012239485.1	tr|Q9VNE3|Q9VNE3_DROME
OG0008896	XP_003484491.1, XP_024227925.1	tr|Q9VXI1|Q9VXI1_DROME, tr|Q5U1B0|Q5U1B0_DROME
OG0008897	XP_012248126.1, XP_003484408.1, XP_024221432.1	tr|Q961B9|Q961B9_DROME
OG0008898	XP_024221053.1, XP_003484419.3	tr|M9PC80|M9PC80_DROME
OG0008899	XP_012249022.1, XP_003494789.1	sp|Q8MZC4|CRLS1_DROME
OG0008900	XP_012248451.1, XP_003492684.2	sp|Q9VXY4|TMA16_DROME
OG0008901	XP_012247947.1	sp|Q8MSF5|RNK_DROME
OG0008903	XP_003493973.1, XP_012247837.1, XP_012247838.1	tr|Q9W444|Q9W444_DROME
OG0008904	XP_012247588.1	tr|Q9VB28|Q9VB28_DROME
OG0008905	XP_012247319.1, XP_003493618.1	tr|Q9W1Q8|Q9W1Q8_DROME
OG0008906	XP_012247315.1, XP_012247316.1	sp|Q9VUY9|PGM_DROME
OG0008907	XP_003494911.1	tr|Q9VW10|Q9VW10_DROME
OG0008909	XP_003494463.1	tr|A1ZBA8|A1ZBA8_DROME
OG0008910	XP_003494408.1	sp|Q8SWU7|OLA1_DROME
OG0008912	XP_003493972.1	tr|A8DYI6|A8DYI6_DROME
OG0008913	XP_003493871.1	tr|Q9VMH8|Q9VMH8_DROME
OG0008915	XP_003493756.1	sp|Q9V3K3|RUVB2_DROME
OG0008916	XP_003493508.1	sp|Q9VHN6|RM19_DROME
OG0008917	XP_003493361.1	tr|Q8IR42|Q8IR42_DROME
OG0008917	XP_012241371.1	tr|Q7KS40|Q7KS40_DROME, tr|Q7JY04|Q7JY04_DROME, tr|Q9VCK9|Q9VCK9_DROME, tr|Q9VCK8|Q9VCK8_DROME, tr|Q9VCK7|Q9VCK7_DROME, tr|Q9VWG6|Q9VWG6_DROME, tr|Q9VWG4|Q9VWG4_DROME, tr|Q9VWG5|Q9VWG5_DROME, tr|Q9VDC5|Q9VDC5_DROME, tr|Q9VPZ4|Q9VPZ4_DROME, tr|Q9W322|Q9W322_DROME
OG0008918	XP_012246517.1	sp|Q06849|ARL2_DROME
OG0008919	XP_012246208.1, XP_003486146.1	tr|Q9VT31|Q9VT31_DROME, tr|Q9VXK2|Q9VXK2_DROME
OG0008921	XP_012245831.1, XP_003492656.1	tr|Q9VRX1|Q9VRX1_DROME
OG0008923	XP_012245628.1	tr|Q9VW52|Q9VW52_DROME
OG0008925	XP_012245447.1, XP_012245446.1	sp|P18102|TLL_DROME
OG0008926	XP_012245383.1	sp|Q8SYG2|CSN3_DROME
OG0008927	XP_012245122.1	tr|O77262|O77262_DROME
OG0008928	XP_012245061.1	sp|Q9VGQ9|DPH3_DROME
OG0008929	XP_012244728.1, XP_012244729.1	sp|Q9VCP0|ELOA1_DROME
OG0008930	XP_012244569.1, XP_012244568.1	tr|Q9W4H8|Q9W4H8_DROME
OG0008931	XP_012244320.1, XP_003491657.1	sp|Q8IRG6|SPT16_DROME
OG0008932	XP_012244229.1, XP_003491749.1	tr|Q9VNP8|Q9VNP8_DROME
OG0008933	XP_012243862.1, XP_003491337.1	tr|Q9VLU2|Q9VLU2_DROME
OG0008934	XP_012243807.1, XP_003491420.1	sp|Q8SWV6|FICD_DROME
OG0008935	XP_012243094.1	tr|Q9VMN0|Q9VMN0_DROME, tr|Q9VXD6|Q9VXD6_DROME
OG0008936	XP_012242850.1, XP_003490777.1	sp|O97067|PTH2_DROME
OG0008937	XP_012242418.1, XP_012242420.1, XP_012242415.1, XP_012242419.1, XP_012242421.1, XP_003490527.1	tr|Q95TP0|Q95TP0_DROME
OG0008938	XP_003490071.1, XP_012241928.1	tr|Q8SX35|Q8SX35_DROME
OG0008939	XP_012241923.1, XP_003490056.1	tr|Q9W3L1|Q9W3L1_DROME
OG0008940	XP_003490125.1, XP_012241758.1	tr|Q9VUR1|Q9VUR1_DROME
OG0008941	XP_012241735.1, XP_003489967.2	tr|Q9VKB0|Q9VKB0_DROME
OG0008943	XP_012241363.1, XP_003489679.1	tr|Q9VNR8|Q9VNR8_DROME
OG0008944	XP_012241066.1, XP_012241067.1	tr|A0A0B4KHC3|A0A0B4KHC3_DROME
OG0008945	XP_012240788.1	sp|Q9VVX0|GEMI2_DROME
OG0008946	XP_003489269.1, XP_012240649.1	sp|Q9W1A2|NAA35_DROME
OG0008947	XP_012240607.1	sp|Q9VFS5|PP4R3_DROME
OG0008948	XP_012240378.1, XP_003489088.1	sp|Q9V3A4|CSUP_DROME
OG0008949	XP_012240224.1, XP_012240223.1	tr|Q9W423|Q9W423_DROME
OG0008950	XP_012240097.1, XP_003488847.1, XP_012240098.1	tr|Q9VBV8|Q9VBV8_DROME
OG0008951	XP_012240045.1	sp|Q0KI28|BL1S5_DROME
OG0008952	XP_012239993.1, XP_012239995.1, XP_012239992.1, XP_003488820.1	tr|Q9V3B5|Q9V3B5_DROME
OG0008953	XP_012239956.1	sp|Q9VNX8|EIF2A_DROME
OG0008954	XP_012239863.1	tr|Q8MRD1|Q8MRD1_DROME
OG0008955	XP_012239697.1	sp|Q9VPU8|KRR1_DROME
OG0008956	XP_003488658.1, XP_012239641.1	sp|Q9VA38|WARTS_DROME
OG0008957	XP_012239570.1	sp|Q9VUY0|MOX11_DROME
OG0008957	XP_003490967.1	sp|Q6NP60|MOX12_DROME
OG0008959	XP_012239187.1, XP_003488269.1, XP_012239186.1	sp|Q5LJZ2|SET1_DROME
OG0008962	XP_012238349.1	tr|Q9VMC7|Q9VMC7_DROME
OG0008963	XP_012238092.1	tr|A1ZAZ2|A1ZAZ2_DROME
OG0008964	XP_012237977.1	tr|Q9VHW6|Q9VHW6_DROME
OG0008965	XP_012237439.1, XP_012237438.1, XP_003487110.1, XP_012237440.1	sp|Q9VZD8|THUM1_DROME
OG0008966	XP_003487046.2	tr|Q9VWP2|Q9VWP2_DROME
OG0008967	XP_012237279.1, XP_003487141.1	tr|Q9VXG0|Q9VXG0_DROME
OG0008968	XP_003486879.1, XP_012237179.1	tr|Q8IMK1|Q8IMK1_DROME
OG0008969	XP_012237162.1	tr|Q9VW42|Q9VW42_DROME
OG0008970	XP_012237147.1	tr|Q9W5T4|Q9W5T4_DROME
OG0008971	XP_012236899.1	sp|Q95RA9|GILT1_DROME, tr|A0A0C4DHN2|A0A0C4DHN2_DROME
