Orthogroup	bombus	mouse
OG0002953	XP_033180817.1, XP_012249731.1, XP_012249728.1, XP_003485803.1	EDL31223.1, BAC39415.1, XP_036008831.1, XP_036008830.1, XP_036008828.1, XP_036008829.1, XP_036008826.1, NP_766324.1, sp|Q8CBY3.1|LENG8_MOUSE, AAH66768.1, AAH42658.1, EDL31222.1, BAC28671.1, BAE41922.1, XP_036008827.1, EDL31224.1, XP_036008825.1, XP_006539822.1, NP_001361538.1, EDL31221.1, XP_030098271.1
OG0002954	XP_033180344.1, XP_003485375.1, XP_012248037.1, XP_033180345.1	AAT46405.1, CAA09055.1, EDL06144.1, XP_030104072.1, EDL36349.1, sp|P53690.3|MMP14_MOUSE, EDL36348.1, BAC40377.1, BAE29216.1, BAE23719.1, NP_032634.3, BAE38000.1, BAE33060.1, AAH76638.1, AAB86602.1, BAE37413.1, CAA58520.2, AAB51753.1, ABB45784.1, BAE29158.1
OG0002955	XP_033177930.1, XP_003485126.1	AAF69481.1, XP_006523466.1, sp|E9PY46.1|IF140_MOUSE, NP_598887.3, NP_001397248.1, AAI39006.1, EDL22395.1, ABB72790.1, NP_001397246.1, NP_001397247.1, BAE37490.1, XP_006523470.1, NP_001397250.1, XP_006523471.1, XP_006523467.1, NP_001397249.1, BAC97977.1, EDL22396.1
OG0002956	XP_003485053.1, XP_033177775.1, XP_033177776.1	NP_659065.1, EDL22464.1, EDL22463.1, BAE24382.1, sp|Q8VC82.1|RHBL1_MOUSE, AAH21549.1, sp|P58873.1|RHBL3_MOUSE, AAH56969.1, CAC86144.1, EDL15633.1, XP_006533392.1, NP_631974.1, AAH54784.1, EDL15634.1, XP_006533393.1, XP_036012597.1
OG0002957	XP_012241757.1, XP_033177161.1, XP_012241762.1, XP_024224052.1, XP_012241752.1, XP_003484942.1	BAE42328.1, BAE33049.1, AAD50604.1, AAI20700.1, sp|Q9R0A1.2|CLCN2_MOUSE, AAI37626.1, XP_006521812.1, XP_030104812.1, XP_017172351.1, EDK97590.1, NP_034030.2, AAD26466.1
OG0002958	XP_012240846.1, XP_033176699.1	NP_001035221.1, AAH57673.2, EDL17008.1, EDL17007.1, EDL17011.1, EDL17006.1, EDL17010.1, AAC53030.1, sp|Q62448.2|IF4G2_MOUSE, AAC53095.1, NP_038535.2, AAH43034.2, AAH92521.1, AAI27065.1, BAE29817.1, BAE30567.1, BAE24708.1, BAE25826.1, EDL17005.1, EDL17009.1, AAH64810.2, AAH40391.2, AAH56387.1
OG0002959	XP_012247408.1, XP_024227104.1, XP_012247407.1	BAE23850.1, sp|Q8VCB3.2|GYS2_MOUSE, AAI58082.1, NP_663547.2, XP_006507020.1, AAH19389.1, AAI31688.1, NP_109603.2, AAI31689.1, AAI52551.1, sp|Q9Z1E4.2|GYS1_MOUSE, EDL22855.1, BAE42275.1, BAC34420.1
OG0002960	XP_003492437.3	AAR24085.1, AAR24086.1, XP_030106616.1, NP_001347226.1, NP_001347227.1, NP_001347229.1, CAQ76702.1, NP_001334371.1, NP_001347247.1, CAQ76701.1, EDL41763.1, AAI16987.1, CAA80654.1, sp|P32304.2|5HT7R_MOUSE, NP_032341.2, BAE23561.1
OG0002961	XP_003490332.1, XP_024224075.1	BAA11118.1, AAC53105.1, BAC37960.1, BAE42689.1, BAB26950.1, AAI07316.1, BAE40148.1, XP_036016796.1, EDL02672.1, sp|P84089.1|ERH_MOUSE, AAI07317.1, AAH83141.1, AAI32424.1, NP_001396524.1, EDL02669.1, NP_001334338.1, AAH99476.1, AAI32422.1, NP_031977.1, pdb|1WWQ|A, pdb|1WZ7|B, pdb|1WZ7|C, pdb|1WZ7|A
OG0002962	XP_012241046.1, XP_024223422.1, XP_003489541.1	NP_001346335.1, NP_001346336.1, AAI72063.1, NP_001346332.1, EDL24627.1, BAE27010.1, NP_079640.1, AAI58024.1, BAB22799.1, sp|Q9D1J3.3|SARNP_MOUSE, AAI57910.1, AAH27510.1, EDL24629.1, BAC40246.1, EDL41605.1, BAB31400.1, NP_001346334.1, EDL24628.1, NP_001346333.1
OG0002963	XP_003489277.2, XP_024223164.1, XP_012240648.1	BAE25399.1, EDL27163.1, NP_001103679.1, XP_030107917.1, XP_006500209.1, XP_030107916.1, sp|Q7TQ95.1|LNP_MOUSE, NP_081409.1, EDL27161.1, XP_006500208.1, EDL27162.1, XP_006500210.1, EDL27160.1, XP_036018450.1, XP_030107918.1, BAD32519.1, AAP76388.1, BAE23015.1, AAH57961.2
OG0002964	XP_012240429.1, XP_003489072.1, XP_024222974.1	EDL14315.1, NP_001185494.1, NP_001185495.1, sp|Q8K007.1|SULF1_MOUSE, AAM76863.1, BAC25858.1, XP_036020594.1, NP_758498.1, AAH34547.1, AAH49276.1, XP_036020591.1, XP_036020584.1, XP_006495576.1, BAC98088.1, XP_036020589.1, XP_006495573.1, XP_006495575.1, BAC32179.1
OG0002965	XP_012238489.1, XP_024221925.1, XP_012238491.1	AGY49281.1, EDL27130.1, XP_006500171.1, XP_006500170.1, ADI43226.1, NP_001263372.1, ADI43227.1, AAI15699.1, AGY49280.1, EDL27128.1, XP_006500168.1, XP_006500167.1, ADI43225.1, XP_006500169.1, EDL27129.1, EDL27131.1, NP_001177226.1, ADI43228.1, NP_001263373.1, AAO85072.1, AAH26382.1
OG0002966	XP_024221066.1, XP_012236892.1, XP_024221069.1, XP_024221068.1, XP_024221067.1, XP_024221070.1, XP_024221071.1, XP_024221075.1, XP_024221072.1, XP_024221073.1, XP_024221074.1	NP_033807.2, AAH52703.1, BAC29406.1, AAH54535.1, CAA38296.1, NP_001288140.1, sp|P22892.3|AP1G1_MOUSE, pdb|6CRI|R, pdb|6CRI|Q, pdb|6CRI|G
OG0002967	XP_003488677.1, XP_024228050.1, XP_003485523.1, XP_012249286.1	sp|Q710D3.1|UN93A_MOUSE, CAD19523.1, XP_011244517.1, NP_954860.1, XP_011244519.1, XP_030105852.1, NP_001136011.1, XP_006523306.1, AAI47831.1, XP_011244481.1, XP_006523305.1, XP_036016637.1, XP_006523307.1, XP_006523396.1, XP_030105853.1, XP_011244482.1, XP_011244520.1, XP_011244518.1, AAI39461.1, AAI51196.1
OG0002968	XP_012242756.1, XP_024224569.1, XP_012242760.1	XP_006532568.1, XP_006532567.1, NP_001348880.1, BAE27757.1, NP_598788.2, AAH79636.1, BAC35779.2, BAC33607.2, EDL16119.1, AAN75014.1, AAK56101.1, EDL16120.1, AAK56102.1, AAC31118.1, NP_038662.2, NP_001073587.1, sp|Q925J9.2|MED1_MOUSE, EDL16118.1, NP_001348879.1, AAH21440.1
OG0002969	XP_003484702.1, XP_012237437.1, XP_024221464.1	BAC33087.1, EDL37118.1, XP_006517535.3, XP_006517529.3, XP_036014119.1, XP_017171132.1, XP_036014120.1, XP_006517525.3, XP_006517527.3, sp|E9PV86.1|MCTP1_MOUSE, NP_084450.3, XP_006517530.3, XP_006517526.3, XP_006517532.1, XP_006517533.1, XP_006517531.1, NP_001364037.1, XP_006517534.1, XP_030103329.1
OG0002970	XP_012249176.1	AAH58118.1, BAB22621.1, NP_001186279.1, EDL12210.1, XP_036019156.1, NP_001274510.1, NP_001005859.1, sp|Q9D1R9.2|RL34_MOUSE, pdb|7CPV|Lg, NP_081000.1, pdb|6SWA|e, EDL12211.1, AAI00361.1, pdb|7CPU|Lg, AAH28517.1, EDL12212.1, BAE27014.1, EDL20108.1, pdb|7LS2|a2, pdb|7LS1|a2
OG0002971	XP_012248847.1	EDL31565.1, AAH29741.1, NP_001191860.1, sp|Q60870.1|REEP5_MOUSE, AAB07994.1, BAB26991.1, BAB28678.1, BAE31270.1, BAE30075.1, BAE30258.1, BAE31151.1, AAH13052.1, AAT70678.1, EDK97085.1, NP_031900.3
OG0002972	XP_012248589.1, XP_003494421.1	EDK99734.1, NP_001264734.1, EDK99732.1, AAH29748.1, sp|O09012.2|PEX5_MOUSE, NP_001397209.1, CAB09694.1, NP_033021.2, NP_001397208.1, BAE26240.1, NP_001397210.1, EDK99735.1, BAE26388.1, BAE36414.1, NP_001347499.1, BAC40632.1, EDK99733.1, NP_001264259.1, CAC94925.1, NP_787947.1
OG0002973	XP_012248158.1	AAH53723.1, EDK98392.1, NP_032718.2, NP_001344122.1, BAA22216.1, NP_001344121.1, AAH85261.1, AAC52892.1, EDL30417.1, NP_001344123.1, XP_030109165.1, AAH20117.1, XP_036019707.1, XP_030109167.1, XP_006502914.1, NP_001264024.1, BAE33686.1, XP_036019709.1, XP_006502912.1, XP_030109166.1, NP_001041633.1, sp|P70353.2|NFYC_MOUSE
OG0002974	XP_003493908.1, XP_012247724.1, XP_012247725.1, XP_012247726.1	BAB26396.1, AAF66952.1, BAE29078.1, BAE41460.1, NP_001277466.1, XP_030107258.1, BAE42712.1, sp|Q3U2S4.2|OTUD5_MOUSE, NP_613070.2, XP_030107257.1, AAH16529.1, AAH51111.1, XP_017174053.1, NP_001277465.1, BAE33066.1, XP_006527729.1, XP_006527728.1, EDL33927.1, EDL33926.1, EDL33928.1
OG0002975	XP_012247620.1, XP_012247617.1	XP_036016093.1, BAE41943.1, BAB23408.1, XP_036016092.1, NP_001034622.1, EDK97379.1, BAC28155.1, BAC27047.1, BAE38276.1, AAH05541.1, NP_444411.2, sp|Q99K01.2|PDXD1_MOUSE, EDK97380.1, NP_001277946.1, EDK97381.1, BAE37462.1, BAC35732.1, NP_001344154.1, XP_011244355.1, XP_011244356.1, BAC35991.1, XP_011244357.1
OG0002976	XP_012247290.1, XP_012247289.1, XP_012247288.1	XP_030111436.1, CBJ06653.1, BAE39907.1, EDL39611.1, BAE30507.1, BAE28369.1, NP_082596.2, AAR08378.1, NP_001292998.1, AAH14875.1, CBJ06652.1, BAE25492.1, BAE25493.1, BAB28509.1, sp|Q91VH1.1|PAQR1_MOUSE, BAE40044.1
OG0002977	XP_012247110.1, XP_003493520.1	EDL13608.1, NP_061280.2, BAC36584.1, XP_017177172.1, BAB23835.1, EDL13605.1, EDL13606.1, AAH03329.1, BAC37480.1, XP_011239714.1, XP_011239713.1, XP_011239715.1, NP_001298038.1, EDL13607.1, BAD83579.1, AAF17488.1, sp|Q9QXP6.1|MKRN1_MOUSE
OG0002978	XP_003494857.1	XP_011240784.1, sp|Q8VCZ2.1|TM45B_MOUSE, AAH18222.1, NP_659185.1, EDL25347.1, BAE25835.1, AAH26654.1, XP_006522458.1, XP_006522459.1, XP_017172575.1, XP_036015928.1, XP_030105056.1, BAC38228.1, NP_062605.2, XP_036015929.1, EDK98165.1, XP_030105057.1, BAC33947.1, AAH64715.1, AAA37113.1, sp|Q60774.1|TM45A_MOUSE
OG0002979	XP_003494427.1	pdb|1X1S|A, pdb|1X1R|A, pdb|3PIR|A, pdb|3PIT|A, pdb|3KKO|B, pdb|3KKO|A, pdb|3KKO|P, pdb|3KKQ|A, pdb|3KKP|A, XP_006510888.1, XP_036010535.1, EDL21008.1, sp|O08989.1|RASM_MOUSE, BAA20538.1, NP_032650.1, AAH24389.1, BAE20672.1, EDL21009.1, AAD02277.1, BAE37610.1, XP_030099940.1, AAD01926.1
OG0002980	XP_003494223.1	AAH21940.1, AAH98239.1, BAA08711.1, NP_032663.1, BAC40274.1, XP_006504718.1, NP_001343512.1, BAA19866.1, sp|P53368.1|8ODP_MOUSE, BAE40252.1, NP_001343513.1, BAB27785.1, EDL19122.1, EDL19123.1, NP_001343514.1, pdb|6EHH|D, pdb|6EHH|A, pdb|6EHH|B, pdb|6EHH|C, pdb|5MZG|B, pdb|5MZE|B, pdb|5MZE|D, pdb|5MZG|A, pdb|5MZE|C, pdb|5MZE|A
OG0002981	XP_003494041.1	NP_001346453.1, AAH54729.1, AAH43058.1, AAH31899.1, NP_001346455.1, NP_001346454.1, EDL21228.1, AAH19766.1, EDL21227.1, BAE22042.1, NP_683732.1, XP_006511935.1, AAH23854.1, sp|Q91YE7.1|RBM5_MOUSE, CAC69136.1, BAE27501.1, EDL21224.1, EDL21225.1, EDL21226.1, XP_030100595.1, AAH03988.1, XP_006511939.1, XP_006511938.1, XP_030100594.1, XP_030100593.1, XP_030100592.1
OG0002982	XP_003493617.1	pdb|6SWA|o, XP_006532673.1, XP_030101565.1, NP_001152955.1, AAH10710.1, AAH83131.1, sp|P84099.1|RL19_MOUSE, pdb|7CPV|LR, pdb|7LS1|L2, BAB26941.1, EDL16112.1, pdb|7CPU|LR, pdb|7LS2|L2, AAH92539.1, BAE40369.1, EDL22239.1, XP_036012354.1, XP_036012353.1, AAH89549.1, AAH87961.1, NP_033104.2, AAB48630.1, EDL33875.1
OG0002983	XP_003492319.1, XP_012245328.1	NP_001334571.1, EDL34550.1, AAH31908.1, BAE30342.1, BAE41712.1, EDL34552.1, AAB40893.1, AAH55058.1, BAE29243.1, sp|P97765.1|WBP2_MOUSE, BAE41819.1, BAC31444.1, NP_058548.1, BAE27268.1, BAB23594.1, BAE37064.1, NP_001348375.1, EDL34551.1
OG0002984	XP_012245082.1	AAI20813.1, NP_001074281.1, sp|Q0P523.1|CIB3_MOUSE, AAI20815.1, EDL10789.1, XP_006509731.1, XP_036011040.1, EDL25817.1, XP_036011041.1, BAA36545.1, BAB23968.1, sp|Q9Z309.1|CIB2_MOUSE, EDL25816.1, BAB28737.1, AAH05739.1, NP_062660.1
OG0002985	XP_012244021.1, XP_003491530.1, XP_003491529.1	NP_079873.1, pdb|6ZR2|k, BAB26021.1, pdb|6G72|k, AAH36989.1, pdb|7AK6|k, pdb|6G2J|k, pdb|7PSA|k, BAB25357.1, sp|Q9CQZ6.1|NDUB3_MOUSE, pdb|7B93|k, BAE23555.1, pdb|6ZTQ|k, BAB28928.1, pdb|7AK5|k, EDL00089.1, BAB28160.1
OG0002986	XP_003491066.2	XP_030108670.1, XP_030108669.1, NP_081411.2, EDL12305.1, AAH67020.1, XP_006502101.1, XP_036019190.1, BAE20977.1
OG0002987	XP_012243283.1, XP_012243285.1	EDL14738.1, BAE30246.1, BAE30077.1, XP_006525906.1, sp|Q8JZZ6.1|AMERL_MOUSE, NP_705735.1, EDK97038.1, EDK97036.1, AAH34661.1, AAH56948.1, XP_036016994.1, XP_030106287.1, XP_030106286.1, XP_036016993.1, EDK97039.1, XP_006525904.1, XP_006525905.1, BAE21471.1, EDK97037.1, NP_001229359.1, XP_030106289.1, XP_006525907.1
OG0002988	XP_012242311.1, XP_003490414.1	pdb|7O3H|E, pdb|7O37|P, pdb|7O3C|E, pdb|7O3C|P, pdb|7O37|E, pdb|7O3H|P, pdb|7O3E|P, BAE31179.1, EDL32386.1, BAB23097.1, BAB28081.1, CAI24872.1, sp|Q9CR68.1|UCRI_MOUSE, BAB29374.1, BAE31751.1, AAH19934.1, NP_079986.1, EDL32385.1, pdb|7O37|T, pdb|7O3C|T, pdb|7O3E|T, pdb|7O3H|T
OG0002989	XP_012240495.1	XP_036020593.1, AAH86316.1, BAE20781.1, XP_006503703.1, EDL37508.1, NP_001106833.1, XP_036020592.1, NP_598671.3, XP_006503704.1, XP_006503705.1, sp|Q8CGA2.2|TBC14_MOUSE, AAH96446.1, AAH42515.1, BAC41476.1, XP_006503707.1, BAC25391.1, XP_006503708.1, NP_001106835.1, XP_036020595.1, BAD02828.1, AAH11420.1, XP_036020597.1, XP_006503710.1, XP_036020596.1
OG0002990	XP_012240347.1	BAE34294.1, BAC40132.1, BAE34164.1, AAH21320.1, BAC36119.1, AAI08350.1, CAC40701.1, BAE21135.1, sp|F6ZDS4.1|TPR_MOUSE, EDL39478.1, NP_598541.3, XP_006529128.1, AAI41407.1, EDL39479.1, AAI41411.1, DAA00370.1, AAH29834.1, BAE23209.1, AAM03151.1, AAL02135.1, BAC36781.1
OG0002991	XP_012239422.1, XP_003488360.1	EDK97598.1, BAE30626.1, pdb|7CPV|SK, BAB27372.1, pdb|7LS1|v2, AAH86919.1, pdb|7LS2|v2, EDL22545.1, BAB25901.1, sp|P63325.1|RS10_MOUSE, NP_080239.1, AAH03853.1, AAH89323.1, BAE29866.1, AAH19725.1, BAE26437.1, EDL38826.1, BAE33964.1, pdb|7CPU|SK, BAE23033.1, NP_001351863.1
OG0002992	XP_012239096.1, XP_012239094.1, XP_012239095.1, XP_003488219.1	AAK28817.1, EDL19279.1, NP_113582.1, XP_030110789.1, XP_030110788.1, XP_036021526.1, AAH19117.1, BAE29458.1, XP_030110790.1, XP_030110787.1, XP_036021525.1, XP_006504694.1, XP_006504693.1, sp|Q99MR6.1|SRRT_MOUSE, AAK28818.1, NP_001346531.1, NP_001103379.1, AAH66831.1, AAK28819.1, NP_001103380.1, AAK28820.1
OG0002993	XP_012237125.1	BAB28897.1, EDL24466.1, NP_080258.1, BAB29196.1, EDL24467.1, BAC36084.1, XP_030101090.1, XP_030101089.1, sp|Q9CQ88.1|TSN31_MOUSE, BAB28252.1, AAH23306.1, BAC41170.1, BAE39572.1, sp|Q9D8C2.1|TSN13_MOUSE, BAC41139.1, BAE38371.1, AAH18317.1, BAE34648.1, BAB25510.1, EDL36856.1, EDL36855.1, BAE39971.1, NP_079635.1
OG0002994	XP_012236980.1, XP_012236981.1	BAC25700.1, BAD90150.1, XP_006534946.1, AAI06127.1, NP_766302.2, NP_001108482.1, BAE22096.1, sp|Q571G4.2|LIN54_MOUSE, XP_006534947.1, EDL20291.1, NP_001346843.1, AAI45026.1, BAC26373.1, EDL20292.1, XP_011247730.1, XP_017176337.1, NP_001333512.1, XP_011247731.1, AAI25581.1, EDL20293.1
OG0002995	XP_012236936.1, XP_003486813.1	EDL21499.1, XP_030100984.1, XP_036011711.1, EDL21497.1, XP_011241780.1, XP_006513818.1, XP_006513819.1, XP_006513820.1, NP_001264117.1, EDL21498.1, XP_030100983.1, sp|Q8C5H1.2|ANO4_MOUSE, XP_036011710.1, XP_006513822.1
OG0002996	XP_012249870.1, XP_003485911.1	AAC52610.1, NP_001397392.1, NP_035150.3, sp|P48722.2|HS74L_MOUSE, EDL35139.1, EDL35137.1, BAC28524.1, BAE36391.1, BAC34491.1, BAA19468.1, BAA08446.1, EDL35138.1, AAH12712.1, NP_001397393.1, NP_001397394.1, BAE25783.1, AAI10663.1, AAH57002.1, AAH03770.1, EDL33601.1, BAE33178.1, NP_032326.3
OG0002997	XP_003485517.1, XP_012249239.1	sp|Q61768.3|KINH_MOUSE, AAH90841.1, NP_032474.2, EDL23035.1, XP_030100779.1, NP_032473.2, BAE27862.1, sp|P33175.3|KIF5A_MOUSE, NP_001034089.1, BAE28087.1, AAH58396.1, BAE28054.1, AAC79803.1, CAA43677.1, EDL26880.1, AAH67051.1, sp|P28738.3|KIF5C_MOUSE, NP_032475.2
OG0002998	XP_012247435.1, XP_003485331.1, XP_012247443.1, XP_012247453.1, XP_012247446.1	XP_036011846.1, BAB25534.1, NP_079722.1, EDL03497.1, XP_030101076.1, XP_036011848.1, XP_036011847.1, EDL03496.1, XP_006512875.1, XP_030101074.1, XP_036011849.1, BAB23957.1, BAE36844.1, NP_001334291.1, AAH35305.1, sp|Q9D8B1.2|AIG1_MOUSE
OG0002999	XP_003484488.1, XP_012249500.1	pdb|3TPO|A, EDL34319.1, EDL34317.1, AAH06720.1, AAH03274.1, AAH94011.1, BAE39616.1, BAE39164.1, prf||2211316B, BAE39020.1, BAE41041.1, BAE27705.1, BAA09536.1, AAC52451.1, BAE38866.1, BAE24160.1, BAE38268.1, NP_034785.1, sp|P52293.2|IMA1_MOUSE, EDL34318.1
OG0003000	XP_003493271.1	BAC98099.2, NP_835220.1, BAE27957.1, sp|Q8BXK8.1|AGAP1_MOUSE, BAC32770.1, EDL40100.1, BAE27969.1, NP_001032213.1, NP_001346810.1, EDL03115.1, sp|Q8VHH5.1|AGAP3_MOUSE, BAC37668.1, AAH31173.1, XP_030110215.1, XP_006535740.1, EDL03114.1, EDL03116.1, AAL68640.1, NP_631892.2
OG0003001	XP_003492594.1	sp|Q04887.2|SOX9_MOUSE, AAH23808.1, NP_035578.3, AAH23796.1, BAC26830.1, AAH24958.1, EDL34400.1, AAH34264.1, BAC34018.1, BAD90382.1, AAH04064.1, AAL16093.1, AAH23953.1, sp|Q04888.2|SOX10_MOUSE, NP_035567.1, BAC31498.1, AAH23356.1, AAC24564.1, AAB49282.1, AAH18551.1, AAB99738.1, EDL04668.1, AAH51058.1, AAH25171.1
OG0003002	XP_003492455.1	BAC29944.1, NP_001347524.1, BAC37027.1, EDL01727.1, BAE24110.1, BAC28968.1, sp|Q9CPV7.1|ZDHC6_MOUSE, BAE25717.1, BAC34229.1, BAC36960.1, BAE34974.1, XP_006527331.1, NP_080159.3, BAB26831.1, BAE34103.1, XP_011245618.1, BAE32798.1, EDL01729.1, EDL01728.1, XP_030106892.1, AAH33317.1, NP_001028745.1, BAB27576.1
OG0003003	XP_003492328.1	BAC34328.1, BAE41485.1, sp|Q91W63.1|NRK1_MOUSE, NP_663472.1, XP_011245527.1, EDL41561.1, AAH16495.1, BAB26235.1, EDL31448.1, AAI19247.1, AAI19245.1, NP_081396.1, sp|Q9D7C9.1|NRK2_MOUSE, BAE23375.1
OG0003004	XP_003491993.1, XP_003491992.1	AAH02249.1, AAF37293.1, BAE27538.1, NP_001239405.1, sp|Q9JIF0.1|ANM1_MOUSE, AAF37292.1, EDL22779.1, NP_062804.1, EDK99863.1, DAA01382.1, NP_958759.2, sp|Q6PAK3.2|ANM8_MOUSE
OG0003005	XP_003491331.1	XP_036012450.1, XP_006532933.1, XP_036012448.1, XP_036012453.1, XP_036012449.1, EDL10362.1, NP_778167.1, XP_036012451.1, ABS87352.1, BAE20917.1, EDL10364.1, AAH96583.1, sp|Q8R3L0.1|MMGT2_MOUSE, AAH25076.1, XP_036012452.1, BAE20417.1, ABS87351.1, AAH32271.1, sp|Q8K273.1|EMC5_MOUSE, BAC29362.1, BAC31567.1, BAC33874.1, NP_666346.1, EDL42148.1
OG0003006	XP_003490990.1	pdb|1X1M|A, EDL25927.1, EDL25925.1, EDL25926.1, XP_030100424.1, XP_030100427.1, XP_030100423.1, NP_081362.2, XP_036011138.1, XP_006511470.1, XP_006511471.1, XP_006511469.1, BAB26033.1, NP_001116345.1, XP_030100425.1, sp|Q91W67.2|UBL7_MOUSE, BAE32627.1, AAH16456.1, AAH94047.1
OG0003007	XP_003490330.1	BAE29481.1, sp|P06745.4|G6PI_MOUSE, AAH86640.1, AAH88995.1, BAE27695.1, NP_032181.2, pdb|2CXT|B, pdb|2CXR|B, pdb|2CXS|A, pdb|2CXU|B, pdb|2CXT|A, pdb|2CXS|B, pdb|2CXU|A, pdb|2CXR|A, pdb|2CXO|A, pdb|2CVP|A, pdb|2CXP|A, pdb|2CXN|B, pdb|2CXQ|A, pdb|2CXN|A, pdb|2CXP|B, pdb|2CXO|B, pdb|2CVP|B, pdb|2CXQ|B
OG0003008	XP_003490020.1	BAE28764.1, EDL20414.1, AAH03733.1, BAE35735.1, NP_062630.2, XP_030107288.1, BAE39476.1, AAI10315.1, XP_036017943.1, AAC69711.1, sp|O70401.1|TSN6_MOUSE, BAE27349.1, EDL07163.1, EDL35679.1, BAE27892.1, sp|Q62283.2|TSN7_MOUSE, BAB23554.1, NP_062608.2, AAH58603.1, AAH26516.1, XP_036017797.1, BAA05493.1, AAC34579.1
OG0003009	XP_003489990.1	NP_001161304.1, AAH26397.1, EDL17531.1, EDL17530.1, BAB32050.1, AAH69858.1, XP_030097806.1, XP_006507227.1, XP_017177400.1, AAH10442.1, XP_006507226.1, NP_932128.2, EDL01313.1, EDL01311.1, NP_666315.3, BAC31389.1, EDL01312.1, NP_084502.2, BAC29209.1, AAH31466.2, NP_780769.1, BAC27935.1, BAC31424.1, AAH58799.2, EDL17529.1
OG0003010	XP_003489974.1	sp|Q9DCX8.1|IYD1_MOUSE, EDL03599.1, BAB22041.1, NP_081667.1, AAH23358.1, pdb|3GH8|B, pdb|3GH8|C, pdb|3GH8|E, pdb|3GFD|A, pdb|3GFD|B, pdb|3GB5|A, pdb|3GH8|A, pdb|3TNZ|A, pdb|3TO0|A, pdb|3TNZ|B, pdb|3TO0|B, pdb|3GH8|F, pdb|3GH8|G, pdb|3GH8|D, pdb|3GH8|H
OG0003011	XP_003489877.1	EDL22803.1, pdb|6SWA|N, CAA35908.1, EDL42049.1, pdb|7LS2|I2, CAJ18377.1, BAE27073.1, BAE33555.1, AAH82289.1, sp|P19253.4|RL13A_MOUSE, pdb|7LS1|I2, BAB25132.1, pdb|7CPU|LO, pdb|7CPV|LO, BAE40618.1, EDL22806.1, NP_033464.2, BAE40717.1, AAH86896.1
OG0003012	XP_003489554.1	XP_036011895.1, BAF32940.1, AAH27312.1, AAH06690.1, BAC39577.1, sp|Q922Z0.1|OXDD_MOUSE, NP_081718.2, BAC28253.1, BAE36456.1, EDL04957.1, BAE38141.1, EDL04958.1, BAB30761.1, NP_001303648.1, EDL04959.1, BAB31908.1, NP_001303647.1, NP_001303645.1, NP_001303646.1, CAJ55686.1, XP_036011897.1, XP_036011898.1, XP_036011896.1
OG0003013	XP_003489324.1	EDL39928.1, AAH64674.1, BAB24580.1, NP_079730.1, BAE26593.1, sp|Q9D8Y8.1|ING5_MOUSE, BAB26210.1, BAC25697.1, BAB25095.1, XP_006529855.1, EDK99792.1, EDK99795.1, EDK99794.1, BAC27489.1, sp|Q8C0D7.2|ING4_MOUSE, NP_001355624.1, BAB26183.1, AAH09127.1, BAC25009.1, NP_579923.1, BAC34304.1
OG0003014	XP_003489039.1	AAH53425.1, sp|Q9ESP1.2|SDF2L_MOUSE, NP_071719.1, BAB18276.1, EDK97448.1, BAB18278.1, EDL01039.1, NP_001346035.2, NP_001391271.1, BAB22144.2, BAA09313.1, sp|Q9DCT5.1|SDF2_MOUSE, AAH58798.1, AAH62881.2, NP_033169.4, AAH87871.1, NP_001391268.1, NP_001391267.1, NP_001391269.1, NP_001391273.1, NP_001391272.1, NP_001391270.1
OG0003015	XP_003488790.1	BAE35020.1, sp|Q6P9S7.1|GLT10_MOUSE, BAE43090.1, BAD21405.1, AAH60617.1, NP_598950.2, EDL07785.1, BAE34806.1, XP_006532454.1, XP_030101481.1, XP_030101480.1, BAC28334.1, EDL28626.1, XP_017168336.2, XP_036009969.1, XP_030099456.1, NP_778197.2, ADP69005.1
OG0003016	XP_003488637.1	EDL37384.1, AAM92775.1, NP_851799.1, AAM92776.1, AAI00566.1, NP_851798.1, AAM92777.1, EDL37385.1, EDL37386.1, AAM92774.1, NP_851796.1, EDL37387.1, AAN15148.1, NP_851797.1, AAL40809.1, NP_653124.1, AAH61000.1, BAC38108.1, BAE33900.1, pdb|6GVW|C, pdb|6GVW|H, BAC34385.1, sp|Q8K3W0.2|BABA2_MOUSE, EDL37388.1
OG0003017	XP_003488429.1	pdb|7O3C|F, pdb|7O37|Q, pdb|7O3C|Q, pdb|7O3E|Q, pdb|7O3H|Q, pdb|7O3H|F, pdb|7O3E|F, pdb|7O37|F, AAH31607.1, AAH86921.1, BAB25983.1, NP_080495.1, BAB25678.1, sp|Q9D855.3|QCR7_MOUSE, AAI00602.1, EDL20611.1, BAE40676.1, EDL10333.1, EDL39149.1, BAE40296.1, BAB31397.1
OG0003018	XP_003487787.1, XP_003487788.1	NP_001345773.1, AAH57572.1, EDL03970.1, sp|Q60700.1|M3K12_MOUSE, XP_017172114.1, NP_033608.3, XP_036015323.1, BAC28689.1, EDL03973.1, NP_001157115.1, EDL03971.1, AAB17123.1, AAA57280.1, BAE38775.1, AAH47158.1, XP_030104449.1, XP_017172113.1, BAC26658.1, XP_030104450.1, XP_030104451.1, XP_006521076.1, BAC38274.1, EDL03972.1
