Orthogroup	bombus	finch	fly	mouse
OG0043306				XP_011243807.1
OG0043307				XP_011243806.1
OG0043308				XP_011243805.1
OG0043309				XP_011243804.1
OG0043310				XP_011243803.1
OG0043311				XP_011243801.1
OG0043312				XP_011243800.1
OG0043313				XP_011243799.1
OG0043314				XP_011243798.1
OG0043315				XP_011243797.1
OG0043316				XP_006520345.2
OG0043317				XP_006520318.2
OG0043318				XP_011243689.1
OG0043319				XP_011243668.1
OG0043320				XP_011243666.1
OG0043321				XP_011243664.1
OG0043322				XP_011243663.1
OG0043323				XP_011243640.1
OG0043324				XP_011243639.1
OG0043325				XP_011243345.1
OG0043326				XP_011243339.1
OG0043327				XP_011243338.1
OG0043328				XP_011243337.1
OG0043329				XP_011243336.1
OG0043330				XP_011243335.1
OG0043331				XP_011243333.1
OG0043332				XP_011243273.1
OG0043333				XP_011243272.1
OG0043334				XP_011243269.1
OG0043335				XP_011243264.1
OG0043336				XP_011243257.1
OG0043337				XP_011243233.1
OG0043338				XP_011243184.1
OG0043339				XP_011243071.1
OG0043340				XP_011243047.1
OG0043341				XP_011243045.1
OG0043342				XP_011243044.1
OG0043343				XP_011243043.1
OG0043344				XP_011243042.1
OG0043345				XP_011243041.1
OG0043346				XP_011243039.1
OG0043347				XP_011243034.1
OG0043348				XP_011242980.1
OG0043349				XP_011242960.1
OG0043350				XP_011242957.1
OG0043351				XP_011242866.1
OG0043352				XP_011242856.1
OG0043353				XP_011242855.1
OG0043354				XP_011242790.1
OG0043355				XP_011242749.1
OG0043356				XP_011242748.1
OG0043357				XP_011242548.1
OG0043358				XP_011242483.1
OG0043359				XP_011242470.1
OG0043360				XP_011242439.1
OG0043361				XP_011242438.1
OG0043362				XP_011242437.1
OG0043363				XP_011242436.1
OG0043364				XP_011242435.1
OG0043365				XP_011242423.1
OG0043366				XP_011242422.1
OG0043367				XP_011242421.1
OG0043368				XP_011242273.1
OG0043369				XP_011242271.1
OG0043370				XP_011242118.1
OG0043371				XP_006534615.2
OG0043372				XP_011247618.1
OG0043373				XP_011247607.1
OG0043374				XP_006534441.2
OG0043375				XP_011247578.1
OG0043376				XP_011247546.1
OG0043377				XP_011247498.1
OG0043378				XP_011247489.1
OG0043379				XP_011247426.1
OG0043380				XP_011247339.1
OG0043381				XP_011247337.1
OG0043382				XP_011247293.1
OG0043383				XP_011247148.1
OG0043384				XP_011247136.1
OG0043385				XP_011247107.1
OG0043386				XP_011247104.1
OG0043387				XP_011246965.1
OG0043388				XP_011246964.1
OG0043389				XP_011242041.1
OG0043390				XP_011242024.1
OG0043391				XP_011242007.1
OG0043392				XP_011242006.1
OG0043393				XP_011242005.1
OG0043394				XP_011242003.1
OG0043395				XP_011241884.1
OG0043396				XP_011241863.1
OG0043397				XP_011241862.1
OG0043398				XP_011241834.1
OG0043399				XP_011241818.1
OG0043400				XP_011241809.1
OG0043401				XP_011241777.1
OG0043402				XP_011241758.1
OG0043403				XP_011241737.1
OG0043404				XP_011241733.1
OG0043405				XP_011241732.1
OG0043406				XP_011241731.1
OG0043407				XP_011241730.1
OG0043408				XP_011241729.1
OG0043409				XP_011241728.1
OG0043410				XP_011241727.1
OG0043411				XP_011241700.1
OG0043412				XP_011241651.1
OG0043413				XP_011241650.1
OG0043414				XP_011241553.1
OG0043415				XP_011241447.1
OG0043416				XP_011241444.1
OG0043417				XP_011241301.1
OG0043418				XP_011241272.1
OG0043419				XP_011241183.1
OG0043420				XP_011241103.1
OG0043421				XP_011241101.1
OG0043422				XP_011241100.1
OG0043423				XP_011241099.1
OG0043424				XP_011241098.1
OG0043425				XP_011241097.1
OG0043426				XP_011241041.1
OG0043427				XP_011241012.1
OG0043428				XP_011241011.1
OG0043429				XP_011240994.1
OG0043430				XP_011240968.1
OG0043431				XP_011240961.1
OG0043432				XP_006510856.2
OG0043433				XP_006510854.2
OG0043434				XP_011240725.1
OG0043435				XP_011240724.1
OG0043436				XP_011240718.1
OG0043437				XP_011240684.1
OG0043438				XP_011240661.1
OG0043439				XP_011246613.1
OG0043440				XP_011240567.1
OG0043441				XP_011240477.1
OG0043442				XP_011240458.1
OG0043443				XP_011240441.1
OG0043444				XP_011240435.1
OG0043445				XP_011240325.1
OG0043446				XP_011240323.1
OG0043447				XP_011240281.1
OG0043448				XP_006508539.2
OG0043449				XP_011240278.1
OG0043450				XP_006536234.2
OG0043451				XP_006507594.2
OG0043452				XP_006507593.2
OG0043453				XP_011240009.1
OG0043454				XP_006507266.2
OG0043455				XP_011249205.1
OG0043456				XP_006541196.2
OG0043457				XP_011248884.1
OG0043458				XP_011248821.1
OG0043459				XP_011248820.1
OG0043460				XP_011248738.1
OG0043461				XP_011239925.1
OG0043462				XP_006507090.2
OG0043463				XP_011239885.1
OG0043464				XP_011239884.1
OG0043465				XP_011239877.1
OG0043466				XP_011239876.1
OG0043467				XP_011239858.1
OG0043468				XP_011239802.1
OG0043469				XP_011239749.1
OG0043470				XP_011239733.1
OG0043471				XP_006506436.2
OG0043472				XP_011239598.1
OG0043473				XP_011239583.1
OG0043474				XP_011239579.1
OG0043475				XP_011239526.1
OG0043476				XP_011239497.1
OG0043477				XP_011239489.1
OG0043478				XP_011239488.1
OG0043479				XP_011239487.1
OG0043480				XP_011239486.1
OG0043481				XP_011239478.1
OG0043482				XP_011239477.1
OG0043483				XP_011239470.1
OG0043484				XP_011239469.1
OG0043485				XP_011239464.1
OG0043486				XP_011239463.1
OG0043487				XP_011239455.1
OG0043488				XP_011239453.1
OG0043489				XP_011239452.1
OG0043490				XP_011239384.1
OG0043491				XP_006505242.2
OG0043492				XP_011239371.1
OG0043493				XP_011239360.1
OG0043494				XP_006505129.2
OG0043495				XP_006505128.2
OG0043496				XP_011239307.1
OG0043497				XP_011239306.1
OG0043498				XP_011239305.1
OG0043499				XP_011239206.1
OG0043500				XP_011246522.1
OG0043501				XP_011246521.1
OG0043502				XP_011246463.1
OG0043503				XP_011247844.1
OG0043504				XP_011247834.1
OG0043505				XP_011247833.1
OG0043506				XP_011247776.1
OG0043507				XP_011239104.1
OG0043508				XP_011239068.1
OG0043509				XP_006535861.2
OG0043510				XP_006535859.2
OG0043511				XP_006535776.2
OG0043512				XP_011248059.1
OG0043513				XP_011248058.1
OG0043514				XP_011248057.1
OG0043515				XP_011248056.1
OG0043516				XP_011248054.1
OG0043517				XP_011248053.1
OG0043518				XP_011248509.1
OG0043519				XP_011248502.1
OG0043520				XP_006538609.2
OG0043521				XP_011248490.1
OG0043522				XP_011238941.1
OG0043523				XP_011238938.1
OG0043524				XP_011238937.1
OG0043525				XP_011238896.1
OG0043526				XP_011238883.1
OG0043527				XP_011238823.1
OG0043528				XP_011238780.1
OG0043529				XP_011238779.1
OG0043530				XP_011238738.1
OG0043531				XP_011238728.1
OG0043532				XP_011248288.1
OG0043533				XP_011248283.1
OG0043534				XP_011248282.1
OG0043535				XP_011248280.1
OG0043536				XP_011248236.1
OG0043537				XP_011248235.1
OG0043538				XP_011248234.1
OG0043539				XP_011248233.1
OG0043540				XP_011248232.1
OG0043541				XP_011248231.1
OG0043542				XP_011248230.1
OG0043543				XP_011238586.1
OG0043544				XP_011238496.1
OG0043545				XP_011238495.1
OG0043546				XP_011238479.1
OG0043547				XP_011238380.1
OG0043548				XP_011238376.1
OG0043549				XP_011238325.1
OG0043550				XP_011238287.1
OG0043551				XP_011248026.1
OG0043552				XP_011248025.1
OG0043553				XP_011248007.1
OG0043554				XP_011248006.1
OG0043555				XP_011238262.1
OG0043556				XP_011238227.1
OG0043557				XP_011238169.1
OG0043558				XP_011238167.1
OG0043559				XP_011238166.1
OG0043560				XP_011238162.1
OG0043561				XP_011238161.1
OG0043562				XP_011238160.1
OG0043563				XP_011238155.1
OG0043564				XP_011238144.1
OG0043565				XP_011238075.1
OG0043566				XP_011238012.1
OG0043567				XP_011237918.1
OG0043568				XP_011237917.1
OG0043569				XP_011237916.1
OG0043570				XP_011237915.1
OG0043571				XP_011237914.1
OG0043572				XP_011237913.1
OG0043573				XP_011237912.1
OG0043574				XP_011237911.1
OG0043575				XP_011237909.1
OG0043576				XP_011237908.1
OG0043577				XP_011237906.1
OG0043578				XP_011237905.1
OG0043579				XP_011237774.1
OG0043580				XP_011237767.1
OG0043581				XP_011237748.1
OG0043582				XP_011237747.1
OG0043583				XP_011237746.1
OG0043584				XP_011237706.1
OG0043585				XP_011237705.1
OG0043586				XP_011237704.1
OG0043587				XP_011237686.1
OG0043588				XP_011237675.1
OG0043589				XP_011237661.1
OG0043590				XP_011237659.1
OG0043591				XP_011237637.1
OG0043592				XP_011237627.1
OG0043593				XP_011237626.1
OG0043594				XP_011237625.1
OG0043595				XP_011237624.1
OG0043596				XP_011237619.1
OG0043597				XP_011237506.1
OG0043598				XP_011237410.1
OG0043599				XP_006497949.2
OG0043600				XP_006497947.2
OG0043601				XP_006497946.2
OG0043602				XP_006497945.2
OG0043603				XP_011237337.1
OG0043604				XP_006497718.2
OG0043605				XP_006497717.2
OG0043606				XP_006497713.2
OG0043607				XP_006497712.2
OG0043608				XP_011237303.1
OG0043609				XP_011237275.1
OG0043610				XP_011237193.1
OG0043611				XP_011237129.1
OG0043612				XP_011237112.1
OG0043613				XP_011237107.1
OG0043614				XP_011237105.1
OG0043615				XP_011237042.1
OG0043616				XP_011237041.1
OG0043617				XP_011246370.1
OG0043618				XP_011246340.1
OG0043619				XP_011246310.1
OG0043620				XP_011246301.1
OG0043621				XP_011246300.1
OG0043622				XP_011246299.1
OG0043623				XP_011246298.1
OG0043624				XP_011246292.1
OG0043625				XP_011246242.1
OG0043626				XP_011237019.1
OG0043627				XP_011236985.1
OG0043628				XP_011236969.1
OG0043629				XP_011236968.1
OG0043630				XP_011236811.1
OG0043631				XP_011236810.1
OG0043632				XP_011236806.1
OG0043633				XP_011236801.1
OG0043634				XP_011236798.1
OG0043635				XP_011236797.1
OG0043636				XP_011236796.1
OG0043637				XP_011236753.1
OG0043638				XP_011236712.1
OG0043639				XP_011236705.1
OG0043640				XP_011236704.1
OG0043641				XP_011236648.1
OG0043642				XP_011236638.1
OG0043643				XP_006531673.1
OG0043644				XP_006531670.1
OG0043645				XP_006531666.1
OG0043646				XP_006531653.1
OG0043647				XP_006531652.1
OG0043648				XP_006531650.1
OG0043649				XP_006531647.1
OG0043650				XP_006529065.1
OG0043651				XP_006529064.1
OG0043652				XP_006529014.1
OG0043653				XP_006529011.1
OG0043654				XP_006528978.1
OG0043655				XP_006528976.1
OG0043656				XP_006528975.1
OG0043657				XP_006528932.1
OG0043658				XP_006528931.1
OG0043659				XP_006528914.1
OG0043660				XP_006528913.1
OG0043661				XP_006528912.1
OG0043662				XP_006528856.1
OG0043663				XP_006528819.1
OG0043664				XP_006528761.1
OG0043665				XP_006528750.1
OG0043666				XP_006528691.1
OG0043667				XP_006528566.1
OG0043668				XP_006528466.1
OG0043669				XP_006528465.1
OG0043670				XP_006528464.1
OG0043671				XP_006528463.1
OG0043672				XP_006528407.1
OG0043673				XP_006528339.1
OG0043674				XP_006528338.1
OG0043675				XP_006528200.1
OG0043676				XP_006528199.1
OG0043677				XP_006528147.1
OG0043678				XP_006528144.1
OG0043679				XP_006528071.1
OG0043680				XP_006527966.1
OG0043681				XP_006527965.1
OG0043682				XP_006527896.1
OG0043683				XP_006527894.1
OG0043684				XP_006527892.1
OG0043685				XP_006527862.1
OG0043686				XP_006527823.1
OG0043687				XP_006527794.1
OG0043688				XP_006541454.1
OG0043689				XP_006541453.1
OG0043690				XP_006541451.1
OG0043691				XP_006527625.1
OG0043692				XP_006527533.1
OG0043693				XP_006527501.1
OG0043694				XP_006527471.1
OG0043695				XP_006527442.1
OG0043696				XP_006527440.1
OG0043697				XP_006527354.1
OG0043698				XP_006527285.1
OG0043699				XP_006527261.1
OG0043700				XP_006527259.1
OG0043701				XP_006527158.1
OG0043702				XP_006527155.1
OG0043703				XP_006527127.1
OG0043704				XP_006527111.1
OG0043705				XP_006527099.1
OG0043706				XP_006527061.1
OG0043707				XP_006527054.1
OG0043708				XP_006527041.1
OG0043709				XP_006527039.1
OG0043710				XP_006527038.1
OG0043711				XP_006526979.1
OG0043712				XP_006526977.1
OG0043713				XP_006526976.1
OG0043714				XP_006526965.1
OG0043715				XP_006526951.1
OG0043716				XP_006526907.1
OG0043717				XP_006526829.1
OG0043718				XP_006526802.1
OG0043719				XP_006526760.1
OG0043720				XP_006526740.1
OG0043721				XP_006526731.1
OG0043722				XP_006526719.1
OG0043723				XP_006526717.1
OG0043724				XP_006526715.1
OG0043725				XP_006526713.1
OG0043726				XP_006526711.1
OG0043727				XP_006526710.1
OG0043728				XP_006526709.1
OG0043729				XP_006526708.1
OG0043730				XP_006526707.1
OG0043731				XP_006526706.1
OG0043732				XP_006526676.1
OG0043733				XP_006526675.1
OG0043734				XP_006526669.1
OG0043735				XP_006526667.1
OG0043736				XP_006531923.1
OG0043737				XP_006531876.1
OG0043738				XP_006531833.1
OG0043739				XP_006526570.1
OG0043740				XP_006526569.1
OG0043741				XP_006526523.1
OG0043742				XP_006526493.1
OG0043743				XP_006526492.1
OG0043744				XP_006526491.1
OG0043745				XP_006526485.1
OG0043746				XP_006526459.1
OG0043747				XP_006526449.1
OG0043748				XP_006526446.1
OG0043749				XP_006526434.1
OG0043750				XP_006526433.1
OG0043751				XP_006526403.1
OG0043752				XP_006526401.1
OG0043753				XP_006526400.1
OG0043754				XP_006526357.1
OG0043755				XP_006526300.1
OG0043756				XP_006526298.1
OG0043757				XP_006526297.1
OG0043758				XP_006526295.1
OG0043759				XP_006526294.1
OG0043760				XP_006526213.1
OG0043761				XP_006526183.1
OG0043762				XP_006526182.1
OG0043763				XP_006526075.1
OG0043764				XP_006525995.1
OG0043765				XP_006525994.1
OG0043766				XP_006525883.1
OG0043767				XP_006525882.1
OG0043768				XP_006525795.1
OG0043769				XP_006525762.1
OG0043770				XP_006525736.1
OG0043771				XP_006525705.1
OG0043772				XP_006525704.1
OG0043773				XP_006525699.1
OG0043774				XP_006525642.1
OG0043775				XP_006525591.1
OG0043776				XP_006525576.1
OG0043777				XP_006525574.1
OG0043778				XP_006525559.1
OG0043779				XP_006525541.1
OG0043780				XP_006525064.1
OG0043781				XP_006524959.1
OG0043782				XP_006524892.1
OG0043783				XP_006524891.1
OG0043784				XP_006524886.1
OG0043785				XP_006524839.1
OG0043786				XP_006524384.1
OG0043787				XP_006524314.1
OG0043788				XP_006524259.1
OG0043789				XP_006524255.1
OG0043790				XP_006524247.1
OG0043791				XP_006524244.1
OG0043792				XP_006524157.1
OG0043793				XP_006524091.1
OG0043794				XP_006524003.1
OG0043795				XP_006524001.1
OG0043796				XP_006523999.1
OG0043797				XP_006523998.1
OG0043798				XP_006523997.1
OG0043799				XP_006523994.1
OG0043800				XP_006523952.1
OG0043801				XP_006523950.1
OG0043802				XP_006523949.1
OG0043803				XP_006523947.1
OG0043804				XP_006523946.1
OG0043805				XP_006523924.1
OG0043806				XP_006523923.1
OG0043807				XP_006523921.1
OG0043808				XP_006523896.1
OG0043809				XP_006523883.1
OG0043810				XP_006523661.1
OG0043811				XP_006523572.1
OG0043812				XP_006523411.1
OG0043813				XP_006523410.1
OG0043814				XP_006523386.1
OG0043815				XP_006523384.1
OG0043816				XP_006523383.1
OG0043817				XP_006523382.1
OG0043818				XP_006523381.1
OG0043819				XP_006523379.1
OG0043820				XP_006523264.1
OG0043821				XP_006523263.1
OG0043822				XP_006523094.1
OG0043823				XP_006523070.1
OG0043824				XP_006523013.1
OG0043825				XP_006523010.1
OG0043826				XP_006523009.1
OG0043827				XP_006523008.1
OG0043828				XP_006523007.1
OG0043829				XP_006523005.1
OG0043830				XP_006522983.1
OG0043831				XP_006522982.1
OG0043832				XP_006522967.1
OG0043833				XP_006522900.1
OG0043834				XP_006522725.1
OG0043835				XP_006522701.1
OG0043836				XP_006522545.1
OG0043837				XP_006522540.1
OG0043838				XP_006522529.1
OG0043839				XP_006522510.1
OG0043840				XP_006522506.1
OG0043841				XP_006522446.1
OG0043842				XP_006522445.1
OG0043843				XP_006522298.1
OG0043844				XP_006522242.1
OG0043845				XP_006522241.1
OG0043846				XP_006522238.1
OG0043847				XP_006522236.1
OG0043848				XP_006522180.1
OG0043849				XP_006522164.1
OG0043850				XP_006522163.1
OG0043851				XP_006522162.1
OG0043852				XP_006522161.1
OG0043853				XP_006522100.1
OG0043854				XP_006522099.1
OG0043855				XP_006522067.1
OG0043856				XP_006522060.1
OG0043857				XP_006521908.1
OG0043858				XP_006521900.1
OG0043859				XP_006521848.1
OG0043860				XP_006521847.1
OG0043861				XP_006521833.1
OG0043862				XP_006521832.1
OG0043863				XP_006521831.1
OG0043864				XP_006521829.1
OG0043865				XP_006521828.1
OG0043866				XP_006521827.1
OG0043867				XP_006521826.1
OG0043868				XP_006521824.1
OG0043869				XP_006521818.1
OG0043870				XP_006521744.1
OG0043871				XP_006521743.1
OG0043872				XP_006521742.1
OG0043873				XP_006521739.1
OG0043874				XP_006521709.1
OG0043875				XP_006521708.1
OG0043876				XP_006521650.1
OG0043877				XP_006521643.1
OG0043878				XP_006521640.1
OG0043879				XP_006521633.1
OG0043880				XP_006521632.1
OG0043881				XP_006521631.1
OG0043882				XP_006521608.1
OG0043883				XP_006521509.1
OG0043884				XP_006521508.1
OG0043885				XP_006521506.1
OG0043886				XP_006521239.1
OG0043887				XP_006521227.1
OG0043888				XP_006521139.1
OG0043889				XP_006521121.1
OG0043890				XP_006521106.1
OG0043891				XP_006521099.1
OG0043892				XP_006521059.1
OG0043893				XP_006521058.1
OG0043894				XP_006521057.1
OG0043895				XP_006521038.1
OG0043896				XP_006520965.1
OG0043897				XP_006520873.1
OG0043898				XP_006520870.1
OG0043899				XP_006520869.1
OG0043900				XP_006520868.1
OG0043901				XP_006520829.1
OG0043902				XP_006520649.1
OG0043903				XP_006520648.1
OG0043904				XP_006520647.1
OG0043905				XP_006520646.1
OG0043906				XP_006520645.1
OG0043907				XP_006520613.1
OG0043908				XP_006520531.1
OG0043909				XP_006520513.1
OG0043910				XP_006520497.1
OG0043911				XP_006520471.1
OG0043912				XP_006520470.1
OG0043913				XP_006520439.1
OG0043914				XP_006520438.1
OG0043915				XP_006520437.1
OG0043916				XP_006520435.1
OG0043917				XP_006520386.1
OG0043918				XP_006520325.1
OG0043919				XP_006520324.1
OG0043920				XP_006520323.1
OG0043921				XP_006520312.1
OG0043922				XP_006520311.1
OG0043923				XP_006520310.1
OG0043924				XP_006520298.1
OG0043925				XP_006520206.1
OG0043926				XP_006520182.1
