Orthogroup	finch	fly
OG0003997	XP_002200021.2	tr|A8JUX7|A8JUX7_DROME
OG0003998	XP_030132468.1, XP_030132462.1, XP_004174781.1, XP_004174782.1	sp|Q9W0Y2|YS11_DROME, sp|Q9W0Y1|TINA1_DROME
OG0003999	XP_041568129.1	tr|A0AQH0|A0AQH0_DROME
OG0004000	XP_041568040.1, XP_041568038.1, XP_041568039.1	tr|Q8MT18|Q8MT18_DROME, tr|A1ZAD2|A1ZAD2_DROME
OG0004001	XP_030131066.1, XP_002200648.2, XP_030124130.3, XP_030124129.3	tr|A4V362|A4V362_DROME
OG0004003	ACH43767.1, XP_041576148.1, NP_001232314.1	tr|Q7K0A0|Q7K0A0_DROME
OG0004004	XP_030133305.3, XP_030133403.1, XP_002197843.1	tr|H8F4T3|H8F4T3_DROME, tr|Q76NR6|Q76NR6_DROME
OG0004005	NP_001232484.1, XP_030125991.1, ACH43962.1, XP_030125992.1	tr|Q9W2P5|Q9W2P5_DROME
OG0004006	XP_030142703.1, XP_030142700.1, XP_030142701.1, XP_030142702.1	tr|A8JNN5|A8JNN5_DROME
OG0004007	XP_030142629.3, XP_030142624.3, XP_030142627.3, XP_030142623.3, XP_030142626.3	tr|Q9VA43|Q9VA43_DROME
OG0004008	XP_002189495.1, XP_032600198.1, XP_032600199.1, XP_030113983.1, XP_030113984.1, XP_030113985.1	sp|Q24185|HOOK_DROME
OG0004010	XP_030143019.3, XP_041575780.1	tr|Q9VG64|Q9VG64_DROME
OG0004011	XP_030140029.3, XP_030140028.3	sp|Q9VC61|CRERF_DROME
OG0004012	ACH43938.1, ACH43940.1, ACH46333.1, ACH43939.1, ACH43941.1, NP_001232313.1	sp|P49963|SRP19_DROME
OG0004013	XP_032600256.1, XP_030114105.1, XP_041567241.1, XP_030114112.1, XP_002189013.1, XP_012433119.1, XP_030114109.1, XP_030114113.1, XP_030114108.1	tr|Q7K0Q2|Q7K0Q2_DROME
OG0004014	XP_030142572.2, XP_030135525.1	tr|Q9VTW3|Q9VTW3_DROME, tr|Q9VTW5|Q9VTW5_DROME
OG0004015	XP_030143268.1	sp|Q9VMC9|KFA_DROME
OG0004016	XP_012425067.4	sp|Q9VHN5|UNC50_DROME
OG0004017	XP_032606542.2, XP_030147878.3	sp|P11046|LAMB1_DROME
OG0004018	XP_030134796.3	tr|Q8SXF0|Q8SXF0_DROME
OG0004019	XP_030113340.1, XP_030113342.1, XP_012432874.2, XP_030113341.1, XP_041566993.1	tr|Q9VTF5|Q9VTF5_DROME
OG0004020	XP_030124274.3, XP_030124268.3, XP_030124270.3, XP_030124271.3, XP_030124272.3, XP_030124273.3	tr|Q8MSQ4|Q8MSQ4_DROME
OG0004021	ACH46138.1, ACH46136.1, ACH46137.1, ACH46142.1, NP_001232234.1, ACH46141.1, ACH46139.1, ACH46143.1, ACH46337.1, ACH46140.1	sp|Q24439|ATPO_DROME
OG0004022	XP_041571615.1, XP_041571614.1, XP_030126724.3	tr|A1Z9S8|A1Z9S8_DROME
OG0004023	XP_030119988.1, XP_041570233.1, XP_030119986.1	sp|Q9VE04|RM55_DROME
OG0004025	XP_030147301.3, XP_030147300.3, XP_030147298.1, XP_030147297.1, XP_030147299.1	tr|A0A4D6K881|A0A4D6K881_DROME
OG0004026	XP_030131542.1, XP_041573109.1, XP_030131541.1	tr|Q5U0V4|Q5U0V4_DROME, tr|Q9VFP0|Q9VFP0_DROME
OG0004027	XP_041574963.1, XP_030141093.1	tr|Q9VV75|Q9VV75_DROME
OG0004028	ACH44244.1, NP_001232050.1, ACH44243.1	sp|P08570|RLA1_DROME
OG0004029	XP_030116219.1, XP_030116220.1, XP_030116221.1, XP_004176204.4	sp|P43332|SNRPA_DROME
OG0004030	XP_030138849.1	tr|Q9VHN7|Q9VHN7_DROME, tr|Q9VVP4|Q9VVP4_DROME
OG0004031	XP_030133010.3, XP_030133014.3, XP_041573365.1, XP_041573366.1	tr|Q9VB06|Q9VB06_DROME
OG0004032	XP_041570600.1	sp|Q0KHU5|PCAT_DROME
OG0004034	XP_002196616.1, XP_041573521.1, XP_004174774.1	tr|Q9VGV8|Q9VGV8_DROME
OG0004035	XP_030121148.1	sp|Q24311|CUL1_DROME, tr|Q9VU33|Q9VU33_DROME
OG0004036	NP_001232131.1, ACH44320.1, XP_030146044.3, XP_041576611.1, XP_041576610.1	sp|Q9W3C7|PPT1_DROME
OG0004038	XP_030123845.3, XP_030123844.3	tr|A0A0B4KH68|A0A0B4KH68_DROME
OG0004039	XP_030138816.1, XP_041574681.1, XP_030138814.1, XP_030138817.1	sp|O76924|ARI2_DROME
OG0004040	XP_030145055.3	tr|Q9VFF3|Q9VFF3_DROME
OG0004041	XP_032603273.1, XP_002187143.1	sp|Q9W4N2|CMTR1_DROME
OG0004042	XP_012428739.4	sp|Q9VSE2|HELQ_DROME
OG0004043	XP_030126506.1	tr|Q9VH64|Q9VH64_DROME
OG0004044	XP_030126848.3, XP_030126849.3	tr|A1Z935|A1Z935_DROME
OG0004045	XP_030120850.1, XP_030120849.1, XP_002195107.3	tr|Q9VNF5|Q9VNF5_DROME
OG0004047	ACH44155.1, ACH44154.1, NP_001185506.1, ACH44156.1, ACH46390.1, ACH44157.1, ACH44158.1	tr|Q9VIP1|Q9VIP1_DROME
OG0004048	XP_041570269.1	tr|Q7K105|Q7K105_DROME
OG0004050	NP_001232345.1, ACH44637.1	tr|Q9W4K0|Q9W4K0_DROME, tr|Q9W2A6|Q9W2A6_DROME
OG0004051	XP_030132827.3, XP_030132826.3, XP_041573341.1, XP_041573340.1, XP_030132824.3	tr|Q9VFL0|Q9VFL0_DROME
OG0004052	XP_030123073.1, ACH43719.1, NP_001232252.1	sp|Q9VS59|AKIRN_DROME, tr|F3YD83|F3YD83_DROME
OG0004053	XP_041566931.1	tr|Q9VJI7|Q9VJI7_DROME
OG0004054	XP_041566910.1	tr|Q9Y0Y5|Q9Y0Y5_DROME
OG0004055	XP_030122386.3, XP_030122385.3, XP_030122383.3, XP_030122388.3, XP_030122387.3, XP_030122384.3, XP_030122381.3, XP_030122382.3, XP_030122390.3, XP_030122380.3, XP_030122379.3	sp|P51592|HYD_DROME
OG0004058	XP_030122454.3	tr|O96689|O96689_DROME
OG0004059	XP_030128144.1, XP_030128145.1, ACD88493.1, NP_001129591.1	sp|Q9NFU0|FMR1_DROME
OG0004063	ACH44986.1, ACH44985.1, NP_001232502.1, XP_030132798.1, XP_030132800.1, XP_030132802.1, ACH44988.1, XP_030132799.1, XP_002198453.1, ACH44987.1	sp|Q8MSW4|METL5_DROME
OG0004064	XP_002192215.3	sp|A1Z6J5|TBCE_DROME
OG0004065	XP_012426826.4, XP_012426825.4, XP_002188932.4	sp|Q8MVS5|GLT35_DROME
OG0004066	XP_030145849.3, XP_030145850.3, XP_030145851.3, XP_030145854.3	tr|Q9VJ30|Q9VJ30_DROME
OG0004067	XP_002197965.4	sp|P53997|SET_DROME
OG0004068	NP_001232120.1, ACH45837.1, ACH45836.1, XP_041566954.1, ACH45835.1, ACH45838.1, ACH45834.1, ACH45833.1	tr|Q9W1V8|Q9W1V8_DROME
OG0004069	XP_030136311.1, XP_030136312.1, XP_030136313.1	tr|Q7KN75|Q7KN75_DROME
OG0004071	XP_030127843.3, XP_030127844.3	tr|Q8IQI5|Q8IQI5_DROME
OG0004072	XP_030123224.3, XP_041570981.1, XP_030123222.3, XP_030146145.3, XP_030146144.3	tr|Q9VM58|Q9VM58_DROME
OG0004073	XP_041575532.1, XP_030142135.1	tr|Q8IQG9|Q8IQG9_DROME
OG0004074	XP_030128621.1, XP_030128622.1	tr|Q9VUR2|Q9VUR2_DROME
OG0004075	XP_030120187.3, XP_012426867.3, XP_030120186.3, XP_030120184.3, XP_030120182.1, XP_030120180.1, XP_030120181.1, XP_030120183.1, XP_041570287.1, XP_012426866.1	tr|Q9VKF0|Q9VKF0_DROME
OG0004076	XP_030121950.1, XP_041577096.1	tr|M9PH26|M9PH26_DROME
OG0004077	XP_041574413.1, XP_030112754.3	sp|Q9V3U0|HMLL_DROME, sp|Q9V3S9|BGM_DROME
OG0004078	XP_030113705.1, XP_030113703.1, XP_030113709.1, XP_012433047.1, XP_030113704.1, XP_030113710.1, XP_030113707.1, XP_030113702.1, XP_030113708.1, XP_030113701.1	tr|Q4V6M1|Q4V6M1_DROME
OG0004079	XP_030124635.3, XP_004175165.4, XP_030124633.3, XP_030124634.3, XP_030124631.3, XP_030124626.3, XP_030124629.3, XP_030124630.3, XP_030124628.3, XP_030124632.3, XP_030124636.3	sp|Q9VC56|PUF_DROME
OG0004080	XP_030111871.1, XP_030111872.1	sp|P50535|MSL1_DROME
OG0004081	XP_030131503.3, XP_030139734.1, XP_030139735.1	sp|O76454|PHS_DROME
OG0004082	XP_041577420.1, XP_041577419.1, XP_030111930.1	sp|Q9VVR6|SGF11_DROME
OG0004083	XP_002198931.3, XP_030133675.3	tr|Q9VEM2|Q9VEM2_DROME
OG0004084	XP_012430761.2, XP_030134751.1, XP_030134753.1, XP_041573883.1, XP_030134750.1, XP_030134752.1	tr|A1Z6G9|A1Z6G9_DROME
OG0004086	XP_030139990.1, XP_030139989.1	tr|Q7KJ69|Q7KJ69_DROME, tr|O77430|O77430_DROME
OG0004087	XP_030118677.3, XP_030118678.3	tr|Q9VTI3|Q9VTI3_DROME, tr|Q8T4I0|Q8T4I0_DROME, tr|Q9VW84|Q9VW84_DROME, tr|Q9VW82|Q9VW82_DROME
OG0004088	XP_041576766.1, XP_002196696.1	sp|P46222|RL11_DROME
OG0004089	XP_030119607.3, XP_030119609.3, XP_030138910.3	tr|Q9VFF0|Q9VFF0_DROME
OG0004090	XP_030124510.1	sp|Q9VM71|XRN2_DROME
OG0004091	NP_001232198.1, ACH43691.1	sp|Q9XZJ4|PSA6_DROME
OG0004094	XP_030120889.1, XP_030138059.3, XP_030138060.3	tr|Q0E981|Q0E981_DROME
OG0004095	XP_002198635.1	tr|Q8T8U1|Q8T8U1_DROME, sp|Q9VQE5|PSB2_DROME, tr|Q9VJJ0|Q9VJJ0_DROME
OG0004096	XP_002194163.6, XP_030143939.3, XP_030143938.3, XP_030143937.3	tr|M9PHS8|M9PHS8_DROME, tr|Q7K161|Q7K161_DROME
OG0004097	XP_012430275.2, XP_012430268.2, XP_002194893.3, XP_012430285.2, XP_012430280.2	sp|P54367|KC1A_DROME, tr|Q7JWT4|Q7JWT4_DROME, tr|Q9VYN5|Q9VYN5_DROME, tr|Q9VJC2|Q9VJC2_DROME
OG0004098	XP_030126484.3, XP_030126483.3, XP_012429072.3	tr|Q9V395|Q9V395_DROME
OG0004099	XP_030124253.1, XP_012428038.1, XP_041571188.1, XP_030124254.1	tr|Q9VSC3|Q9VSC3_DROME
OG0004100	XP_041576692.1, XP_041576698.1, XP_041576695.1, XP_041576693.1, XP_041576694.1, XP_041576697.1, XP_041576696.1	sp|Q9VD92|ARCH_DROME
OG0004102	XP_030120235.3, XP_032602517.2, XP_030120236.3, XP_030120232.3, XP_030120233.1, XP_012426862.2, XP_041570291.1, XP_041570290.1	tr|A0A0B4KFP2|A0A0B4KFP2_DROME
OG0004103	XP_030121844.1, XP_030121842.1	sp|Q9VDG2|RLIP_DROME
OG0004104	NP_001232430.1, XP_041573176.1, ACH46432.1	sp|P40796|LA_DROME
OG0004105	XP_002194053.1	sp|P91931|DCAM_DROME
OG0004110	XP_030113216.3, XP_032600395.2, XP_030113211.3, XP_030113214.3, XP_030113212.3, XP_030113213.3	tr|Q8IPM2|Q8IPM2_DROME, tr|Q9VWD9|Q9VWD9_DROME
OG0004112	XP_041573344.1, XP_032605399.2, XP_032605400.2, XP_041573343.1	sp|Q9XZ34|RIF1_DROME
OG0004134	XP_030147430.3, XP_030147428.3	sp|Q7JVE7|SWET1_DROME
OG0004146	XP_030115386.3, XP_030115377.3, XP_030115361.3, XP_030115368.3, XP_030115392.3	sp|Q9VSH4|CPSF6_DROME
OG0004156	XP_041574842.1, XP_041574841.1, XP_041574840.1, XP_041574837.1, XP_041574836.1, XP_041574834.1, XP_041574835.1, XP_041574833.1, XP_041574844.1, XP_041574843.1, XP_041574838.1, XP_041574839.1, XP_041574845.1	sp|Q9VCA8|ANKHM_DROME
OG0004259	XP_004174630.1, XP_041567759.1	tr|O62531|O62531_DROME
OG0004260	XP_030134067.1, XP_030134066.1	sp|P49869|HR38_DROME
OG0004261	XP_030124595.3	tr|Q9V9X7|Q9V9X7_DROME
OG0004262	XP_002189429.1, XP_030114477.1	tr|Q9W0X9|Q9W0X9_DROME
OG0004263	XP_030122087.3, XP_041569841.1, XP_002197053.4	tr|Q9VR28|Q9VR28_DROME, tr|Q9VIG6|Q9VIG6_DROME
OG0004264	XP_032605181.1, XP_002191096.2, XP_041573114.1, XP_030131975.3, XP_030131977.1	sp|P22817|IDE_DROME
OG0004265	XP_002197192.1	sp|Q868T3|CCAPR_DROME
OG0004266	XP_032602724.1, XP_002198936.2, XP_030121209.1, XP_041570485.1	tr|Q7PL76|Q7PL76_DROME
OG0004267	XP_041573277.1, XP_041573276.1, XP_041573275.1, XP_030134070.3, XP_030134069.3	tr|A1Z707|A1Z707_DROME, tr|Q7KTA9|Q7KTA9_DROME, tr|Q7K569|Q7K569_DROME
OG0004269	NP_001156875.1, XP_030128974.1	sp|Q9VCU9|DCR1_DROME
OG0004270	XP_030125289.3, XP_002200155.4	tr|Q8SXQ8|Q8SXQ8_DROME, tr|Q9W0J9|Q9W0J9_DROME
OG0004271	XP_002192184.1, XP_030124288.1, XP_030124290.1, XP_030124289.1, XP_002192150.1, XP_030124287.1	sp|Q8I0P1|SPAST_DROME
OG0004272	XP_002196968.3, XP_032602862.1, XP_030122071.1	tr|Q9VZ05|Q9VZ05_DROME
OG0004273	XP_002191733.3	tr|Q9VFG7|Q9VFG7_DROME
OG0004274	XP_030120083.3, XP_030120082.3	tr|Q9VEQ0|Q9VEQ0_DROME, tr|Q9VPT2|Q9VPT2_DROME
OG0004275	XP_030146061.3, XP_030146060.3, XP_030146066.3, XP_041576621.1, NP_001192146.1, XP_041576619.1	sp|P25171|RCC1_DROME
OG0004276	XP_002187766.1	tr|Q9W4A0|Q9W4A0_DROME
OG0004277	XP_030129984.1	tr|Q9W3N1|Q9W3N1_DROME
OG0004278	XP_012429851.2, XP_002191912.2, XP_012429852.2, XP_012429853.2	tr|Q9VA69|Q9VA69_DROME
OG0004279	XP_041568647.1	tr|Q9V3Q9|Q9V3Q9_DROME
OG0004280	XP_030142770.1, XP_030142776.1, XP_041573903.1, XP_030135524.1	sp|P40427|EXD_DROME
OG0004281	ACH44561.1, NP_001232307.1, ACH44562.1, ACH44564.1, ACH44563.1	sp|Q9XZ63|ARMET_DROME
OG0004282	XP_002187698.2, UIB01664.1, UIB01663.1, XP_030136897.3	tr|Q7KTF8|Q7KTF8_DROME, tr|A0A499GGQ3|A0A499GGQ3_DROME, tr|E1JJR2|E1JJR2_DROME
OG0004283	XP_041567516.1, XP_041567517.1, XP_041567518.1	sp|Q9W351|AAAS_DROME, tr|Q9VL33|Q9VL33_DROME
OG0004284	XP_030138720.1	tr|M9PHZ1|M9PHZ1_DROME
OG0004285	XP_030129009.1, XP_041572163.1, XP_012425242.1	sp|Q9W485|INT6_DROME
OG0004286	XP_030129061.2, XP_030124758.3, XP_041567937.1	sp|Q9XTL9|PYG_DROME
OG0004287	XP_041575169.1, XP_030140957.3	tr|Q8SZX1|Q8SZX1_DROME, sp|Q27237|TID_DROME
OG0004289	XP_002187547.4	tr|Q86BR8|Q86BR8_DROME
OG0004291	XP_030145819.3, ACH44370.1, ACH44371.1, NP_001232194.1	sp|Q9VXE0|RUXG_DROME
OG0004292	XP_030144059.3, XP_030144060.3, XP_032607654.2, XP_032607653.2	tr|Q8MR82|Q8MR82_DROME, tr|Q9W2S1|Q9W2S1_DROME
OG0004293	XP_030141687.1, XP_030141689.1, XP_012433571.1, XP_041575325.1, XP_002197914.1	sp|Q9VYB7|TPST_DROME
OG0004294	XP_012428134.1, XP_012428136.1, XP_002198214.2	tr|Q7K2L1|Q7K2L1_DROME
OG0004295	XP_030131595.1	tr|Q7KMQ6|Q7KMQ6_DROME
OG0004296	XP_041576057.1	tr|M9NGP0|M9NGP0_DROME
OG0004298	XP_030147690.1, XP_030138894.3, XP_002189995.5	sp|P49071|MAPK2_DROME
OG0004299	XP_041573479.1, XP_030121479.1	tr|A1Z7L8|A1Z7L8_DROME
OG0004300	XP_030136364.1, XP_002198003.1	tr|A8DYR8|A8DYR8_DROME
OG0004301	XP_030111857.1	sp|Q9VSF2|MED24_DROME
OG0004302	XP_030113412.3, XP_030113414.3, XP_030113411.3, XP_030113410.3	tr|Q9V3N5|Q9V3N5_DROME
OG0004303	XP_030139824.3, XP_030139826.3	tr|Q86B94|Q86B94_DROME
OG0004304	XP_030131336.3, XP_030131334.3, XP_030131335.3	tr|Q9VLS0|Q9VLS0_DROME
OG0004305	XP_002188287.3, XP_002186755.1, XP_030132366.1, XP_041572953.1, XP_030132367.3, XP_030132369.3, XP_030132368.3	tr|Q9VB20|Q9VB20_DROME
OG0004307	XP_030135847.3, XP_032605948.2, XP_032605949.2, XP_030135850.3, XP_030135845.3, XP_030135846.3, XP_030135843.3	tr|A8JV07|A8JV07_DROME
OG0004308	XP_030133432.3, XP_030133429.3, XP_030133430.3, XP_030133431.3	tr|B7Z0I2|B7Z0I2_DROME
OG0004311	XP_030144388.3, XP_030144387.3	tr|Q7K110|Q7K110_DROME
OG0004312	XP_030137435.3, XP_030137433.3, XP_030137432.3, XP_002193061.5	sp|A1Z8E9|BBS4_DROME
OG0004313	XP_041568371.1, XP_030147202.3	tr|Q9W4J8|Q9W4J8_DROME
OG0004314	XP_012427865.3	tr|Q9W4X8|Q9W4X8_DROME
OG0004315	XP_032606598.1, XP_032606597.1, XP_012424686.2, XP_032602214.1	sp|P11346|KRAF1_DROME
OG0004316	XP_030132231.3, XP_012430095.3, XP_012430096.3	sp|Q9VJG0|XPP_DROME
OG0004317	XP_030141869.3, XP_030141868.3	tr|Q9W173|Q9W173_DROME, sp|O46084|PGAM5_DROME
OG0004318	XP_012427900.4, XP_030124293.1	tr|Q8I936|Q8I936_DROME, tr|Q9VRQ9|Q9VRQ9_DROME, tr|Q9VTH7|Q9VTH7_DROME, tr|Q86PD7|Q86PD7_DROME
OG0004320	XP_030129402.3, XP_041575983.1, XP_041575982.1, XP_041575985.1, XP_041575984.1, XP_032607673.2	tr|Q7K4M9|Q7K4M9_DROME
OG0004321	XP_041569017.1, XP_002194172.1	tr|Q8IMT8|Q8IMT8_DROME
OG0004322	XP_030127206.3, XP_030127205.3	sp|Q8MV48|GALT7_DROME
OG0004323	XP_030140478.1, XP_030140477.1	tr|Q9W1H1|Q9W1H1_DROME
OG0004324	XP_030146342.3, XP_002192049.3, XP_012428095.3, XP_012428096.3, XP_030123800.3	tr|Q7K0X9|Q7K0X9_DROME
OG0004325	XP_002189779.1	tr|Q9VH25|Q9VH25_DROME, tr|Q9U6R9|Q9U6R9_DROME
OG0004326	XP_012430124.4, XP_030132404.3, XP_030132403.3	tr|Q0KI33|Q0KI33_DROME
OG0004327	XP_032609061.1, XP_032609060.1, XP_002193540.2, XP_030117433.3, XP_030117432.1, XP_030117434.3	sp|P50245|SAHH3_DROME, sp|Q9VZX9|SAHH2_DROME
OG0004328	XP_030124854.3, XP_030124855.3, XP_030124852.3, XP_030124853.3	tr|Q9VCX7|Q9VCX7_DROME
OG0004329	ACH44231.1, XP_012427911.3, NP_001153395.1, XP_041570673.1	tr|Q9VP84|Q9VP84_DROME
OG0004330	XP_041566949.1, ACH43860.1, XP_032599904.2, sp|B5FXU9.1|MOC2B_TAEGU, NP_001232386.1, ACH43861.1	sp|Q9VBX2|MOC2B_DROME
OG0004332	XP_030128818.1, XP_030128819.1, XP_030128816.2, XP_030128817.1, XP_032604325.1, XP_032604324.1, XP_041572183.1, XP_032604321.1, XP_032604323.1, XP_032604327.1, XP_032604326.1, XP_032604328.1	tr|B7YZN8|B7YZN8_DROME
OG0004333	XP_030119957.3	tr|Q9VYL5|Q9VYL5_DROME
OG0004334	XP_030125675.3, XP_030125677.3, XP_030125674.3, XP_002193056.4	sp|P05990|PYR1_DROME
OG0004335	XP_041573794.1, XP_002191042.3, XP_032605788.2	tr|Q9VD55|Q9VD55_DROME
OG0004336	XP_030130160.1	sp|Q9VHT4|FUCT1_DROME
OG0004337	XP_030147845.3	sp|Q9VWY6|TAF8_DROME
OG0004340	NP_001232573.1, ACH44035.1	sp|Q9VJY6|RL24_DROME
OG0004341	sp|B5G2S6.1|KISHA_TAEGU, NP_001232051.1, ACH45587.1	sp|Q9VWH8|KISH_DROME
OG0004342	ACH46388.1, ACH44459.1, NP_001232379.1, ACH44460.1	sp|P54622|SSBP_DROME
OG0004343	XP_002199911.4, XP_030133078.1, XP_012426950.2	sp|O61643|INHB_DROME
OG0004344	ACH45006.1, NP_001232511.1, ACH45002.1, ACH45005.1, ACH45004.1, XP_041569833.1, XP_041569847.1, ACH45003.1	tr|Q9VIJ5|Q9VIJ5_DROME
OG0004345	XP_030114600.3	sp|Q9VIP7|ACASE_DROME
OG0004346	XP_030133602.3, XP_030133605.3, XP_030133604.3, XP_030133603.3	sp|Q9NK57|NIF3L_DROME
OG0004347	XP_030121519.1, XP_032602778.1, XP_002194851.2	tr|Q9VN60|Q9VN60_DROME
OG0004348	XP_030144924.1, XP_030144923.1	tr|A0A140SRF8|A0A140SRF8_DROME
OG0004349	ACH45177.1, ACH45176.1, ACH46344.1, ACH45175.1, ACH45174.1	tr|Q9VWJ3|Q9VWJ3_DROME
OG0004350	XP_041567187.1, XP_041567186.1, XP_032600576.1, XP_032600573.1	tr|O62609|O62609_DROME
OG0004351	NP_001232425.1, ACH44802.1, XP_030126010.1, XP_032603722.1	tr|Q9VN02|Q9VN02_DROME
OG0004352	XP_041574914.1, XP_002197439.2	sp|Q9VMP9|GNPI_DROME
OG0004353	XP_030125415.3, ACH45132.1, ACH45129.1, NP_001232744.1, ACH45131.1, NP_001184220.1, ACH45130.1	tr|B7Z018|B7Z018_DROME
OG0004354	XP_002188432.3	sp|O77264|RTCA_DROME
OG0004355	ACH44026.1, NP_001232561.1, XP_030142132.1, ACH44025.1	tr|Q9W125|Q9W125_DROME
OG0004356	XP_002197763.2, XP_012428900.2, XP_012428901.2	sp|Q9VZQ1|YTDC1_DROME
OG0004357	XP_030122194.3, XP_030122196.3, XP_030122195.3	sp|P25159|STAU_DROME
OG0004358	XP_002197323.2, XP_030141021.1	tr|Q9VUP0|Q9VUP0_DROME, tr|Q9VL29|Q9VL29_DROME
OG0004359	XP_030125175.1, XP_030125174.1, XP_030125177.1	tr|Q9VZ55|Q9VZ55_DROME
OG0004360	XP_030139744.1, XP_030139745.1, XP_002197465.1	tr|Q9VJ58|Q9VJ58_DROME
OG0004363	XP_030137838.3, XP_030133467.1	tr|B7Z0E0|B7Z0E0_DROME
OG0004364	XP_030142263.3	tr|Q8MSS7|Q8MSS7_DROME
OG0004366	XP_030138628.3, XP_041574625.1, XP_030138629.3, XP_030138626.3, XP_030138625.3, XP_030138630.3, XP_041574621.1, XP_030138627.3, XP_041574624.1, XP_041574622.1	sp|Q9VQB7|EOGT_DROME
OG0004367	XP_030146022.3, XP_030146021.3	sp|Q94545|ASH2_DROME
OG0004368	XP_030117540.1, XP_032608252.1, XP_030117539.1	tr|Q9VY27|Q9VY27_DROME
OG0004369	XP_030137364.1, XP_041574355.1, XP_002192134.2, XP_041574356.1	sp|O62619|KPYK_DROME, tr|Q9VD23|Q9VD23_DROME, tr|Q9VFG4|Q9VFG4_DROME, tr|Q9VQH0|Q9VQH0_DROME
OG0004370	XP_030134055.3, XP_030134054.3	tr|Q9VQK5|Q9VQK5_DROME
OG0004371	XP_041575995.1, XP_041575993.1, XP_041575992.1, XP_041575991.1, XP_041575994.1, XP_041575990.1	tr|Q9VBJ2|Q9VBJ2_DROME
OG0004372	XP_041568958.1	sp|P54358|DPOD1_DROME
OG0004373	XP_041573725.1, XP_030134481.3, XP_030134479.3, XP_030134482.3	tr|Q7JRC9|Q7JRC9_DROME
OG0004374	XP_041576163.1, XP_041576165.1, ACH44041.1, NP_001185751.1	tr|Q9VMJ1|Q9VMJ1_DROME
OG0004375	XP_030144654.1, XP_041570847.1	sp|P46867|KLP68_DROME
OG0004376	ACH43831.1, ACH43830.1, ACH43829.1, ACH43828.1, NP_001232356.1, XP_030116236.1, ACH43832.1	tr|Q9VBY2|Q9VBY2_DROME
OG0004377	XP_030119020.3, XP_041569514.1, XP_030119021.3	sp|Q9VXH9|WASC4_DROME
OG0004378	XP_032606676.1, XP_030139318.3, XP_012427939.4, XP_030139317.3, XP_030139319.3	tr|Q9VMD3|Q9VMD3_DROME
OG0004380	XP_032606196.2, XP_030112642.1, XP_030112641.1	tr|Q8SZB7|Q8SZB7_DROME
OG0004381	ACH46193.1, ACH46190.1, ACH46191.1, ACH46192.1, NP_001232246.1	tr|Q9VFE5|Q9VFE5_DROME, tr|Q9VFE3|Q9VFE3_DROME
OG0004382	XP_030120979.3, XP_030120978.3	tr|Q9VGE7|Q9VGE7_DROME
OG0004383	XP_041576749.1, XP_030145459.1	tr|Q9VVF4|Q9VVF4_DROME
OG0004386	XP_030140735.1, XP_041575111.1, XP_030140733.1, XP_002190295.3, XP_030140736.1, XP_030140740.1	sp|Q8T079|GLYR1_DROME
OG0004387	XP_030147439.3	sp|Q9VMY1|RM24_DROME
OG0004388	XP_012425688.4, XP_041576161.1, XP_041576159.1, XP_041576160.1, ACH43683.1, NP_001232177.1	sp|Q8ML92|AVE_DROME
OG0004389	XP_012429004.1, XP_030126000.3, XP_030125995.3, XP_030125996.3, XP_030125999.3, XP_030125998.3, XP_030125994.3, XP_012429009.1	tr|Q8MSB1|Q8MSB1_DROME
OG0004390	XP_030139815.3, XP_041574882.1, XP_030139819.3, XP_030139813.3, XP_030139817.3, XP_030139814.3	sp|Q9VBV5|SIL1_DROME
OG0004391	XP_041577053.1, XP_041577054.1, XP_041577055.1, XP_041577056.1	tr|Q9VC52|Q9VC52_DROME
OG0004392	XP_002200548.1, XP_030124154.3	tr|Q8SX21|Q8SX21_DROME
OG0004393	NP_001232676.1, ACH44146.1, ACH44145.1, ACH44142.1, ACH44144.1, ACH44140.1, ACH44147.1, ACH44141.1, XP_012432988.1, ACH44143.1	tr|Q9W0S6|Q9W0S6_DROME
OG0004394	XP_030123547.3, XP_032603156.2, XP_030123548.3, XP_012428215.3	tr|Q9VP87|Q9VP87_DROME
OG0004395	XP_030122297.1, XP_030122296.1, XP_030122298.1	sp|P54733|CCNE_DROME
OG0004396	NP_001389506.1, NP_001389505.1, XP_004177271.2	sp|O18334|RAB6_DROME
OG0004397	XP_041573975.1, XP_041573976.1, XP_041573978.1, XP_030136562.3, XP_041573977.1, XP_030136560.1, XP_030136559.1	sp|Q9VTJ8|TIM14_DROME
OG0004398	XP_030146789.3	tr|O77260|O77260_DROME
OG0004399	XP_012428190.2, XP_030123460.1, XP_030123459.1, XP_030123458.1, XP_030123457.1, XP_030123456.1, XP_030123461.1	sp|P83104|M3K7L_DROME, tr|Q9VCV0|Q9VCV0_DROME, sp|Q9V3Q6|M3K7_DROME
OG0004400	ACH44796.1, NP_001232422.1	tr|Q9VTU2|Q9VTU2_DROME
OG0004401	ACH43977.1, XP_030128926.1, NP_001232504.1	sp|Q9VYD7|TIM9_DROME
OG0004402	XP_030128317.1	sp|Q27272|TAF9_DROME
OG0004403	ACH44930.1, ACH44934.1, ACH44931.1, XP_030141173.1, ACH44927.1, ACH44933.1, ACH44926.1, ACH44928.1, ACH44929.1, ACH44925.1, NP_001232476.1, ACH44932.1	tr|Q9VX77|Q9VX77_DROME
