Orthogroup	finch	bombus
OG0005602	XP_041567051.1, XP_041567052.1	XP_003493831.1, XP_024227185.1
OG0005603	XP_030143023.1, XP_030143022.1	XP_012247231.1, XP_024226976.1
OG0005604	XP_012428535.4, XP_030128327.3	XP_003493478.2
OG0005605	XP_030120032.3	XP_024226609.1, XP_024226610.1, XP_024226608.1, XP_024226607.1, XP_024226606.1, XP_024226604.1, XP_012246621.1, XP_024226605.1, XP_024226602.1, XP_024226600.1, XP_024226601.1
OG0005606	ACH43668.1, NP_001232147.1, XP_041577127.1, XP_041577128.1	XP_012245772.1, XP_003492645.1, XP_012245773.1, XP_024226191.1
OG0005607	XP_002195964.3	XP_012245713.2
OG0005608	XP_032606187.2, XP_032606186.2, XP_032606184.2	XP_003492257.1, XP_012245275.1, XP_024225901.1
OG0005609	XP_030144190.1, NP_001232708.1, ACH44184.1, ACH44185.1, ACH44186.1	XP_024225646.1, XP_024225647.1
OG0005610	XP_030119932.1, XP_030119935.1, XP_030119933.1, XP_041577390.1, XP_041577389.1	XP_003491804.1, XP_012244588.1, XP_012244587.1, XP_024225456.1
OG0005611	XP_030112456.1, XP_030112458.1	XP_024225305.1
OG0005612	XP_030127020.1, XP_030127021.1, XP_002194151.1, XP_030140166.1	XP_024224909.1, XP_012243676.1
OG0005613	XP_030118975.1, XP_002199503.1	XP_012243648.1, XP_003491294.1, XP_012243647.1, XP_024224907.1, XP_024224908.1
OG0005614	XP_030113435.1, XP_002191395.3	XP_012241825.1, XP_012241824.1, XP_024223841.1
OG0005615	XP_002187122.4	XP_024223799.1, XP_012241718.1, XP_003489963.1
OG0005616	XP_002186676.1, XP_030122411.1, XP_030122432.1	XP_003488315.1, XP_024222438.1
OG0005617	XP_030140423.1, XP_012431980.1	XP_024222340.1, XP_024222339.1, XP_003488289.1
OG0005618	XP_030141371.3, XP_030141372.3	XP_024222146.1, XP_003488028.1
OG0005620	XP_030124818.3	XP_003487068.1, XP_024221324.1, XP_012237398.1
OG0005621	XP_012426809.1, XP_012426808.1, XP_012426810.1, XP_030120063.1, XP_002196499.1, XP_041570265.1, XP_030134168.1	XP_024221061.1
OG0005622	XP_030119059.3, XP_030119058.3, XP_030119057.3	XP_024221025.1, XP_003486808.1
OG0005623	XP_030119774.1, NP_001232233.1, XP_041569578.1, XP_030119705.1, XP_012425101.1, ACH44441.1	XP_003486678.1, XP_024220857.1
OG0005624	XP_030142757.3, XP_030142759.3, XP_030142758.3	XP_024220393.1
OG0005625	XP_041574136.1, XP_030136280.3, XP_032606002.2, XP_002194885.4, XP_030136281.3	XP_024220272.1, XP_024220275.1, XP_024220273.1, XP_003486160.1
OG0005626	XP_030120575.1, XP_030120573.1	XP_024228245.1
OG0005627	XP_030132243.1, XP_002197711.1	XP_024226898.1, XP_003485342.1
OG0005628	XP_030143849.3, XP_041575997.1	XP_024226632.1
OG0005630	XP_002187980.4, XP_030142230.3, XP_030142228.3	XP_024224336.1, XP_003485084.2
OG0005631	XP_012430078.2	XP_003484853.1, XP_024222562.1
OG0005632	XP_002200189.4	XP_012236478.1, XP_012236459.1, XP_012236464.1, XP_024221010.1, XP_012236472.1, XP_024221002.1, XP_003484647.1
OG0005633	XP_002193892.2, ACH43950.1, NP_001153216.1	XP_024228033.1, XP_024228021.1, XP_003484490.1
OG0005634	XP_030114323.3, XP_030114321.3, XP_030114303.3, XP_030114311.3, XP_030114327.3	XP_024227886.1
OG0005635	XP_041576158.1, XP_012425716.3	XP_012249120.1
OG0005637	XP_002191873.4	XP_003493511.1, XP_012247113.1
OG0005638	XP_030131042.1, XP_030131043.1, XP_030131044.1, XP_030131041.1	XP_003494780.1
OG0005639	XP_041568691.1	XP_003494659.1
OG0005640	XP_004175214.3, XP_041573376.1, XP_041573223.1, XP_002197296.1	XP_003494606.1
OG0005641	NP_001232267.1, ACH44498.1	XP_003494521.1
OG0005642	XP_041570720.1, XP_002194322.3, XP_041570718.1	XP_003494461.1
OG0005643	XP_002196595.5, XP_030133673.3, XP_030133672.3, XP_030133674.3	XP_003494401.1
OG0005644	XP_012424634.4, XP_030119033.3	XP_003494318.1
OG0005645	XP_030135358.3	XP_003494125.1
OG0005646	XP_030132422.1, XP_030132421.1, XP_030132420.1	XP_003493981.1
OG0005647	XP_041568607.1	XP_003493895.1
OG0005648	XP_012427214.1, XP_002187737.1	XP_003493678.1
OG0005649	XP_030143848.1	XP_003493635.1
OG0005650	XP_041572515.1, XP_002199808.3, XP_030129989.3	XP_012246845.1, XP_012246846.1
OG0005651	XP_030135316.1, XP_032601521.2	XP_012246801.1, XP_003493297.1
OG0005652	XP_004175304.1, XP_004175305.1, XP_004175302.1, XP_030122281.1	XP_012246794.1
OG0005653	XP_030114504.1, XP_030114503.1, XP_030114501.1, XP_030114502.1, XP_030114505.1, XP_030114506.1	XP_003493244.2, XP_012246683.1
OG0005654	XP_041567059.1, XP_012433160.1, XP_030114682.1, XP_002186974.2	XP_012246612.1
OG0005655	XP_032605388.2, XP_030133944.3, XP_030133945.3, XP_030133946.3, XP_002197956.4, XP_002197970.4, XP_012430503.4	XP_012246405.1, XP_012246406.1
OG0005656	XP_041573816.1, XP_030135536.3, XP_012430852.3, XP_012430851.3, XP_030135535.3, XP_041573815.1, XP_030135534.3, XP_030135537.3	XP_012246340.1
OG0005657	XP_030144133.1, XP_030144130.1, XP_030144135.1, XP_030144131.1, XP_030144134.1, XP_030144132.1	XP_012246141.1, XP_012246140.1, XP_012246143.1
OG0005658	XP_030136283.1, XP_030136282.1, XP_030128770.1	XP_003492661.1, XP_012245848.1
OG0005659	XP_002194813.2, XP_030113417.1	XP_012245599.1
OG0005660	XP_030144841.1, XP_030144842.1	XP_012245079.1, XP_003492077.1
OG0005661	XP_030122276.3, XP_002198630.4	XP_012245077.1, XP_012245076.1
OG0005662	XP_002193378.6, XP_030145152.3	XP_012244617.1, XP_003491860.1
OG0005663	XP_030120387.1, XP_032602467.1, XP_030120395.1	XP_012244411.1
OG0005664	XP_030132390.3, XP_030132389.3, XP_030132388.3	XP_012244270.1, XP_003491722.1
OG0005665	XP_030122095.3	XP_012243808.1
OG0005666	XP_041567999.1, XP_041568000.1, XP_032601585.2, XP_041567998.1, XP_041567997.1	XP_012243777.1, XP_003491466.1
OG0005667	XP_002199914.4	XP_003491346.2
OG0005668	XP_041576512.1	XP_012243295.1
OG0005669	XP_002195137.3, XP_012427813.3	XP_012242866.1
OG0005670	XP_030140730.1, XP_030140729.3, XP_030140728.3	XP_003490302.1, XP_012242219.1
OG0005671	XP_030113820.3, XP_030135589.3	XP_012242043.1, XP_003490221.1, XP_012242042.1
OG0005672	XP_030126485.3, XP_030126488.3, XP_030126486.3, BAP16536.1	XP_012242040.1, XP_003490229.1
OG0005674	XP_030129663.1, XP_030119106.1, XP_004175967.2, XP_041569532.1	XP_012241577.1, XP_003489809.1, XP_012241578.1
OG0005675	XP_030138074.3, XP_030138075.3, XP_030138073.3	XP_003489746.1, XP_012241352.1
OG0005676	XP_002195505.1	XP_012240854.1, XP_003489396.1
OG0005677	XP_030139587.1, XP_030139586.1	XP_012240687.1, XP_012240686.1
OG0005678	XP_032601615.2, XP_032601616.2	XP_012240625.1, XP_012240623.1, XP_003489265.1, XP_012240624.1
OG0005679	XP_030147701.1, XP_002188690.1	XP_012240381.1, XP_003489052.1
OG0005680	XP_030137997.3	XP_003489014.2
OG0005681	XP_030143694.3	XP_012240049.1
OG0005682	NP_001232400.1, ACH44747.1, ACH44748.1	XP_012239783.1
OG0005683	XP_002192453.2, XP_030119723.1, XP_012425490.1, XP_030119712.1, XP_030119716.1	XP_012239701.1, XP_012239702.1
OG0005685	XP_041571708.1, XP_002187396.1, XP_030122206.1	XP_012239401.1
OG0005686	XP_012425699.4	XP_003488348.1, XP_012239391.1, XP_012239387.1, XP_012239390.1
OG0005687	XP_004176992.4, XP_030139204.3, XP_041574800.1, XP_041574802.1, XP_041574803.1, XP_041574801.1, XP_030139203.3, XP_030139205.3	XP_003487438.1, XP_012239047.1
OG0005688	XP_030113388.1, XP_012432986.1	XP_012238831.1
OG0005689	XP_041577183.1, XP_041577182.1, XP_041577184.1	XP_012238520.1, XP_012238521.1, XP_003487889.1
OG0005690	XP_030140613.1, XP_030140612.1	XP_012238436.1
OG0005691	XP_012425337.2, XP_030123658.3, XP_030146441.1, XP_041576705.1	XP_012237573.1
OG0005692	XP_041568836.1	XP_012237489.1
OG0005693	XP_002194658.2	XP_012237447.1
OG0005694	XP_030112604.1	XP_003486853.1, XP_012236983.1
OG0005695	XP_041577044.1, XP_032608767.2, XP_032608771.2, XP_032608769.2	XP_012236941.1
OG0005696	XP_030144328.1, XP_030144327.3, XP_041570626.1, XP_030121814.1, XP_030121815.1, XP_002189514.1	XP_012236668.1
OG0005697	XP_030120940.3, XP_030120941.3	XP_003486548.1, XP_012236381.1
OG0005698	XP_030131404.3, XP_030131422.3, XP_030131414.3, XP_030131412.3, XP_030131405.3, XP_030131409.3	XP_012236352.1, XP_003486580.1
OG0005699	XP_032600623.1, XP_041567786.1, ACJ07130.1, NP_001177271.1, XP_030113083.1	XP_012236113.1, XP_003486335.1
OG0005700	XP_030135514.3	XP_012250353.1, XP_012250354.1
OG0005701	XP_012431089.4	XP_012250265.1
OG0005702	XP_041575974.1, XP_030143766.1, XP_030143764.1, XP_030143765.1	XP_012250045.1
OG0005703	XP_032600746.2, XP_041567454.1, XP_032600747.2, XP_041567455.1, XP_032600748.2	XP_012249835.1
OG0005704	XP_030112242.1, XP_030112241.1, XP_030112244.3	XP_012249775.1, XP_012249776.1
OG0005705	XP_030123042.3	XP_012249738.1
OG0005706	XP_012430499.4, XP_002198016.5	XP_012249492.1, XP_003485646.1
OG0005707	ACH44352.1, NP_001232167.1	XP_012249384.1
OG0005708	XP_012427442.1	XP_012249362.1, XP_012249363.1, XP_012249361.1
OG0005709	XP_032602299.2, XP_032602300.2, XP_032602303.2, XP_032602301.2, XP_030119511.3, XP_030119513.3, XP_030119514.3	XP_012249276.1, XP_012249277.1
OG0005710	XP_041576221.1, NP_001232743.1, ACH45536.1	XP_012246840.1, XP_003490568.1
OG0005711	XP_030130087.3, XP_002200075.3, XP_030119364.3	XP_012246684.1, XP_003485303.1
OG0005712	XP_002190574.2	XP_012244684.1, XP_003485110.1, XP_012244669.1, XP_012244694.1
OG0005713	XP_030137538.1, XP_030137537.1, XP_030137536.1, XP_030137535.1	XP_012244233.1, XP_003485167.1
OG0005714	XP_030135799.3, XP_041573979.1, XP_030135752.3, XP_030135754.3, XP_030135751.3, XP_030135753.3	XP_012243801.1
OG0005715	XP_030120167.3	XP_003485089.1, XP_012243084.1
OG0005716	XP_030123488.3, XP_032603135.2	XP_012241888.1
OG0005717	XP_041570399.1, XP_032602628.1, XP_032602629.1, XP_032602626.1	XP_012241669.1
OG0005718	XP_030135050.1, XP_041573738.1, XP_041573737.1, XP_032605784.1, XP_041567632.1, XP_041567631.1, XP_041567633.1, XP_041567634.1	XP_003492773.1
OG0005719	XP_030135398.1, XP_030135397.1, XP_012430690.1	XP_003492744.1
OG0005720	XP_030128767.1, XP_041572153.1	XP_003492450.1
OG0005721	XP_030114273.1, XP_030114272.1, XP_041567288.1, XP_041567287.1, XP_041567289.1, ACH43674.1	XP_003492356.1
OG0005722	XP_030119939.1, XP_030132904.1	XP_003492195.1
OG0005723	XP_030142670.3	XP_003492064.1
OG0005724	ACH44403.1, ACH44401.1, NP_001128655.1, ACH44402.1, ACH44404.1	XP_003491994.1
OG0005725	XP_032602869.2, NP_001232080.1, ACH43643.1	XP_003491397.1
OG0005726	XP_041575521.1	XP_003491253.1
OG0005727	XP_004174227.4, XP_032600506.2	XP_003491191.1
OG0005728	XP_030113359.1, XP_030113358.1	XP_003491116.1
OG0005729	XP_002198037.1	XP_003490947.1
OG0005730	ACH44306.1, ACH44305.1, NP_001232107.1, ACH44307.1	XP_003490850.1
OG0005731	XP_002197193.3	XP_003490801.1
OG0005732	XP_030136774.3, XP_030136775.3, XP_002188146.1, XP_012431192.1	XP_003490651.1
OG0005733	XP_002190072.2	XP_003490631.1, XP_003490632.1
OG0005734	XP_030137128.3	XP_003490627.1
OG0005735	XP_041572516.1, XP_002194356.1	XP_003490296.1
OG0005736	XP_030139706.3, XP_030139705.3, XP_030139703.3, XP_030139701.3, XP_032606703.2, XP_030139699.3, XP_041574849.1, XP_030139702.3, XP_030139704.3, XP_030139698.3, XP_012430686.3	XP_003490232.1
OG0005737	XP_041568194.1	XP_003490158.1
OG0005738	XP_041577103.1, XP_030147368.3	XP_003489891.1
OG0005739	NP_001232038.1, ACH44234.1	XP_003489886.1
OG0005740	XP_030128166.1	XP_003489787.1
OG0005742	XP_030140317.1, XP_030140324.1, XP_002187585.1	XP_003489050.1
OG0005743	XP_002194374.2	XP_003488681.1
OG0005744	XP_002187430.4	XP_003488357.1
OG0005745	ACH45802.1, ACH45801.1, ACH45807.1, ACH45805.1, ACH45806.1, NP_001232112.1, ACH45803.1	XP_003488127.1
OG0005746	XP_041567540.1, XP_030115265.3, XP_030115266.3	XP_003488027.1
OG0005747	XP_030121291.3, XP_041570501.1	XP_003487969.1
OG0005748	XP_030112290.1, XP_032599567.2, XP_030112291.1	XP_003487455.1
OG0005749	XP_041567755.1, XP_041567753.1, XP_041567752.1, XP_041567754.1	XP_003487154.1
OG0005750	XP_041567765.1, XP_041567764.1	XP_003487142.1
OG0005751	XP_002187808.1	XP_003486907.1
OG0005752	XP_030147084.3, XP_030147081.3, XP_030147082.3, XP_030147085.3	XP_003486856.1
OG0005753	XP_032604742.2, XP_030130702.1, XP_030130703.1, XP_002195982.2	XP_003486723.1
OG0005754	NP_001232421.1, ACH44628.1, ACH46335.1, ACH44629.1, ACH46423.1	XP_003486500.1
OG0005755	XP_041566847.1, XP_041566844.1, XP_041566843.1, XP_041566846.1, XP_041566845.1, XP_030112998.3	XP_003486310.1
OG0005756	XP_030136200.3	XP_003486036.1
OG0005757	XP_030147874.1, XP_030114716.1	XP_003485960.1
OG0005758	XP_012430821.2	XP_003485952.1
OG0005759	XP_002187653.1, XP_032608048.1, XP_030145303.1, XP_012425894.1	XP_003485716.1
OG0005760	XP_041572836.1, XP_030131967.1, XP_030131966.1, XP_030131965.1, XP_041571487.1, XP_041571486.1, XP_041571488.1	XP_003485615.1, XP_003485614.1
OG0005761	XP_030144974.3	XP_003485516.1
OG0005762	XP_041575234.1, XP_041575235.1, XP_041575236.1, XP_032602461.2, XP_030119958.3	XP_003485294.1
OG0005763	XP_002193021.4	XP_003485284.1
OG0005764	XP_030120462.3, XP_030120460.3, XP_030120461.3, XP_012426942.4	XP_003485152.1
OG0005765	XP_030121036.1, XP_030121038.1, XP_030121037.1, XP_041570459.1, XP_030121035.1, XP_041570460.1, XP_002199411.2	XP_003485101.1
OG0005766	XP_030127106.3, XP_012429002.4	XP_003484886.1
OG0005767	XP_041571983.1, XP_041571985.1, XP_041571984.1, XP_041571982.1, XP_030128021.3, XP_030128022.3, XP_030131555.3	XP_003484801.1
OG0005768	ACH44148.1, NP_001232679.1, ACH44150.1, ACH44152.1, ACH44149.1, ACH44153.1, ACH44151.1, ACI04467.1	XP_003484784.1
OG0005769	XP_041568821.1, XP_041568820.1, XP_041568819.1	XP_003484719.1
OG0005770	XP_030121289.1, XP_004175345.2	XP_003484718.1
OG0005771	ACH45464.1, ACH45465.1, ACH45467.1, ACH45468.1, NP_001232732.1, ACH45466.1, ACH45469.1	XP_003484601.1
OG0005772	XP_002200058.4	XP_003484433.1
OG0006047	ACH46422.1, XP_030111752.1	XP_033180209.1, XP_033180208.1, XP_033180210.1
OG0006048	XP_032603814.2, XP_030126131.3, XP_030126136.3, XP_030126135.3, XP_030126137.3	XP_024227558.1, XP_003494282.1, XP_033180125.1
OG0006049	XP_030123317.1	XP_003494012.1, XP_012248008.1, XP_033179912.1
OG0006050	XP_030127271.3, XP_041571779.1, XP_041571778.1, XP_030131808.3, XP_032608124.2, XP_032608123.2	XP_003493768.2, XP_033179761.1
OG0006051	XP_030112107.3, XP_030112106.3, XP_030112105.3	XP_033179517.1
OG0006052	XP_030121486.3, XP_030121476.3, XP_030121470.3	XP_033179460.1, XP_033179459.1
OG0006054	XP_030113302.3, XP_002194217.3	XP_003492995.2, XP_012246348.2
OG0006055	XP_030131250.3	XP_003492938.1, XP_033179178.1
OG0006056	XP_030127450.1	XP_033179170.1, XP_024226438.1, XP_003492943.1, XP_003490277.1
OG0006057	XP_030113262.1, XP_030137491.1	XP_033179113.1
OG0006058	XP_002189764.3, XP_002198860.1	XP_003492570.1, XP_033178932.1
OG0006060	XP_030126275.3, XP_030126255.2, XP_041571421.1	XP_003492057.1, XP_024225688.1, XP_033178537.1, XP_024225689.1, XP_012244886.1, XP_024225690.1
OG0006061	XP_030120068.3	XP_033178228.1, XP_033178166.1
OG0006062	XP_030136163.3	XP_003491743.1, XP_033178171.1, XP_012244406.1, XP_024225348.1
OG0006063	XP_030119103.3, XP_041569531.1	XP_012244104.2
OG0006064	XP_030124720.1, XP_030124721.1	XP_012243802.1, XP_003491459.1, XP_033177872.1
OG0006065	XP_041568548.1	XP_033177842.1, XP_024224911.1, XP_033177843.1
OG0006066	XP_030112517.1, XP_002193752.4	XP_024224798.1, XP_012243504.1, XP_012243503.1, XP_033177741.1
OG0006067	XP_030147589.1, NP_001231835.1	XP_033177709.1, XP_003491129.1, XP_033177708.1
OG0006068	XP_041576567.1, XP_030145967.3	XP_012243299.1, XP_033177666.1
OG0006069	ACH45257.1, NP_001232627.1, ACH45256.1	XP_003487733.1, XP_033177614.1
OG0006070	ACH45136.1, NP_001232571.1, ACH45137.1	XP_033177602.1
OG0006071	XP_030121245.3, XP_030121246.3	XP_003490851.1, XP_033177541.1, XP_024224473.1
OG0006072	XP_012429496.4	XP_003490669.1, XP_033177369.1
OG0006073	ACH44168.1, NP_001232689.1, ACH44166.1, ACH44167.1	XP_033177238.1, XP_003490421.1
OG0006074	XP_012428397.4, XP_041574717.1, XP_030138678.3, XP_030138680.3	XP_033177192.1, XP_033177193.1
OG0006075	XP_041570339.1, XP_030120506.3, XP_041570338.1, XP_041570337.1	XP_033177069.1
OG0006076	XP_004174276.2	XP_003490123.1, XP_033176997.1
OG0006077	XP_030132349.1	XP_024223700.1, XP_012241524.1, XP_012241523.1, XP_024223703.1, XP_012241519.1, XP_024223704.1, XP_012241520.1, XP_012241525.1, XP_012241521.1, XP_012241522.1, XP_033176825.1, XP_024223698.1, XP_012241517.1, XP_012241518.1
OG0006078	XP_030131168.3, XP_041572313.1, XP_030131166.3, XP_041572314.1, XP_041572315.1, XP_041572312.1	XP_024223480.1, XP_033176676.1, XP_024223482.1
OG0006079	XP_002197016.1, XP_030130839.1, XP_002200278.1	XP_033176612.1
OG0006080	XP_041577060.1, XP_041577061.1	XP_012241105.1, XP_033176608.1, XP_003489522.2, XP_024223431.1
OG0006081	XP_041571821.1, XP_012428837.4, XP_041571820.1	XP_003489557.1, XP_033176598.1, XP_024223410.1, XP_012241069.1, XP_033176597.1, XP_024223411.1
OG0006082	XP_002198589.1, XP_030144531.1	XP_033176513.1, XP_033176514.1
OG0006083	XP_030119027.3	XP_012240685.1, XP_033176501.1
OG0006084	XP_012427665.4, XP_032603354.2	XP_024222980.1, XP_012240452.1, XP_033176369.1
OG0006085	XP_030135541.1, XP_030135540.1, XP_030135542.1	XP_012240419.1, XP_033176355.1
OG0006086	XP_030136733.1, XP_012430994.2, XP_030136739.1, XP_012430993.2, XP_041574182.1, XP_041574181.1	XP_012240173.1, XP_033176246.1
OG0006087	XP_002187191.3, XP_030137993.1	XP_003488850.1, XP_033176182.1, XP_033176183.1
OG0006088	NP_001232164.1, ACH45974.1, XP_012424582.1, XP_012424583.1, XP_030144694.1	XP_033176147.1, XP_024222693.1, XP_003488688.1, XP_012239812.1
OG0006089	XP_030129510.1, XP_030129511.1	XP_033176107.1, XP_033176108.1, XP_012239860.1
OG0006090	XP_004176481.2	XP_033176067.1, XP_003488676.1
OG0006091	XP_012425922.2, XP_041574032.1	XP_033175985.1, XP_012239539.1, XP_033175986.1, XP_012239538.1, XP_003488527.1
OG0006092	XP_002187572.4, XP_030120178.1	XP_033175972.1
OG0006093	XP_030141156.3	XP_033175912.1, XP_003488378.1, XP_012239279.1, XP_012239281.1, XP_033175913.1, XP_012239278.1, XP_024222375.1
OG0006095	XP_030125710.1, XP_012428421.1	XP_033175625.1, XP_012238494.1, XP_012238492.1, XP_012238493.1
OG0006096	XP_030141609.1, XP_012433573.1	XP_033175606.1, XP_003487888.1
OG0006097	XP_002194563.6	XP_033175556.1, XP_012238584.1
OG0006098	XP_002198664.3, XP_012429474.3	XP_012238329.1, XP_033175530.1, XP_003487736.1
OG0006099	XP_030135832.1	XP_012237979.1, XP_003487530.1, XP_024221649.1, XP_033175413.1
OG0006100	XP_030132176.1, XP_030132175.1, XP_030132174.1, XP_030132177.1	XP_012237727.1, XP_012237725.1, XP_012237726.1, XP_033175302.1, XP_024221571.1
OG0006102	XP_030123108.3, ACH46376.1, NP_001232368.1	XP_033175176.1, XP_003487273.1, XP_012237590.1
OG0006104	XP_030142662.3, XP_030142663.3, XP_030134980.2	XP_012237318.1, XP_012237320.1, XP_024221293.1, XP_024221291.2, XP_033175054.1, XP_033175055.1
OG0006105	XP_002190944.6	XP_012237057.1, XP_024221153.1, XP_033174967.1, XP_012237058.1, XP_033174968.1, XP_024221155.1
OG0006106	XP_030125173.1	XP_033174751.1, XP_033174752.1, XP_033174750.1, XP_033174749.1, XP_033174748.1, XP_024220962.2
OG0006107	XP_030135741.3	XP_003486528.1, XP_033174659.1
OG0006108	ACH44016.1, NP_001232550.1	XP_033174654.1, XP_033174655.1
OG0006109	NP_001232191.1, ACH43687.1	XP_024220614.1, XP_024220615.1, XP_033174613.1, XP_012236209.1, XP_003486423.1
OG0006110	XP_041566975.1, XP_041566972.1, XP_041566974.1, XP_041566971.1, XP_041566973.1	XP_012250278.1, XP_003486297.1, XP_033174423.1
OG0006111	XP_030111787.3, XP_030111779.1	XP_024220237.1, XP_024220238.1, XP_012250105.1, XP_033174344.1, XP_012250104.1
OG0006112	XP_030135275.1	XP_033174339.1
OG0006113	XP_041576701.1, XP_041576700.1, XP_030146245.3, XP_012426130.4	XP_033174295.1, XP_033174296.1, XP_003486038.1
OG0006114	XP_030141391.3, XP_030141392.3	XP_033174264.1, XP_003485984.1
OG0006115	ACH44895.1, NP_001232473.1, ACH44896.1	XP_033180771.1, XP_033180772.1, XP_012249745.1, XP_033180773.1
OG0006116	XP_030143970.3, XP_030143969.3	XP_012249758.1, XP_033180733.1, XP_012249759.1
OG0006117	XP_041566864.1	XP_024228176.1, XP_012249425.1, XP_033180680.1
OG0006118	XP_041571129.1, XP_030125414.1, XP_032603450.1, XP_002198336.1	XP_033180678.1, XP_033180677.1, XP_012249416.1
OG0006119	XP_041575110.1, XP_041575107.1, XP_041575109.1, XP_041575106.1, XP_041575105.1, XP_002198077.5	XP_024228158.1, XP_003485592.1, XP_033180644.1, XP_012249377.1, XP_012249378.1
OG0006120	XP_030143690.3, XP_002196922.4	XP_033180586.1, XP_024228083.1, XP_012249331.1, XP_012249332.1, XP_003485511.1
OG0006121	XP_030116152.3	XP_033178784.1, XP_033178786.1, XP_033178790.1
OG0006122	XP_041569477.1, XP_002195867.4	XP_024224772.2
OG0006123	XP_030124527.3	XP_033175807.1, XP_012240112.1, XP_012240116.1
OG0006124	XP_002190953.4	XP_033180753.1
OG0006125	XP_002197866.1, XP_032600759.2	XP_024227620.1
OG0006126	XP_030139467.1, XP_030139466.1, NP_001153493.1, XP_030139465.1	XP_024227574.1, XP_003494328.1
OG0006127	XP_030140501.1, XP_002188883.2, XP_012433290.1	XP_024226856.1, XP_003493448.1
OG0006128	XP_002191030.2, XP_041569580.1, XP_030119263.2	XP_024226696.1, XP_012246778.1, XP_003493293.1
OG0006129	XP_030122352.1, XP_030122351.1, XP_002198926.1, XP_030122354.1	XP_024226661.1
OG0006130	XP_030137107.3	XP_012246237.1, XP_012246236.1, XP_024226457.1, XP_024226455.1, XP_012246235.1, XP_024226458.1, XP_012246240.1
OG0006131	XP_030112760.1, XP_012424064.1, ACH44037.1, NP_001232579.1	XP_003492692.1, XP_024226276.1
OG0006132	XP_041570463.1, XP_012425397.3	XP_003492680.1, XP_024226271.1, XP_012245889.1
OG0006133	XP_030127150.3, XP_030127151.3	XP_024226174.1, XP_012245729.1, XP_024226173.1, XP_003492641.1, XP_024226176.1
